tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""51041100812""","""Richmond, VA""",3.00,6002.00,2154.00,3622.79,48,59,52,25,31,27,23,28,25,9.33,10.35,2.12,2,2,21690,21365,21686,1,1,1,15848,15468,15770,12682,12350,12605,3163,3116,3162,3,3,3,4,4,4,2.2,4.9,1.03,0.59,12188,94,12211,81,39,73,1488,1401,1424,994,93,7
"""51041100814""","""Richmond, VA""",2.00,3742.00,1283.00,1444.46,43,53,47,20,25,22,23,28,25,9.39,8.88,2.09,2,2,21564,21142,21515,1,1,1,15631,15275,15555,12484,12190,12415,3145,3083,3138,2,2,2,3,3,3,2.2,4.9,2.08,0.89,11755,97,17018,81,29,78,1417,1162,1139,1222,74,26
"""51041100815""","""Richmond, VA""",2.00,5370.00,1584.00,1402.02,51,63,56,26,33,29,25,31,27,10.89,12.31,2.27,2,2,23732,23320,23684,1,1,1,17027,16730,16972,13564,13327,13516,3461,3401,3454,2,2,2,3,3,3,2.0,4.4,1.44,1.13,12526,99,13051,82,34,81,1475,1501,1495,1547,86,14
"""51041100816""","""Richmond, VA""",3.00,4831.00,1737.00,1069.58,45,56,49,22,28,24,23,28,25,9.18,15.70,2.11,2,2,21616,21217,21575,1,1,1,15791,15447,15720,12636,12350,12571,3152,3094,3146,3,3,3,3,3,3,2.7,5.2,2.02,1.62,11982,96,15591,81,21,104,1461,1264,1266,1270,83,17
"""51041100817""","""Richmond, VA""",2.00,3800.00,1227.00,1279.48,40,49,44,21,26,23,19,23,21,6.97,15.63,1.75,2,2,17143,16734,17096,1,1,1,12981,12597,12886,10478,10154,10390,2500,2440,2493,3,3,3,3,3,3,5.2,6.2,2.32,0.96,10782,63,23195,80,17,101,1078,1210,1218,1296,54,46
"""51041100818""","""Richmond, VA""",2.00,3796.00,1329.00,1506.79,51,63,55,26,33,29,25,30,27,10.43,9.21,2.25,2,2,23812,23476,23798,1,1,1,16931,16609,16871,13455,13183,13397,3473,3424,3471,3,3,3,3,3,3,1.7,4.8,1.27,0.88,12505,99,11926,81,47,85,1687,1500,1558,583,94,6
"""51041100819""","""Richmond, VA""",2.00,6628.00,2510.00,2382.08,45,56,49,23,29,26,22,27,24,8.68,9.13,2.00,2,2,20714,20312,20673,1,1,1,14974,14612,14895,11950,11647,11877,3021,2962,3015,3,3,3,3,3,3,3.4,5.1,4.93,1.05,14256,82,12893,81,33,89,1190,1338,1381,1229,70,30
"""51041100820""","""Richmond, VA""",1.00,3506.00,1250.00,2480.27,48,60,52,26,32,28,22,27,24,9.49,4.78,2.03,2,2,21992,21572,21946,1,1,1,15331,14985,15253,12122,11836,12050,3207,3146,3200,2,2,2,3,3,3,2.9,4.7,1.88,0.50,10829,72,12875,81,44,53,1431,1471,1451,1517,71,29
"""51041100821""","""Richmond, VA""",2.00,4848.00,1679.00,15798.12,58,71,63,34,42,37,24,29,26,10.33,1.26,2.17,2,2,23891,23610,23929,1,1,1,16446,16024,16358,12960,12579,12866,3484,3443,3490,2,2,2,3,2,3,0.9,4.4,0.43,0.11,5902,98,6395,82,105,35,2453,1929,1943,1654,96,4
"""51041100822""","""Richmond, VA""",3.00,5698.00,2159.00,9791.96,57,71,62,34,43,37,23,28,25,9.99,2.66,2.09,2,2,23283,22932,23285,1,1,1,15924,15528,15838,12527,12182,12440,3395,3344,3396,2,2,2,2,2,2,1.7,4.1,1.11,0.22,6884,80,8332,82,97,41,2795,1945,2058,481,82,18
"""51041100823""","""Richmond, VA""",2.00,6118.00,2468.00,2596.21,48,59,52,28,35,30,20,25,22,7.88,8.35,1.86,2,2,18818,18467,18802,1,1,1,13881,13482,13787,11133,10786,11042,2744,2693,2742,3,3,3,3,3,3,3.6,5.8,5.15,0.95,10957,68,15513,80,30,83,1469,1586,1651,1037,71,29
"""51041100902""","""Richmond, VA""",3.00,3899.00,1532.00,1260.13,51,62,55,30,38,33,20,25,22,7.16,8.89,1.92,2,2,16910,16686,16923,4,4,4,13932,13499,13833,11456,11055,11355,2466,2433,2468,10,11,11,12,12,12,3.5,7.2,1.49,1.22,16171,95,22433,78,13,138,975,1723,1797,1210,89,11
"""51041100907""","""Richmond, VA""",2.00,2579.00,989.00,1222.51,46,57,50,27,34,30,19,23,21,7.04,5.80,1.78,2,2,16897,16606,16893,2,2,2,13137,12751,13047,10667,10324,10578,2464,2422,2464,5,5,5,6,6,6,5.4,6.9,2.22,0.81,16196,53,25855,79,19,110,1052,1556,1412,921,77,23
"""51041100910""","""Richmond, VA""",4.00,5253.00,1948.00,1616.87,45,56,49,22,28,24,23,28,25,8.90,10.80,2.11,2,2,21150,20801,21128,1,1,1,15685,15327,15612,12597,12290,12527,3084,3034,3081,3,3,3,4,4,4,2.6,5.5,1.49,1.20,14755,99,19023,80,24,106,1316,1279,1328,685,88,12
"""51041100912""","""Richmond, VA""",4.00,6581.00,2509.00,1968.08,50,62,55,28,35,30,23,28,25,9.01,12.09,2.08,2,2,20971,20586,20942,1,1,1,15487,15097,15404,12426,12092,12347,3058,3002,3054,3,3,3,3,3,3,3.1,4.5,3.59,1.27,11602,93,12683,81,18,143,1189,1583,1596,1096,92,8
"""51041100915""","""Richmond, VA""",2.00,3846.00,1785.00,1254.39,45,55,48,25,31,27,19,24,21,6.97,9.92,1.80,2,2,17827,17460,17795,1,1,1,13349,12973,13258,10745,10423,10660,2600,2546,2595,3,3,3,4,4,4,6.0,6.4,3.41,1.42,12306,57,17917,79,12,126,921,1433,1454,1291,72,28
"""51041100919""","""Richmond, VA""",3.00,6970.00,2491.00,3563.23,47,58,51,24,30,26,22,27,24,9.08,7.06,2.05,2,2,21057,20679,21029,1,1,1,15364,14982,15281,12290,11963,12212,3071,3016,3067,3,3,3,3,3,3,2.4,4.9,1.58,0.70,12363,92,14237,81,27,69,1278,1379,1399,1054,83,17
"""51041100920""","""Richmond, VA""",1.00,1689.00,747.00,809.06,40,50,44,23,29,25,17,21,18,6.38,5.89,1.56,2,2,15922,15515,15855,2,2,2,11673,11351,11582,9345,9083,9264,2322,2263,2312,6,6,6,6,7,7,8.3,7.2,1.72,0.92,14797,19,27087,78,10,153,723,1334,1527,1302,20,80
"""51041100921""","""Richmond, VA""",4.00,6866.00,2686.00,923.75,43,54,47,24,30,26,20,24,21,7.51,22.97,1.82,2,2,17940,17563,17896,1,1,1,13533,13195,13453,10913,10630,10840,2616,2561,2610,4,4,4,4,4,4,5.8,7.2,8.19,2.91,15556,65,25864,78,11,175,916,1353,1359,1166,64,36
"""51041100922""","""Richmond, VA""",3.00,4847.00,1802.00,1620.35,45,56,49,24,30,26,21,25,22,7.81,8.78,1.92,2,2,18460,18146,18441,2,2,2,14171,13815,14092,11475,11165,11398,2692,2646,2689,4,4,4,5,5,5,4.4,6.6,2.17,1.11,15162,80,27271,79,13,139,938,1385,1391,1416,77,23
"""51041100923""","""Richmond, VA""",2.00,2506.00,1054.00,795.56,46,57,50,25,31,27,21,26,23,7.78,11.00,2.00,2,2,19067,18793,19079,1,1,1,14728,14319,14641,11944,11574,11855,2781,2741,2782,4,4,4,5,5,5,2.5,6.2,1.64,1.32,15722,93,22267,79,27,102,1345,1420,1498,831,89,11
"""51041100924""","""Richmond, VA""",1.00,5192.00,1850.00,3130.02,62,77,68,40,50,44,22,27,24,9.51,5.62,2.00,2,2,21353,20968,21332,1,1,1,15058,14659,14967,11942,11599,11854,3114,3058,3111,2,2,2,3,3,3,2.4,4.5,1.20,0.59,8571,79,11330,81,49,58,1580,2289,2615,1289,76,24
"""51041100926""","""Richmond, VA""",3.00,6076.00,2386.00,3823.08,73,90,79,51,64,56,21,26,23,8.26,5.18,1.98,2,2,19252,18996,19273,2,2,2,14655,14241,14565,11843,11465,11749,2808,2770,2811,5,5,5,6,6,6,2.5,6.1,1.21,0.62,11838,86,15273,80,38,87,1325,2940,3037,1461,90,10
"""51041100927""","""Richmond, VA""",3.00,9887.00,3580.00,6497.71,56,69,61,33,42,36,23,28,25,9.99,8.84,2.07,2,2,22534,22126,22503,1,1,1,15652,15275,15569,12364,12046,12285,3286,3227,3282,2,2,2,3,2,3,1.9,4.1,1.79,0.55,8885,80,8850,82,57,57,1762,1900,1964,1587,79,21
"""51041100928""","""Richmond, VA""",2.00,6890.00,2881.00,4913.25,52,65,57,32,40,35,20,24,22,8.03,6.60,1.83,2,2,19390,19036,19373,1,1,1,13770,13391,13679,10939,10612,10851,2828,2776,2825,3,3,3,3,4,4,3.9,5.6,3.76,0.59,11177,50,12119,80,41,48,1598,1839,2036,1458,70,30
"""51041100929""","""Richmond, VA""",3.00,6468.00,2293.00,1883.55,54,67,59,32,40,35,22,27,24,9.08,13.04,2.00,2,2,20564,20207,20539,1,1,1,14962,14610,14885,11960,11660,11887,2999,2947,2995,3,3,3,4,4,4,3.9,5.7,2.32,1.22,12846,78,13239,80,22,107,1196,1847,1983,1228,84,16
"""51041100930""","""Richmond, VA""",2.00,3386.00,1146.00,877.83,55,68,60,32,40,35,23,28,25,9.60,12.56,2.11,2,2,21481,21172,21472,1,1,1,15763,15432,15697,12627,12340,12562,3133,3088,3131,4,3,4,4,4,4,2.8,6.3,1.92,1.31,13463,94,15585,79,22,86,1233,1811,1809,580,92,8
"""51041100931""","""Richmond, VA""",3.00,5403.00,2090.00,2127.79,53,66,58,31,39,34,22,27,24,8.57,9.59,2.04,2,2,20056,19753,20053,1,1,1,15118,14735,15037,12189,11850,12109,2925,2881,2924,4,4,4,4,4,4,3.2,5.8,1.83,0.98,13980,88,19691,80,18,103,1134,1771,1774,1013,96,4
"""51041100932""","""Richmond, VA""",1.00,3743.00,1245.00,698.84,52,65,57,29,36,32,23,29,25,9.89,17.63,2.14,2,2,22053,21671,22020,1,1,1,16042,15688,15971,12823,12525,12757,3216,3160,3211,3,3,3,3,3,3,2.7,4.9,2.04,1.78,13239,100,14278,81,19,111,1280,1656,1642,1825,92,8
"""51041100933""","""Richmond, VA""",1.00,2347.00,1078.00,717.52,43,53,46,22,28,25,20,25,22,7.35,11.05,1.85,2,2,18772,18235,18670,2,2,2,13820,13449,13727,11077,10785,10999,2738,2659,2723,5,5,5,6,6,6,5.3,4.3,2.98,1.50,11492,55,11872,82,23,119,1399,1284,1308,1262,51,49
"""51041100934""","""Richmond, VA""",3.00,6956.00,2543.00,1711.06,43,54,47,21,26,23,22,27,24,9.14,14.68,2.04,2,2,21513,21077,21459,1,1,1,15332,14982,15255,12193,11906,12123,3137,3074,3129,2,2,3,3,3,3,4.2,4.6,2.17,1.49,11718,78,12242,81,26,132,1201,1203,1197,1356,74,26
"""51041100935""","""Richmond, VA""",2.00,4014.00,1372.00,1846.46,67,83,73,45,56,49,23,27,24,9.53,7.13,2.07,2,2,21168,20887,21188,1,1,1,15449,15042,15362,12359,11993,12269,3087,3046,3090,3,3,3,4,4,4,2.1,5.3,1.34,0.74,10230,91,11787,81,46,71,1686,2548,2736,,93,7
"""51041100936""","""Richmond, VA""",2.00,3792.00,1317.00,1620.68,62,77,68,40,50,43,23,27,24,9.15,7.59,2.08,2,2,20540,20291,20564,1,1,1,15432,15038,15350,12433,12075,12348,2995,2959,2999,4,4,4,4,4,4,2.2,6.2,0.99,0.81,12114,98,15875,80,31,69,1461,2275,2317,,98,2
"""51041101003""","""Richmond, VA""",1.00,8478.00,2719.00,28901.81,68,84,74,42,53,46,25,31,28,12.38,1.16,2.25,2,2,26985,26654,27013,1,1,1,17420,17002,17333,13482,13113,13392,3935,3887,3939,2,2,2,2,2,2,0.4,3.1,0.35,0.09,6055,94,4171,83,183,19,3022,2412,2447,1643,96,4
"""51041101004""","""Richmond, VA""",2.00,4522.00,1640.00,36329.56,57,70,62,31,39,34,26,31,28,11.81,0.64,2.28,2,2,27149,26754,27160,1,0,1,17584,17163,17497,13624,13260,13535,3959,3902,3961,1,1,1,2,2,2,0.4,2.5,0.21,0.05,3893,99,3405,84,172,23,3005,1790,1839,1220,92,8
"""51041101007""","""Richmond, VA""",3.00,6418.00,2306.00,1695.49,53,65,57,31,38,33,22,27,24,9.17,12.72,2.01,2,2,20766,20315,20710,1,1,1,15075,14693,14990,12045,11728,11967,3028,2963,3020,2,2,2,3,3,3,3.9,4.2,1.73,1.36,10109,84,10044,82,14,135,1170,1749,1763,1672,82,18
"""51041101008""","""Richmond, VA""",2.00,5105.00,1657.00,1639.04,62,77,68,38,48,42,24,29,26,10.81,12.21,2.16,2,2,23692,23303,23666,1,1,1,16350,15995,16275,12893,12594,12822,3455,3398,3451,2,2,2,3,2,3,2.1,4.2,1.22,1.01,8182,87,6858,82,42,84,1541,2188,2240,778,90,10
"""51041101009""","""Richmond, VA""",1.00,7476.00,2165.00,3882.22,59,73,64,35,43,38,24,30,26,11.37,6.34,2.17,2,2,24386,23969,24348,1,1,1,16566,16237,16497,13008,12740,12945,3556,3495,3551,2,2,2,2,2,2,1.8,4.3,1.65,0.56,7154,94,6109,82,48,60,1517,1984,2042,1715,83,17
"""51041101010""","""Richmond, VA""",3.00,8425.00,2959.00,4942.57,56,70,61,32,41,35,24,29,26,10.14,8.69,2.16,2,2,23007,22634,22988,1,1,1,16279,15901,16200,12920,12598,12844,3355,3301,3352,3,3,3,3,3,3,1.5,4.0,0.75,0.60,8311,94,6656,82,48,81,1757,1851,1937,756,93,7
"""51041101011""","""Richmond, VA""",2.00,3122.00,1051.00,637.98,50,62,54,26,32,28,24,30,26,10.36,19.31,2.20,2,2,23207,22757,23148,1,1,1,16577,16253,16512,13190,12932,13133,3384,3319,3376,3,2,3,3,3,3,2.8,4.2,1.81,1.65,10327,100,9224,82,21,147,1268,1473,1566,517,88,12
"""51041101012""","""Richmond, VA""",2.00,5683.00,2253.00,1524.49,44,54,48,23,29,25,20,25,22,8.22,12.78,1.87,2,2,19296,18792,19210,2,2,2,14000,13635,13911,11182,10890,11105,2814,2740,2801,4,4,4,5,5,5,4.6,4.2,3.89,1.48,11583,53,12005,82,24,107,1417,1331,1446,866,57,43
"""51041101013""","""Richmond, VA""",1.00,3489.00,1187.00,2844.45,56,69,61,31,39,34,25,30,27,10.75,4.49,2.24,2,2,24019,23665,24009,1,1,1,16907,16536,16833,13402,13082,13329,3503,3451,3501,2,2,2,3,3,3,1.6,4.0,0.75,0.42,9056,99,8029,82,49,64,1932,1773,1828,,97,3
"""51043010100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,8334.00,3141.00,45023.03,35,44,56,19,23,31,17,20,25,9.56,3.28,2.20,2,2,23969,23584,22631,0,0,0,17331,16971,15665,13825,13520,12355,3497,3441,3300,10,10,9,12,12,12,0.8,2.4,0.29,0.07,4431,81,5386,84,70,30,2354,1618,1849,770,75,25
"""51043010200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3048.00,1295.00,39997.34,34,42,54,17,21,28,17,21,26,9.65,0.36,2.26,2,2,24995,24622,23664,0,0,0,17830,17464,16126,14174,13863,12667,3647,3592,3451,9,9,9,11,11,11,1.4,2.3,0.34,0.03,3758,91,4300,84,81,26,2061,1471,1561,1128,77,23
"""51043010300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3041.00,1176.00,27671.66,37,46,59,19,24,32,18,22,27,10.74,0.53,2.36,2,2,26502,26149,25228,0,0,0,18671,18324,16985,14794,14500,13296,3866,3815,3679,10,10,9,12,12,12,0.9,2.4,0.19,0.04,3945,97,4170,84,96,24,2454,1661,1692,1486,85,15
"""51045050100""","""Roanoke, VA""",3.00,5110.00,2297.00,210498.18,50,60,46,22,27,19,28,33,26,10.20,0.16,2.07,2,2,25091,24594,26215,0,0,0,16043,14928,16631,12377,11334,12800,3659,3588,3823,7,7,8,9,9,10,1.1,1.4,0.46,0.01,2383,70,1940,86,217,8,3161,1018,1157,577,81,19
"""51047930101""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4162.00,1444.00,14868.56,36,45,57,19,23,31,18,22,26,11.08,1.29,2.27,2,2,26830,26513,25643,1,1,1,18196,17861,16572,14268,13979,12819,3914,3868,3740,14,14,13,18,17,16,0.6,2.9,0.25,0.10,3860,84,4148,84,192,32,2924,1620,1692,1340,82,18
"""51047930102""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,8991.00,3141.00,46934.69,42,52,67,24,30,40,18,22,27,11.65,1.15,2.36,2,2,27652,27323,26426,1,1,0,18846,18506,17177,14801,14510,13313,4034,3986,3854,11,10,10,13,13,12,0.4,2.5,0.13,0.07,3970,95,3492,84,163,25,3482,2073,2241,951,86,14
"""51047930201""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,7585.00,2438.00,6020.83,37,46,59,20,25,33,17,21,25,10.36,4.27,2.19,2,2,24356,23971,23071,1,1,1,17315,17016,15827,13744,13501,12446,3553,3497,3364,18,18,17,22,22,21,2.7,3.3,2.19,0.40,5045,78,5000,83,42,60,1472,1749,1888,1414,73,27
"""51047930202""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6458.00,2208.00,35903.16,36,45,57,18,22,30,18,23,28,12.02,0.79,2.38,2,2,28864,28533,27609,0,0,0,19164,18818,17467,14944,14645,13432,4211,4163,4026,10,10,9,12,12,11,0.3,2.1,0.13,0.06,3231,93,2946,85,243,25,3896,1555,1652,964,87,13
"""51047930300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6976.00,2389.00,4583.78,31,38,49,16,20,26,15,18,22,8.41,7.69,1.96,2,2,20942,20584,19751,1,1,1,15350,15060,13973,12275,12037,11074,3055,3003,2880,20,20,19,25,25,24,4.2,4.8,4.53,0.52,4843,56,7973,81,27,65,1138,1377,1609,1054,58,42
"""51047930400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5449.00,1769.00,79131.47,35,43,55,17,21,28,17,21,26,11.09,0.26,2.25,2,2,26764,26424,25513,1,1,1,18054,17717,16430,14138,13850,12699,3905,3855,3721,11,11,11,14,14,13,0.6,2.9,0.39,0.02,3586,89,4554,84,181,12,3528,1487,1676,1051,74,26
"""51047930501""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,6170.00,1683.00,33511.24,39,48,62,20,25,34,19,23,28,12.19,1.32,2.43,2,2,28300,27961,27018,0,0,0,19376,19005,17597,15237,14916,13648,4129,4079,3940,10,10,9,12,12,12,0.4,1.9,0.25,0.05,3583,99,3175,85,170,18,2939,1763,1813,1466,90,10
"""51047930502""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5310.00,1999.00,21721.49,31,38,48,16,20,27,15,18,22,8.14,8.97,1.91,2,2,21022,20645,19756,1,1,1,15057,14746,13641,11972,11717,10743,3067,3012,2881,18,18,17,22,22,21,2.4,4.1,5.24,0.09,4647,42,6975,82,60,16,3192,1396,1675,1137,55,45
"""51049930100""","""""",5.00,5622.00,2429.00,139432.18,60,72,46,26,33,20,33,39,27,9.58,0.20,2.04,2,2,25063,24434,26277,0,0,0,15835,14681,16681,12180,11116,12849,3655,3565,3832,0,0,0,7,7,8,1.0,1.4,0.07,0.02,2256,72,2143,86,230,14,3592,1041,1216,466,80,20
"""51049930200""","""""",3.00,4202.00,1546.00,50968.62,59,71,46,26,33,20,33,38,26,10.69,0.63,2.00,2,2,24672,24290,25581,0,0,0,15545,14471,16293,11947,10928,12562,3598,3544,3731,0,0,0,10,10,11,1.3,1.6,0.15,0.03,2137,68,2135,85,140,16,3340,1036,1129,863,73,27
"""51051040100""","""""",4.00,4221.00,1730.00,46098.06,74,90,39,31,38,15,43,52,25,9.46,0.48,1.69,2,2,23160,22992,24107,0,0,0,12957,12340,15613,9577,8984,12096,3379,3354,3516,1,1,1,31,30,31,2.6,0.6,0.18,0.04,1884,53,1477,87,104,16,3029,764,857,425,77,23
"""51051040200""","""""",3.00,2580.00,992.00,31048.97,77,93,41,32,40,15,45,53,26,9.42,0.50,1.76,2,2,22822,22295,24582,0,0,0,13328,12656,16152,9998,9402,12566,3329,3252,3585,1,1,1,29,27,30,1.4,0.9,0.13,0.03,1848,69,1595,86,159,15,3623,802,920,387,84,16
"""51051040300""","""""",5.00,4803.00,1875.00,48241.45,82,100,43,36,45,17,46,55,26,8.61,0.50,1.80,2,2,24406,24197,25450,0,0,0,13759,13175,16375,10197,9644,12663,3560,3530,3711,1,1,1,27,26,29,1.7,0.8,0.27,0.04,1869,72,1825,87,113,19,2957,899,992,560,82,18
"""51051040400""","""""",4.00,3152.00,1181.00,86105.88,75,91,41,32,40,15,44,51,25,8.96,0.15,1.76,2,2,20892,19948,23634,0,0,0,13021,12283,16000,9972,9372,12552,3048,2910,3447,1,1,1,24,23,25,2.0,0.5,0.16,0.01,1743,54,1623,87,190,10,3977,794,928,262,83,17
"""51053840100""","""Richmond, VA""",5.00,6050.00,2228.00,150283.86,48,60,53,24,30,26,25,30,27,11.11,0.20,2.19,2,2,26731,26455,26802,0,0,0,17018,16593,16927,13120,12734,13018,3898,3858,3909,0,0,0,1,1,1,1.5,1.5,0.13,0.01,2081,74,1880,86,147,15,2768,1349,1429,987,82,18
"""51053840200""","""Richmond, VA""",3.00,4561.00,1648.00,44913.08,48,59,52,24,30,26,24,29,26,10.36,0.49,2.17,2,2,24413,23959,24396,0,0,0,16560,16126,16464,13000,12632,12906,3560,3494,3558,0,0,0,1,1,1,1.6,2.4,0.16,0.04,3138,84,3677,84,83,25,2208,1373,1444,952,87,13
"""51053840300""","""Richmond, VA""",4.00,6211.00,2436.00,4182.84,43,53,47,20,25,22,23,29,25,9.56,6.26,2.13,2,2,23180,22771,23154,1,1,1,16100,15706,16013,12719,12385,12636,3380,3321,3377,0,0,0,1,1,1,2.5,2.6,1.10,0.58,5556,93,5465,84,30,77,1548,1134,1226,704,74,26
"""51053840400""","""Richmond, VA""",1.00,746.00,192.00,1287.40,38,46,41,18,23,20,20,24,21,6.38,0.95,1.87,2,2,16590,16475,16680,1,1,1,13594,13081,13475,11175,10678,11042,2419,2403,2432,0,0,0,1,2,2,2.9,3.7,1.26,0.15,7203,94,6196,82,18,95,1284,1029,1008,1107,83,17
"""51053840500""","""Richmond, VA""",2.00,4154.00,1353.00,16967.59,44,54,48,22,28,24,22,27,24,9.50,0.78,1.95,2,2,22620,22218,22611,0,0,0,14982,14571,14883,11683,11331,11586,3299,3240,3297,0,0,0,1,1,1,3.0,2.7,0.81,0.08,3889,57,4194,84,72,34,1950,1275,1472,973,61,39
"""51053840600""","""Richmond, VA""",4.00,6763.00,2544.00,91678.78,48,59,52,23,29,25,25,31,27,11.20,0.36,2.23,2,2,26542,26352,26633,0,0,0,17220,16806,17134,13349,12963,13250,3871,3843,3884,0,0,0,1,1,1,1.1,1.9,0.10,0.03,2669,89,2888,85,107,22,2424,1305,1348,674,88,12
"""51053980100""","""Richmond, VA""",1.00,0.00,0.00,13119.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,0.00,0.00,,,,,,,2122,,,,,
"""51057950600""","""""",3.00,3605.00,1550.00,101714.97,59,71,50,29,36,24,30,35,26,10.20,0.20,2.03,2,2,24517,24010,25724,0,0,0,15755,14654,16488,12172,11144,12729,3575,3503,3751,7,7,8,9,9,10,0.8,2.1,0.11,0.02,2650,82,2645,85,206,11,3396,1253,1372,872,79,21
"""51057950700""","""""",3.00,3728.00,1679.00,16396.33,56,68,47,29,36,24,27,32,24,9.48,2.00,1.81,2,2,22743,23139,23298,0,0,0,14143,13208,14781,10819,9825,11376,3317,3376,3398,7,7,8,9,9,10,2.2,2.6,0.66,0.10,2769,70,3624,84,67,28,2064,1244,1532,873,65,35
"""51057950800""","""""",3.00,3665.00,1326.00,46411.31,57,69,48,26,33,22,31,36,27,11.02,0.32,2.07,2,2,24663,24117,25833,0,0,0,16005,14932,16683,12401,11407,12908,3597,3518,3767,7,6,7,8,8,9,1.0,2.2,0.13,0.03,2434,84,2433,85,136,15,2763,1140,1319,610,79,21
"""51059415100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3624.00,1271.00,581.90,49,61,79,35,44,58,14,17,21,5.98,13.91,1.97,2,2,14105,14102,13886,13,13,13,14808,14485,13321,12370,12052,10932,2058,2057,2025,380,376,363,201,199,192,4.7,9.2,4.02,2.18,43616,83,54673,72,18,153,1188,3029,3193,574,92,8
"""51059415200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,3016.00,1672.00,686.11,34,42,54,23,28,37,11,14,17,4.43,27.99,1.56,2,1,12740,12677,12362,8,8,8,11843,11545,10584,9767,9473,8551,1859,1849,1803,217,223,230,115,118,122,6.8,9.0,6.89,2.44,35507,19,42780,74,8,98,1121,1962,2090,1780,64,36
"""51059415300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3955.00,1459.00,528.54,39,49,62,25,31,41,14,17,21,6.24,17.41,1.95,2,2,15053,15040,14795,7,7,7,14631,14340,13244,12228,11938,10880,2196,2194,2158,208,208,206,110,110,109,6.4,8.9,4.04,2.76,37421,55,40200,74,16,148,1171,2167,2247,959,87,13
"""51059415401""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5103.00,1948.00,395.86,32,40,51,21,26,34,11,14,17,5.12,26.93,1.55,2,1,12830,12736,12399,8,9,9,11823,11570,10690,9708,9461,8624,1872,1858,1808,243,250,258,128,132,136,8.1,8.8,6.77,4.92,35460,16,35735,75,43,194,1366,1786,1908,1608,34,66
"""51059415402""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3015.00,1144.00,590.23,48,59,76,33,41,55,14,18,21,6.15,14.63,2.01,2,2,14984,14928,14614,8,8,8,15012,14684,13503,12608,12287,11152,2186,2178,2131,218,219,219,115,116,116,3.5,8.7,2.20,1.94,32540,80,32515,75,22,116,1339,2864,3027,752,84,16
"""51059415500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,6624.00,2264.00,953.89,42,52,66,28,35,46,14,17,20,5.93,14.20,1.86,2,2,14940,14841,14456,6,6,7,14049,13721,12592,11687,11370,10293,2180,2165,2108,182,186,191,96,99,101,5.1,8.4,5.03,2.37,29271,68,28655,76,21,143,1342,2431,2951,1883,68,32
"""51059415600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2732.00,1021.00,915.11,57,71,92,42,53,69,15,18,22,6.77,8.62,2.08,2,2,16363,16376,16141,5,5,5,15578,15220,13957,13058,12697,11470,2387,2389,2354,132,133,133,70,71,70,3.2,8.5,1.65,1.12,27678,97,30039,76,15,101,1381,3639,3700,,98,2
"""51059415700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3880.00,1258.00,856.27,54,67,87,38,48,63,16,19,24,8.23,12.25,2.16,2,2,18856,18825,18530,3,3,3,16405,16084,14860,13568,13251,12072,2751,2746,2702,87,87,86,46,46,45,3.2,7.6,2.48,1.47,19878,99,20483,78,13,110,1279,3314,3302,3430,91,9
