tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""51053840600""","""Richmond, VA""",4.00,7414.00,2589.00,91689.40,45,54,50,20,25,22,25,29,28,10.73,0.36,2.12,2,2,25545,22861,25416,0,0,0,15071,13797,14863,11531,10628,11341,3540,3168,3522,1,0,1,1,0,1,2.0,3.8,0.10,0.03,2041,81,2165,81,107,22,2424,998,952,749,79,21
"""51053980100""","""Richmond, VA""",1.00,0.00,0.00,13119.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,0.00,0.00,,,,,,,2122,,,,,
"""51057950600""","""""",3.00,3609.00,1426.00,101738.00,67,78,54,32,40,25,35,38,28,10.53,0.17,2.08,2,2,25066,22367,25659,0,0,0,14804,13044,15288,11327,9943,11727,3473,3101,3556,3,1,6,2,1,5,1.1,3.6,0.11,0.01,2130,76,2407,82,200,11,3396,1137,1193,822,85,15
"""51057950700""","""""",3.00,4107.00,1588.00,16398.59,63,74,51,32,40,26,30,33,25,9.52,1.91,1.80,2,2,23345,20930,23896,0,0,0,13028,11397,13497,9790,8494,10181,3235,2901,3311,3,2,5,2,2,4,3.0,4.3,0.66,0.10,2620,61,3575,83,67,28,2064,1146,1455,785,61,39
"""51057950800""","""""",3.00,3435.00,1318.00,46400.59,60,71,49,27,33,21,34,37,28,10.60,0.31,2.02,2,2,24814,22269,25382,0,0,0,14423,12704,14900,10982,9614,11378,3439,3087,3517,3,3,5,2,3,4,1.5,3.1,0.13,0.03,2100,78,2289,82,136,15,2763,953,975,410,77,23
"""51059415100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3694.00,1189.00,582.22,55,67,91,40,50,69,15,17,22,9.08,20.03,1.91,2,2,20412,17694,18873,13,11,11,13800,12214,11986,10909,9706,9314,2830,2453,2615,61,56,56,34,31,31,3.9,9.4,4.02,2.04,39663,83,46335,88,18,153,1187,3088,3150,1274,90,10
"""51059415200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,3027.00,1741.00,692.02,38,45,61,24,31,42,13,14,19,5.81,30.87,1.67,1,1,18781,16014,17300,11,10,11,12212,10674,10458,9553,8405,8007,2604,2220,2397,56,48,53,31,27,29,6.3,9.3,6.87,2.52,31909,22,37970,88,8,98,1122,1879,1975,1716,64,36
"""51059415300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3647.00,1359.00,528.54,43,52,71,29,36,50,14,16,21,8.49,22.10,1.83,2,2,20478,17583,18883,9,8,8,13349,11773,11548,10466,9298,8893,2839,2438,2617,44,38,39,24,21,21,5.5,9.2,4.04,2.57,34439,50,36586,88,16,148,1171,2226,2142,2076,79,21
"""51059415401""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5869.00,1979.00,395.86,33,40,54,21,26,36,12,14,18,7.71,43.06,1.55,1,1,17289,14831,15755,11,10,10,11319,10021,9582,8868,7917,7348,2397,2056,2183,54,48,51,30,26,28,8.5,9.0,6.77,5.00,32938,14,33540,88,45,194,1366,1622,1394,1587,20,80
"""51059415402""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,2995.00,1098.00,590.23,48,58,80,33,42,57,15,17,23,8.66,17.66,1.92,2,2,21280,18582,19715,8,7,8,13974,12409,12128,10983,9797,9359,2950,2576,2732,41,36,37,23,20,21,3.5,9.0,2.20,1.86,29962,77,30269,88,22,116,1339,2563,2736,2600,77,23
"""51059415500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,6067.00,2225.00,953.89,44,53,72,29,37,50,14,16,21,7.99,19.41,1.82,2,2,20393,17807,18843,8,7,7,13278,11767,11441,10412,9264,8793,2827,2469,2611,39,34,36,22,19,20,5.0,8.9,5.03,2.33,26998,61,26529,87,21,143,1342,2265,2671,918,61,39
"""51059415600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2776.00,1048.00,915.11,62,75,103,46,57,78,16,18,24,9.26,12.08,2.06,2,2,22812,20090,21317,5,5,5,14947,13246,13048,11759,10439,10072,3162,2785,2954,26,22,22,14,12,12,2.1,9.0,1.65,1.15,24186,99,26591,87,15,101,1381,3524,3524,,98,2
"""51059415700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3810.00,1285.00,856.27,57,69,95,41,51,70,16,18,24,10.17,15.38,2.04,2,2,23425,20809,21927,4,3,3,14936,13256,13009,11670,10356,9955,3247,2885,3038,19,15,16,10,8,9,2.8,8.5,2.48,1.50,17580,99,18306,86,13,110,1279,3160,3128,3370,88,12
"""51059415800""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5004.00,1681.00,894.91,57,69,94,41,51,70,16,18,24,10.22,19.31,2.04,2,2,23197,20510,21667,4,3,3,14895,13205,12976,11660,10346,9957,3216,2843,3002,19,16,16,11,9,9,2.7,8.7,2.19,1.88,21285,99,21085,87,14,115,1165,3127,3146,1906,91,9
"""51059415900""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3201.00,1135.00,1137.05,50,60,82,34,42,57,16,18,24,9.83,11.70,2.05,2,2,22624,19899,21085,5,4,5,14856,13216,12977,11694,10437,10032,3136,2758,2922,26,21,24,14,12,13,2.2,8.6,1.73,1.00,23683,95,22064,87,24,77,1665,2579,2583,1599,91,9
"""51059416000""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5725.00,1954.00,844.98,39,46,63,24,30,41,15,16,22,9.07,24.34,1.87,2,2,21130,18370,19537,8,7,7,13621,12081,11790,10654,9502,9048,2929,2547,2707,38,32,34,21,18,19,5.1,8.3,6.46,2.31,25980,53,23060,88,20,130,1292,1844,1739,1115,69,31
"""51059416100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3713.00,1374.00,1362.72,55,67,91,39,49,67,16,18,25,9.66,9.76,2.09,2,2,23451,20715,21882,5,4,4,15186,13519,13271,11911,10628,10218,3251,2872,3032,24,19,21,13,11,12,2.5,7.8,1.39,1.01,19593,95,19189,87,20,83,1395,2989,3104,740,91,9
"""51059416200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5367.00,1421.00,4609.47,47,57,77,34,42,58,13,15,19,7.79,7.15,1.69,2,1,17997,16198,16572,4,4,4,12134,10839,10264,9621,8576,7947,2495,2246,2296,19,17,20,10,9,11,8.0,7.3,2.77,0.31,15478,43,18033,87,16,59,1656,2605,,2605,1,99
"""51059416300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1983.00,675.00,8863.47,57,69,93,38,48,66,18,21,28,11.31,0.90,2.32,2,2,26764,23748,25080,1,0,0,16966,15469,15012,13251,12177,11536,3710,3292,3475,5,0,0,3,0,0,0.7,6.7,1.14,0.08,9638,100,11622,86,103,18,2873,2944,3015,1021,93,7
"""51059420100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3724.00,1130.00,910.36,46,55,75,30,38,52,15,17,23,9.31,11.56,1.99,2,2,20747,18355,19295,7,6,7,14273,12639,12424,11364,10065,9718,2876,2545,2674,33,30,32,18,16,18,4.0,8.4,2.38,1.24,35857,88,68475,92,15,116,1432,2314,2331,1640,84,16
"""51059420201""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4008.00,1318.00,471.58,46,55,75,31,39,53,15,16,22,9.24,32.06,1.88,2,2,20310,17368,18739,10,8,9,13620,11997,11834,10757,9548,9194,2815,2408,2597,47,41,43,26,23,23,4.0,8.7,3.15,2.79,40249,50,56545,91,22,136,1418,2400,2425,619,88,12
"""51059420202""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2068.00,1162.00,161.67,38,45,62,26,33,45,12,13,17,5.62,40.60,1.47,1,1,16185,13528,14673,22,20,21,10754,9384,9073,8404,7413,6940,2244,1875,2033,105,96,100,58,53,55,8.9,8.9,17.09,7.19,44204,1,57939,90,8,234,847,2018,1769,2002,42,58
"""51059420203""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2591.00,931.00,496.62,50,61,83,36,45,61,14,16,22,7.97,14.93,1.87,2,2,18432,16074,17145,20,19,20,13350,11926,11659,10695,9605,9188,2555,2228,2376,100,92,96,55,51,53,4.5,9.1,2.68,1.87,45126,73,55344,90,22,112,1576,2756,2806,2443,86,14
"""51059420300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5744.00,2094.00,1088.20,47,57,78,32,40,55,15,17,22,8.47,16.35,1.93,2,2,20056,17284,18534,13,12,12,13875,12270,12072,11030,9815,9447,2780,2396,2568,64,59,57,35,32,31,4.1,9.2,2.21,1.92,45914,73,55365,90,22,116,1165,2476,2501,1523,93,7
"""51059420400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3370.00,1914.00,188.65,33,39,53,22,28,38,10,11,15,5.11,70.92,1.31,1,1,14738,12399,13362,26,24,26,9662,8434,8076,7490,6597,6099,2043,1719,1852,129,118,125,71,65,69,8.5,9.7,12.32,10.15,45674,2,68227,89,20,160,1333,1725,941,1580,27,73
"""51059420501""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1745.00,1068.00,25.05,38,46,63,27,34,46,11,12,17,4.32,184.16,1.43,1,1,16511,13831,15172,27,25,27,10594,9163,9009,8170,7125,6773,2289,1917,2102,135,121,134,74,66,74,8.6,9.6,213.44,42.63,43407,1,57470,89,8,394,1421,2069,2266,1751,62,38
"""51059420502""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1920.00,993.00,75.85,33,39,53,22,28,38,11,12,15,5.59,87.13,1.35,1,1,15250,12815,13879,28,25,27,9939,8668,8350,7691,6768,6295,2114,1776,1923,135,124,131,74,68,72,8.6,9.6,12.53,13.09,44655,3,61723,89,12,273,887,1696,973,1634,37,63
"""51059420503""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3027.00,1408.00,183.77,34,41,55,23,29,40,11,12,16,5.75,60.56,1.39,1,1,14868,12618,13553,28,26,28,10134,8930,8550,7935,7053,6537,2061,1749,1878,139,129,135,76,71,74,8.6,9.5,6.83,7.66,44703,13,58624,89,15,220,1090,1777,,1777,35,65
"""51059420600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4491.00,1618.00,340.39,38,45,61,25,32,43,12,14,18,7.46,36.37,1.57,1,1,17051,14593,15621,22,20,21,11425,10070,9750,8954,7948,7482,2364,2023,2165,107,99,103,59,55,57,7.7,9.4,5.60,4.75,43368,33,52581,89,14,172,1074,1943,2288,1542,54,46
"""51059420700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4199.00,1375.00,709.12,47,57,78,32,40,55,15,17,23,9.02,17.50,1.98,2,2,20883,18282,19353,10,9,9,14262,12645,12395,11318,10066,9670,2895,2534,2682,49,45,44,27,25,24,3.8,9.0,2.29,1.94,39434,94,44768,89,13,127,1137,2457,2385,2952,86,14
"""51059420800""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4093.00,1194.00,677.28,47,57,77,32,39,54,16,17,23,10.07,19.50,2.00,2,2,21203,18660,19689,8,7,7,14378,12769,12508,11400,10148,9746,2939,2587,2728,38,35,33,21,19,18,3.5,9.1,2.32,1.76,38020,95,41523,89,24,123,1196,2430,2532,1818,82,18
"""51059421001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2916.00,935.00,434.56,42,51,69,28,35,49,14,15,21,8.78,18.89,1.73,2,2,19540,16980,18145,21,19,20,12684,11285,11053,9875,8840,8440,2709,2354,2514,100,91,98,55,50,54,6.6,8.4,4.86,2.15,35584,28,49657,90,27,112,1514,2185,2255,1994,73,27
"""51059421002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5008.00,1893.00,1109.38,40,48,65,27,34,46,13,14,19,7.47,16.35,1.63,1,1,17422,15304,16092,20,19,20,11842,10525,10177,9327,8311,7847,2415,2122,2230,100,92,100,55,51,55,7.4,7.9,7.68,1.71,31910,28,50225,91,12,130,1261,2071,1547,1956,45,55
"""51059421101""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6354.00,2109.00,709.75,45,54,73,30,38,52,14,16,21,9.51,31.89,1.78,2,2,20988,18069,19462,13,11,12,13110,11535,11394,10138,8976,8636,2909,2505,2697,63,55,61,35,30,34,7.0,7.1,5.85,2.97,28528,17,39398,91,14,128,1045,2346,2317,2483,80,20
"""51059421102""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4221.00,1473.00,385.91,43,51,70,29,36,49,14,15,20,8.18,32.93,1.74,2,2,19452,16779,17921,11,10,11,12711,11202,10926,9959,8826,8391,2697,2326,2483,56,50,52,31,27,28,7.3,8.0,5.30,3.82,31880,27,38792,90,16,151,1045,2216,2480,1773,57,43
"""51059421103""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5020.00,1891.00,1215.55,50,60,82,34,43,59,16,17,23,9.50,17.81,1.96,2,2,22429,19466,20771,4,3,3,14322,12703,12463,11196,9992,9572,3109,2699,2878,17,12,13,9,7,7,5.4,6.6,2.80,1.56,24551,46,33651,90,27,78,1314,2649,2757,1749,80,20
"""51059421200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2093.00,676.00,325.71,50,60,82,33,42,57,16,18,24,10.24,21.26,2.08,2,2,23111,20377,21511,5,4,4,15084,13411,13157,11855,10564,10156,3204,2825,2981,25,22,20,14,12,11,2.8,8.1,2.43,2.08,28941,100,29904,89,16,80,1628,2572,2547,2787,89,11
"""51059421300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3962.00,1412.00,1954.03,44,53,73,29,36,49,16,18,24,9.59,14.53,2.02,2,2,22089,19234,20531,5,5,5,14605,12970,12771,11516,10281,9904,3062,2666,2845,27,22,22,15,12,12,2.8,8.7,1.66,0.72,32823,69,33462,89,68,44,2037,2193,2191,1048,90,10
"""51059421400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,8796.00,2697.00,475.69,33,39,53,20,26,35,12,13,18,7.04,55.94,1.56,1,1,16332,13984,14826,13,12,13,11236,9922,9490,8906,7924,7372,2264,1939,2054,66,59,64,36,32,35,7.5,9.0,7.68,5.67,36063,21,37458,89,17,156,1272,1572,1315,1565,22,78
"""51059421500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6858.00,2303.00,452.15,31,37,50,18,23,31,13,14,19,7.73,45.39,1.64,1,1,18128,15384,16550,12,10,12,11949,10497,10193,9376,8314,7843,2513,2133,2293,59,51,57,33,28,31,7.4,8.8,7.60,5.09,31845,19,30464,88,10,190,927,1399,833,1415,50,50
"""51059421600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6486.00,2080.00,286.58,30,36,48,18,22,30,13,14,18,7.86,80.81,1.60,1,1,17708,14966,16119,12,10,11,11655,10217,9898,9143,8094,7609,2455,2075,2234,57,49,55,32,27,30,8.4,8.7,11.02,7.26,30139,9,27651,88,8,282,873,1348,1583,1320,44,56
"""51059421701""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,5352.00,1506.00,203.71,33,40,54,20,25,34,13,15,20,8.83,69.80,1.69,1,1,19005,16171,17389,10,8,10,12313,10820,10534,9629,8538,8077,2635,2242,2410,49,41,47,27,23,26,7.8,8.4,13.35,7.39,28111,19,24735,88,8,227,862,1544,1613,1447,55,45
"""51059421702""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4236.00,1111.00,472.94,43,51,70,27,34,47,15,17,23,10.70,29.76,1.96,2,2,21970,19021,20326,8,6,7,14265,12621,12399,11183,9953,9550,3046,2637,2817,37,31,32,20,17,18,3.9,8.4,3.23,2.35,28981,69,26049,88,12,111,1034,2101,2079,1580,90,10
"""51059421800""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6392.00,2189.00,491.20,33,39,54,20,25,34,13,15,20,8.27,63.10,1.69,2,1,19246,16427,17638,11,9,10,12340,10885,10566,9620,8564,8073,2668,2277,2444,52,43,49,28,24,27,7.8,7.8,8.12,4.46,23898,12,22642,88,19,187,1165,1523,1630,1429,47,53
"""51059421900""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3234.00,754.00,3646.58,40,48,65,27,34,47,13,14,18,7.92,9.61,1.60,1,1,17837,15720,16330,6,5,5,11632,10381,9823,9132,8177,7534,2473,2179,2263,27,25,26,15,14,14,8.1,7.5,7.24,0.21,22038,20,23914,88,36,40,1711,2115,,2115,0,100
"""51059422000""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3805.00,1294.00,1061.09,48,59,80,33,42,57,15,17,22,9.51,11.60,1.90,2,2,21603,18885,19998,5,4,5,13884,12337,12034,10864,9698,9240,2995,2618,2771,25,20,23,14,11,13,6.6,5.6,3.99,1.22,21345,40,31057,91,20,81,1371,2573,2263,3077,62,38
"""51059422101""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,6874.00,2372.00,600.13,39,47,64,25,32,43,14,15,20,8.81,38.72,1.75,2,2,19673,17150,18143,10,8,9,12782,11312,10961,10007,8893,8402,2727,2377,2514,47,41,45,26,23,25,7.8,6.4,6.64,3.95,20844,28,22069,89,13,188,1219,1949,979,1902,45,55
"""51059422102""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,7111.00,2077.00,1666.11,40,48,65,25,32,44,15,16,22,10.01,75.82,1.83,2,2,21092,18128,19446,6,5,6,13411,11894,11589,10455,9356,8865,2924,2513,2695,32,24,29,18,13,16,6.3,6.8,4.08,1.25,18819,25,19669,88,21,87,1366,1958,2002,1561,61,39
"""51059422201""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3463.00,1045.00,1265.47,58,70,95,41,52,71,16,18,24,10.48,10.93,2.08,2,2,23215,20316,21598,5,4,5,15096,13450,13202,11852,10612,10187,3218,2816,2993,26,22,22,15,12,12,3.7,6.5,4.02,0.83,21956,76,20288,88,25,67,1365,3176,3130,1782,90,10
"""51059422202""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5740.00,2093.00,2075.20,46,56,76,32,40,55,14,16,21,9.14,40.36,1.82,2,2,20945,17917,19279,8,6,7,13313,11789,11491,10372,9275,8786,2904,2484,2671,38,30,34,21,17,19,6.4,6.8,8.02,1.01,20510,24,19956,88,14,70,1406,2456,2713,2072,65,35
"""51059422301""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3081.00,1305.00,323.60,40,48,66,27,34,47,13,14,19,7.52,30.29,1.67,1,1,18397,15612,16852,11,9,10,12135,10659,10400,9532,8449,8017,2550,2164,2335,52,45,48,29,25,27,7.7,8.8,8.68,4.03,38698,15,45796,90,23,123,1362,2094,892,2087,55,45
"""51059422302""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5394.00,2548.00,596.10,40,48,66,27,33,46,14,15,21,7.11,41.98,1.76,2,2,19640,16564,18046,11,10,10,12808,11193,11055,10031,8850,8504,2723,2296,2501,55,47,50,30,26,28,6.8,8.5,6.77,4.27,36421,19,46172,90,12,198,960,2045,2028,2253,81,19
"""51059422401""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2352.00,1114.00,136.05,40,48,65,27,33,46,13,14,19,6.87,56.88,1.65,1,1,18373,15458,16801,11,10,11,12023,10513,10281,9420,8324,7902,2547,2143,2328,56,47,52,31,26,29,8.3,8.4,9.35,8.19,34440,0,41311,90,17,155,1272,2058,1710,1749,52,48
"""51059422402""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5182.00,1983.00,466.91,42,51,69,29,36,49,14,15,20,6.72,31.49,1.71,2,2,19334,16273,17710,9,7,8,12507,10944,10750,9783,8653,8257,2680,2256,2454,44,36,39,24,20,22,7.3,8.4,5.71,4.25,33960,7,38394,89,17,201,997,2199,2273,2123,66,34
"""51059422403""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2618.00,977.00,533.83,49,59,80,33,42,57,15,17,23,9.02,19.27,1.96,2,2,21550,18681,19961,6,5,5,14224,12591,12384,11210,9979,9596,2987,2590,2766,27,22,23,15,12,12,4.4,8.6,3.47,1.83,34234,64,38237,89,24,90,1445,2563,2533,2718,86,14
"""51059430101""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4711.00,1506.00,817.19,52,63,86,36,45,61,16,18,25,10.51,20.44,2.08,2,2,23310,20540,21709,4,3,3,15135,13460,13207,11887,10599,10185,3231,2847,3008,17,14,13,10,8,7,2.7,8.1,2.11,1.84,25299,99,30950,89,16,124,1163,2761,2763,1972,91,9
"""51059430102""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3013.00,996.00,258.87,44,53,72,29,36,50,15,16,22,9.65,37.13,1.87,2,2,21042,18129,19475,10,8,9,13657,12087,11846,10692,9533,9105,2917,2513,2699,47,41,42,26,23,23,5.9,8.1,5.01,3.85,28330,43,29117,89,18,217,1144,2237,2344,1850,78,22
"""51059430201""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4204.00,1363.00,457.76,46,56,76,31,39,53,15,17,23,9.70,31.51,1.96,2,2,21734,18780,20144,9,7,7,14243,12648,12407,11188,10009,9579,3013,2603,2791,42,36,36,23,20,20,3.7,8.1,3.15,2.98,29155,62,30626,89,29,145,1807,2386,2365,2626,85,15
"""51059430202""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5237.00,1561.00,711.91,47,57,78,32,40,55,15,17,23,9.85,22.99,1.97,2,2,21710,18947,20181,6,6,6,14299,12686,12453,11257,10032,9629,3010,2627,2797,32,27,28,18,15,15,4.1,8.3,3.10,2.19,29292,67,33273,89,26,126,1789,2460,2485,883,83,17
"""51059430203""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2721.00,853.00,386.58,46,56,76,31,38,52,16,17,24,10.22,22.55,2.01,2,2,22339,19505,20767,4,3,3,14588,12917,12713,11472,10198,9819,3097,2704,2878,19,15,16,11,8,9,3.9,8.2,3.25,2.21,27358,73,37531,90,17,129,1177,2356,2320,2671,90,10
"""51059430400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,7127.00,2313.00,1410.56,45,54,74,29,37,50,16,18,24,9.55,15.92,2.03,2,2,21852,19236,20365,5,5,5,14671,12994,12792,11616,10305,9948,3029,2667,2822,26,23,22,14,12,12,3.5,8.2,2.49,1.64,32238,86,38882,90,19,79,1452,2255,2235,2446,89,11
"""51059430500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1747.00,534.00,279.52,49,59,80,32,41,56,16,18,25,10.69,20.43,2.11,2,2,22700,19954,21119,3,2,2,15188,13451,13272,12026,10673,10334,3147,2766,2926,15,12,11,8,7,6,2.3,8.1,2.24,1.91,32896,99,59467,91,17,80,1624,2500,2500,,98,2
"""51059430600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,7406.00,1781.00,650.25,40,48,65,26,32,44,14,16,21,9.93,32.11,1.84,2,2,19637,17404,18177,6,6,6,13264,11690,11412,10511,9249,8862,2722,2413,2519,31,28,31,17,15,17,5.6,8.2,4.01,2.74,32539,68,72821,92,8,185,883,1979,2222,1682,61,39
"""51059430700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3064.00,920.00,637.61,44,53,73,28,35,48,16,18,24,10.38,15.40,2.08,2,2,22148,19516,20593,4,4,4,14979,13284,13066,11888,10561,10194,3070,2705,2854,21,17,18,11,10,10,3.0,7.8,2.30,1.44,32196,99,50847,91,13,85,1200,2169,2189,1915,91,9
"""51059430801""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4590.00,1566.00,603.90,47,57,77,32,39,54,16,17,23,9.37,24.29,1.98,2,2,21671,18797,20112,6,5,6,14349,12666,12502,11314,10034,9688,3004,2606,2787,31,26,27,17,14,15,4.2,8.0,3.60,2.59,31596,65,36107,90,15,132,1177,2424,2427,871,93,7
"""51059430802""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4007.00,1902.00,494.53,38,46,62,24,30,41,14,16,22,7.47,47.93,1.84,2,2,20630,17491,18987,7,5,6,13385,11799,11594,10491,9348,8935,2860,2425,2631,33,26,28,18,14,15,4.7,8.1,4.85,3.85,31859,23,37789,90,27,109,1776,1823,1855,1815,75,25
"""51059430901""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,4312.00,1337.00,484.41,42,50,68,28,34,47,14,16,21,9.44,28.62,1.79,2,2,20259,17311,18643,8,7,7,13084,11564,11300,10237,9131,8683,2808,2400,2583,39,33,34,21,18,19,7.0,8.1,4.35,2.76,31568,25,31257,89,27,127,1434,2123,2280,1880,65,35
"""51059430902""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,3690.00,1080.00,483.69,44,52,71,28,35,48,16,17,23,10.32,23.05,1.97,2,2,21829,19060,20300,7,6,6,14315,12676,12466,11254,10003,9624,3026,2642,2813,34,30,29,19,17,16,4.6,8.2,2.93,2.23,31243,63,30128,89,23,106,1496,2162,2210,1243,84,16
"""51059431001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,5069.00,1625.00,565.32,43,52,71,28,35,49,15,17,22,9.81,29.77,1.91,2,2,21333,18333,19743,8,7,7,13888,12266,12076,10891,9691,9305,2957,2541,2736,40,34,35,22,19,19,5.0,8.0,4.28,2.87,29763,44,27392,89,20,122,1251,2181,2195,2340,85,15
"""51059431002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2097.00,735.00,205.53,38,45,62,24,30,41,14,15,20,8.84,31.62,1.73,2,2,19956,16700,18331,11,9,10,12722,11118,10978,9901,8758,8388,2767,2315,2540,55,45,50,30,25,27,7.6,7.9,4.22,3.58,30247,1,28619,89,13,142,1024,1854,1776,2125,78,22
"""51059431300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4233.00,1380.00,665.87,48,57,78,32,40,55,16,18,24,9.97,21.03,2.02,2,2,22316,19561,20753,6,5,5,14677,12996,12792,11556,10261,9893,3094,2712,2876,27,23,23,15,13,13,4.0,7.6,2.49,2.07,29268,79,27076,89,17,146,1449,2450,2446,2501,89,11
"""51059431400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4702.00,1468.00,552.12,46,55,75,31,38,52,15,17,23,9.86,29.55,1.96,2,2,21538,18843,20005,6,5,5,14184,12584,12341,11171,9949,9545,2986,2612,2772,28,24,24,15,13,13,4.4,7.6,3.09,2.66,30230,61,30320,89,39,131,1598,2354,2294,2438,74,26
