tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""51003010202""","""Charlottesville, VA""",2.00,3155.00,1193.00,14322.48,73,87,81,46,58,52,27,29,29,11.39,0.95,2.20,2,2,25499,22663,26248,0,0,0,16070,14185,15640,12535,11044,12003,3535,3141,3637,0,0,0,0,0,0,0.4,1.8,0.15,0.08,4048,93,5422,86,162,37,3053,2327,2327,,90,10
"""51003010300""","""Charlottesville, VA""",5.00,8833.00,3297.00,5871.87,54,64,60,32,39,35,23,25,25,10.20,10.06,1.83,2,2,22687,20043,23388,0,0,0,13587,11809,13254,10435,9026,10006,3145,2777,3241,7,5,7,9,7,10,4.8,3.6,1.15,0.56,5797,56,7232,86,42,60,1817,1581,1786,1204,67,33
"""51003010401""","""Charlottesville, VA""",3.00,4516.00,1842.00,58970.91,61,73,67,35,43,39,26,29,29,10.57,0.34,2.18,2,2,25318,22745,26003,0,0,0,15943,14142,15493,12434,10990,11889,3510,3152,3603,0,0,0,0,0,0,1.1,1.5,0.09,0.03,2928,93,3368,84,178,16,3039,1737,2008,960,75,25
"""51003010402""","""Charlottesville, VA""",2.00,3245.00,1321.00,12035.65,73,87,81,47,59,53,26,28,28,10.07,1.54,2.11,2,2,25112,22380,25843,0,0,0,15554,13655,15161,12072,10553,11580,3481,3101,3581,0,0,0,0,0,0,1.5,2.5,0.34,0.11,3110,93,3818,84,96,33,2850,2360,2414,1023,89,11
"""51003010500""","""Charlottesville, VA""",3.00,5238.00,2298.00,6284.71,49,58,54,29,36,32,20,22,22,7.76,3.94,1.62,1,2,20449,17906,21121,2,2,2,12122,10462,11825,9226,7931,8833,2835,2481,2927,61,51,66,83,69,90,4.4,6.7,1.59,0.37,7842,30,15741,87,41,44,1761,1454,1816,1131,45,55
"""51003010601""","""Charlottesville, VA""",3.00,5841.00,2451.00,1645.99,49,58,54,28,36,32,20,22,22,7.91,13.73,1.66,1,2,19808,17442,20424,3,3,3,12345,10631,12055,9503,8130,9119,2746,2417,2830,96,84,105,132,115,143,5.0,4.8,2.82,1.49,10451,44,25120,90,22,90,1412,1429,1808,862,47,53
"""51003010602""","""Charlottesville, VA""",2.00,3341.00,1433.00,1310.87,51,60,56,29,36,33,22,23,24,9.03,11.33,1.78,2,2,21497,18731,22230,1,1,2,13173,11298,12894,10148,8671,9763,2980,2596,3080,45,31,51,62,43,69,4.8,5.1,3.83,1.09,9572,45,16740,88,23,91,1174,1462,1506,1326,75,25
"""51003010700""","""Charlottesville, VA""",3.00,5788.00,2533.00,787.81,42,49,47,23,29,26,19,21,21,7.55,25.84,1.56,1,2,18605,16058,19269,5,4,5,11660,9966,11397,8926,7610,8559,2579,2225,2670,155,131,168,211,178,229,7.1,5.3,7.40,3.22,11967,20,30771,91,15,206,956,1149,1186,1115,43,57
"""51003010800""","""Charlottesville, VA""",5.00,4736.00,2325.00,3394.86,48,56,53,28,35,31,20,21,22,7.07,21.56,1.62,1,2,19389,16937,20030,3,3,4,12033,10348,11748,9241,7912,8858,2688,2347,2776,105,89,114,143,121,156,5.7,5.0,1.70,0.68,10771,29,24323,90,23,84,1574,1405,1579,1281,43,57
"""51003010901""","""Charlottesville, VA""",2.00,1835.00,689.00,374.47,39,46,43,21,27,24,18,19,19,3.65,6.85,1.41,1,1,16429,14164,17022,9,8,10,10625,9097,10364,8048,6866,7688,2277,1963,2359,299,269,317,408,367,432,8.9,5.4,12.25,1.84,9965,1,21446,89,12,159,1045,1073,1148,1018,16,84
"""51003010902""","""Charlottesville, VA""",2.00,3229.00,479.00,524.87,37,43,41,20,25,22,17,18,19,5.78,5.69,1.38,1,1,15503,13427,16047,10,9,10,10329,8908,10046,7862,6756,7486,2149,1861,2224,318,291,337,434,397,460,8.5,6.3,11.48,0.91,10839,6,20311,89,21,116,1318,988,1865,934,6,94
"""51003010903""","""Charlottesville, VA""",2.00,3838.00,52.00,241.50,37,43,40,17,21,19,20,22,22,3.65,1.28,1.63,1,2,16340,14593,16790,13,13,14,11968,10497,11611,9277,8066,8849,2265,2022,2327,426,409,436,581,558,595,6.6,7.1,0.15,0.22,15241,65,32201,90,13,151,1071,838,,838,27,73
"""51003011000""","""Charlottesville, VA""",5.00,6071.00,2350.00,18752.91,80,96,89,54,68,61,26,28,28,10.70,1.63,2.12,2,2,24860,22097,25598,0,0,0,15552,13595,15179,12106,10533,11631,3446,3062,3547,0,0,0,0,0,0,0.7,2.5,0.46,0.13,4132,92,5570,85,91,41,2344,2718,2771,530,93,7
"""51003011100""","""Charlottesville, VA""",5.00,8077.00,3049.00,10395.69,55,65,61,32,40,35,24,26,26,10.29,5.33,1.94,2,2,23459,20754,24184,1,0,1,14344,12482,14000,11073,9598,10628,3252,2876,3351,19,8,20,26,11,28,3.5,2.0,0.95,0.29,3814,67,3310,84,40,54,1774,1588,1604,1186,77,23
"""51003011201""","""Charlottesville, VA""",3.00,3870.00,1578.00,55372.38,52,61,57,25,32,28,26,29,29,10.66,0.34,2.16,2,2,25020,22474,25702,0,0,0,15798,13987,15359,12330,10872,11798,3468,3114,3562,0,0,0,0,0,0,1.5,0.8,0.14,0.03,2438,87,2417,84,140,16,2717,1269,1288,645,73,27
"""51003011202""","""Charlottesville, VA""",2.00,3361.00,1240.00,23417.25,62,73,69,36,45,40,26,28,28,10.77,0.62,2.14,2,2,24384,21753,25095,0,0,0,15592,13652,15208,12211,10637,11731,3380,3014,3478,1,1,0,1,1,0,0.9,2.1,0.36,0.05,2755,92,3492,84,109,23,2100,1810,1858,1403,89,11
"""51003011301""","""Charlottesville, VA""",4.00,5648.00,2161.00,64736.85,53,63,59,28,35,31,26,28,28,10.89,1.04,2.10,2,2,24707,22068,25417,0,0,0,15414,13583,15003,11982,10519,11475,3425,3058,3522,7,7,6,9,9,9,1.2,2.5,0.13,0.03,3282,81,3874,84,196,16,3731,1396,1518,954,78,22
"""51003011302""","""Charlottesville, VA""",2.00,4267.00,1578.00,735.64,42,50,47,24,30,26,19,20,20,8.00,19.23,1.51,1,2,17880,15503,18507,4,4,5,11255,9644,10981,8635,7372,8266,2479,2148,2565,141,124,150,193,169,205,8.1,4.4,4.29,2.15,10366,8,12515,88,14,139,1029,1187,1182,1018,26,74
"""51003011303""","""Charlottesville, VA""",2.00,3749.00,1532.00,1419.50,48,56,53,27,34,31,20,22,22,8.25,9.39,1.65,1,2,19964,17526,20608,2,2,2,12248,10543,11957,9409,8055,9025,2768,2429,2856,71,59,76,97,81,104,6.4,5.2,4.15,1.08,10492,38,14050,88,34,85,1515,1379,1524,1401,45,55
"""51003011400""","""Charlottesville, VA""",4.00,4511.00,1778.00,73702.17,48,56,52,22,27,24,26,29,28,10.44,0.34,2.14,2,2,24940,22391,25633,0,0,0,15665,13832,15241,12193,10718,11676,3457,3103,3552,14,11,12,20,15,17,1.0,1.8,0.14,0.02,1745,85,1881,82,188,12,3417,1080,1134,928,77,23
"""51005070100""","""""",4.00,4079.00,1669.00,1765.22,44,51,39,19,24,16,26,28,23,7.97,9.62,1.61,1,2,19974,17937,21786,3,3,2,11530,9942,12624,8759,7452,9602,2768,2486,3019,3,3,3,6,6,5,5.8,4.9,6.50,0.95,2975,72,2288,81,7,144,826,707,799,550,61,39
"""51005080100""","""""",3.00,2930.00,1311.00,54767.01,53,62,47,22,27,18,32,35,28,9.58,0.39,2.02,2,2,23586,21091,25614,1,1,1,14253,12530,15296,10984,9605,11746,3268,2924,3549,1,1,1,2,1,2,0.8,2.4,0.53,0.02,1606,88,1491,81,113,10,2377,814,850,576,86,14
"""51005080201""","""""",2.00,2691.00,1192.00,39258.99,59,68,51,27,34,22,32,35,28,10.05,0.38,2.02,2,2,23761,21235,25802,1,1,1,14295,12577,15325,11001,9632,11748,3293,2944,3575,1,1,1,1,1,2,0.9,2.0,3.24,0.03,1419,84,1471,81,168,9,3048,1006,1034,347,85,15
"""51005080202""","""""",3.00,2674.00,1094.00,54364.22,45,52,39,20,25,17,31,34,28,10.00,2.80,1.97,2,2,23266,20859,25248,1,1,1,13935,12217,14989,10710,9325,11490,3224,2891,3499,1,1,1,2,2,2,0.6,3.4,0.23,0.02,1848,90,2084,81,182,7,3983,758,774,204,83,17
"""51005080301""","""""",1.00,2211.00,906.00,58511.00,63,74,54,30,38,25,32,36,29,10.39,0.16,2.06,2,2,23820,21387,25808,1,1,1,14511,12799,15530,11209,9834,11953,3301,2965,3576,1,1,1,2,2,2,0.6,2.0,0.24,0.02,1316,87,1352,80,265,5,3452,1143,1227,773,81,19
"""51005080302""","""""",2.00,1481.00,609.00,76427.23,60,71,52,28,34,23,33,36,29,10.12,0.08,2.11,2,2,23824,21169,25931,0,0,1,14794,13084,15786,11492,10150,12192,3301,2934,3593,0,0,1,1,0,1,0.6,2.0,0.34,0.01,1260,78,1353,80,251,5,3593,1033,1033,,88,12
"""51007930100""","""Richmond, VA""",5.00,7289.00,2511.00,121533.18,53,64,59,27,34,30,26,30,29,11.03,0.28,2.22,2,2,25959,23054,25845,0,0,0,15699,14396,15507,12095,11200,11921,3597,3195,3581,7,1,5,6,1,5,0.8,2.2,0.07,0.02,2006,76,2102,82,235,15,3630,1345,1378,133,90,10
"""51007930200""","""Richmond, VA""",4.00,5488.00,2193.00,105838.85,47,56,51,21,27,24,25,29,28,10.32,0.25,2.12,2,2,25419,22750,25282,0,0,0,15082,13848,14868,11555,10694,11361,3522,3152,3503,5,1,4,4,1,3,1.9,2.1,0.11,0.02,2010,72,2109,82,166,17,3248,1070,1222,513,72,28
"""51009010100""","""Lynchburg, VA""",4.00,5040.00,2012.00,170704.83,58,67,52,26,33,23,31,34,29,10.38,0.21,2.11,2,2,24697,22029,25617,0,0,1,14902,13126,15390,11478,10071,11838,3422,3054,3550,2,1,2,3,2,3,0.7,1.7,0.06,0.01,1630,75,1678,81,201,11,3769,1049,1135,350,83,17
"""51009010200""","""Lynchburg, VA""",4.00,7596.00,2632.00,71300.26,57,67,51,27,34,24,30,33,28,10.20,0.76,2.02,2,2,24421,21833,25323,0,0,0,14352,12612,14837,10967,9585,11327,3384,3026,3509,0,0,0,0,0,1,1.8,1.5,0.21,0.04,1980,74,2569,83,114,18,2890,1072,1169,478,76,24
"""51009010300""","""Lynchburg, VA""",2.00,3674.00,1425.00,25808.66,60,71,55,29,37,26,31,34,28,10.88,0.69,2.09,2,2,24925,22216,25858,0,0,0,14852,13044,15353,11398,9965,11769,3454,3080,3583,0,0,1,1,0,2,0.4,3.6,0.13,0.06,3091,91,2523,82,152,24,3370,1170,1201,595,92,8
"""51009010401""","""Lynchburg, VA""",2.00,3697.00,1394.00,7823.10,54,63,49,26,32,23,28,31,26,10.22,2.14,1.88,2,2,23700,21170,24584,0,0,0,13493,11794,13979,10208,8858,10570,3284,2935,3407,1,1,2,2,1,3,2.8,4.2,0.39,0.18,3307,73,2929,82,61,45,1743,1023,1089,857,73,27
"""51009010402""","""Lynchburg, VA""",2.00,3066.00,1244.00,3596.27,54,63,49,26,33,23,28,30,26,9.73,3.39,1.84,2,2,23512,21071,24369,1,1,1,13259,11485,13778,9997,8561,10398,3258,2921,3377,3,4,3,6,6,6,2.5,5.9,0.51,0.35,4222,80,4104,83,62,64,1629,1043,1158,759,76,24
"""51009010502""","""Lynchburg, VA""",1.00,339.00,151.00,1145.21,46,53,42,21,26,18,25,27,24,8.80,1.16,1.68,1,2,22035,19606,22888,1,1,1,12179,10374,12727,9122,7652,9552,3053,2718,3172,4,4,4,6,7,6,4.9,8.4,0.42,0.13,5864,55,11393,85,19,70,1750,827,904,590,75,25
"""51009010503""","""Lynchburg, VA""",2.00,2321.00,938.00,3784.19,48,56,44,22,28,20,26,28,24,9.07,2.86,1.72,2,2,22637,20666,23365,1,1,1,12491,10745,13019,9351,7875,9779,3137,2865,3238,3,5,2,5,8,4,3.6,7.6,0.57,0.25,5926,85,9313,84,40,67,1967,877,774,761,60,40
"""51009010504""","""Lynchburg, VA""",2.00,3534.00,1616.00,2705.60,47,55,43,21,26,18,27,29,24,9.27,5.88,1.75,2,2,22752,20433,23577,1,1,1,12665,10925,13183,9508,8088,9911,3153,2832,3267,5,5,5,8,9,8,3.4,6.4,0.90,0.60,5044,71,6012,84,48,79,1693,829,921,638,66,34
"""51009010600""","""Lynchburg, VA""",2.00,2881.00,1090.00,16449.74,51,60,47,22,28,20,29,32,27,10.39,0.69,1.93,2,2,24044,21526,24923,1,1,1,13820,12064,14321,10486,9077,10865,3332,2984,3454,2,2,3,4,4,4,2.1,5.1,0.27,0.07,2805,77,3575,82,112,28,2994,895,920,864,77,23
"""51011040100""","""Lynchburg, VA""",5.00,6542.00,2570.00,39800.83,54,63,49,24,31,22,30,32,27,10.09,1.74,1.97,2,2,24224,21735,25097,0,0,0,14105,12391,14587,10746,9377,11105,3357,3013,3478,2,1,4,2,1,3,2.0,2.0,0.42,0.06,2102,79,2168,82,98,28,2414,974,1065,694,73,27
"""51011040200""","""Lynchburg, VA""",3.00,4486.00,1704.00,79608.78,56,66,51,25,31,22,32,35,29,10.87,0.24,2.15,2,2,25172,22509,26091,0,0,0,15197,13419,15682,11707,10299,12062,3488,3120,3616,2,1,4,2,1,4,0.6,1.8,0.05,0.02,1684,85,1724,81,242,13,3838,979,986,583,86,14
"""51011040300""","""Lynchburg, VA""",4.00,4180.00,1657.00,94012.48,57,66,51,25,32,23,31,35,29,10.23,0.20,2.12,2,2,24868,22145,25803,0,0,1,15003,13224,15490,11550,10151,11905,3446,3070,3576,7,3,9,6,3,8,0.9,2.1,0.09,0.02,1577,77,1549,81,194,15,3599,1014,896,475,87,13
"""51013100100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5083.00,1678.00,543.19,54,66,90,40,50,69,14,15,21,8.18,26.06,1.81,2,2,18258,15944,16953,16,15,15,12895,11341,11117,10324,9094,8730,2531,2210,2349,40,38,38,20,19,19,4.9,9.7,3.76,3.09,45675,90,67172,89,6,261,691,3104,3183,2564,87,13
"""51013100200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,6848.00,2160.00,792.90,60,73,99,45,57,78,15,16,22,8.54,24.54,1.89,2,2,19010,16649,17686,8,8,8,13453,11822,11640,10797,9494,9170,2635,2308,2451,21,19,20,10,10,10,4.0,9.7,3.11,2.72,46983,96,72167,89,8,213,784,3487,3511,978,90,10
"""51013100300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,6017.00,1928.00,1093.29,61,73,100,46,57,78,15,16,22,8.13,16.48,1.94,2,2,19786,17309,18480,6,5,5,13841,12172,12026,11084,9759,9452,2743,2400,2561,15,13,13,7,7,7,3.5,9.7,2.33,1.76,43784,90,70997,89,12,174,994,3502,3502,,96,4
"""51013100400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3919.00,1290.00,950.25,62,75,103,47,59,81,15,16,22,8.04,10.96,1.96,2,2,18501,16107,17220,7,7,7,13759,12181,11968,11175,9931,9565,2565,2233,2386,19,17,17,9,9,8,3.3,9.8,1.98,1.36,55024,99,105146,90,20,95,1364,3629,3646,3501,91,9
"""51013100500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,4799.00,1628.00,528.96,56,67,92,42,52,72,14,15,20,7.37,24.32,1.78,2,2,16843,14684,15619,11,11,11,12504,10981,10757,10141,8919,8565,2335,2036,2164,28,27,27,14,13,14,5.4,9.8,3.99,3.08,58593,83,110020,90,8,237,825,3229,3649,1678,77,23
"""51013100600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3268.00,1243.00,250.15,45,54,74,33,42,57,12,13,17,5.74,35.25,1.51,1,1,14426,12311,13205,21,20,21,10686,9351,9050,8632,7593,7167,2000,1707,1830,54,52,53,27,26,26,7.8,9.9,9.08,4.97,67160,47,130076,90,7,282,760,2573,3012,2021,56,44
"""51013100700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,5680.00,2218.00,383.19,48,58,79,35,44,61,12,13,18,5.52,36.99,1.60,1,1,15686,13450,14446,18,17,18,11378,9933,9705,9157,8025,7658,2175,1865,2002,46,44,45,23,22,23,6.0,9.9,7.51,5.79,61588,55,110939,90,7,319,732,2723,3134,870,69,31
"""51013100800""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1617.00,536.00,108.38,43,52,71,30,38,52,13,15,19,7.61,38.46,1.73,2,2,16785,14677,15557,12,12,12,12250,10740,10508,9891,8675,8321,2327,2035,2156,31,29,31,16,15,15,6.5,9.8,5.22,4.95,55186,78,92050,90,7,365,729,2325,2527,1787,72,28
"""51013100900""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,4755.00,1720.00,404.84,46,55,75,33,41,56,13,14,19,7.08,33.98,1.68,1,1,16245,14101,14952,14,13,13,11878,10409,10133,9591,8422,8027,2252,1955,2072,35,33,34,17,16,17,5.8,9.8,6.09,4.25,57972,68,93833,90,5,268,634,2516,2214,1329,62,38
"""51013101000""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,3274.00,1261.00,265.26,47,57,78,34,43,59,13,14,19,7.24,35.03,1.71,2,2,17014,14823,15720,15,14,15,12173,10688,10421,9775,8596,8205,2359,2055,2178,39,37,37,19,18,19,5.9,9.8,5.64,4.75,53279,78,80405,89,7,284,729,2631,2932,1555,70,30
"""51013101100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,5772.00,2158.00,534.15,50,60,82,37,47,64,13,14,19,7.23,30.26,1.63,1,1,16531,14477,15388,21,20,21,11667,10236,10018,9322,8178,7833,2292,2007,2132,54,51,53,27,25,26,6.0,9.7,6.18,4.04,50391,67,73088,89,6,259,761,2867,2836,2008,77,23
"""51013101200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4405.00,1330.00,399.03,49,59,80,35,44,60,13,15,20,7.47,25.25,1.76,2,2,16910,14817,15660,13,12,12,12435,10936,10682,10058,8851,8481,2344,2054,2170,32,31,31,16,15,15,6.3,9.7,4.28,3.33,57721,78,80926,90,10,175,946,2710,3146,2267,68,32
"""51013101300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,6902.00,2317.00,609.35,49,60,81,36,45,62,13,14,19,5.96,24.39,1.73,2,2,16061,13901,14826,18,17,18,12155,10696,10462,9882,8725,8363,2226,1927,2054,47,44,45,23,22,22,5.6,9.8,4.60,3.80,67049,83,104415,90,7,225,788,2775,2717,1837,80,20
"""51013101401""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1355.00,750.00,84.02,36,43,58,26,33,45,9,10,13,4.32,38.59,1.21,1,1,12024,10190,10924,34,32,34,8680,7575,7217,6927,6081,5617,1667,1413,1514,86,82,86,43,41,43,9.4,9.9,30.12,8.93,67313,9,114088,90,6,283,700,2012,2138,1962,29,71
"""51013101402""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3046.00,1429.00,113.34,39,47,64,29,37,50,10,11,14,5.00,88.30,1.25,1,1,13133,11108,12001,33,31,33,9025,7832,7570,7121,6214,5824,1821,1540,1663,84,78,83,42,39,42,8.7,9.9,20.07,12.61,69635,23,124701,90,5,307,620,2250,2440,2082,52,48
"""51013101403""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5515.00,3393.00,75.13,38,46,62,30,37,51,8,9,12,3.23,191.04,1.06,1,1,10708,8863,9606,41,38,41,7629,6557,6225,6041,5232,4790,1484,1229,1331,104,96,104,52,48,52,9.3,9.9,80.72,45.16,71410,2,125861,90,6,324,687,2285,1814,2017,25,75
"""51013101404""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,4638.00,2738.00,76.98,42,51,69,33,42,57,8,9,12,3.71,132.06,1.07,1,1,11249,9385,10147,39,37,40,7779,6672,6371,6120,5278,4864,1559,1301,1406,100,93,101,50,47,50,9.6,9.9,118.64,35.57,73503,0,133663,90,4,359,504,2574,3003,2396,29,71
"""51013101500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,7394.00,3475.00,428.40,40,49,66,31,38,52,10,11,14,4.63,56.27,1.28,1,1,12111,10216,10971,29,27,28,9082,7900,7559,7330,6415,5967,1679,1416,1520,72,68,72,36,34,36,8.2,10.0,17.72,8.11,73234,28,160071,91,6,322,653,2353,2700,2030,38,62
"""51013101601""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1328.00,640.00,171.00,41,49,67,31,39,53,10,11,14,5.09,20.01,1.28,1,1,13469,11474,12343,26,25,26,9241,7986,7752,7308,6333,5974,1867,1591,1710,67,63,67,33,32,33,9.0,10.0,14.26,3.74,73778,12,199029,91,5,396,859,2376,2853,2002,50,50
"""51013101602""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1674.00,1017.00,51.18,32,38,51,23,28,39,9,10,13,3.52,74.60,1.14,1,1,11743,9628,10580,36,34,36,8215,7097,6787,6495,5677,5230,1628,1335,1466,92,85,91,46,43,46,9.2,10.0,21.45,19.87,72742,2,180946,91,10,262,846,1740,1241,1618,35,65
"""51013101603""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3621.00,2006.00,113.47,38,46,63,30,37,51,9,9,12,3.85,80.92,1.10,1,1,11263,9392,10147,33,31,33,7916,6804,6495,6270,5424,5004,1561,1302,1406,84,79,85,42,39,42,9.5,10.0,35.57,17.68,74074,3,211119,91,7,333,805,2270,2312,2030,29,71
"""51013101701""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,3490.00,1689.00,60.27,39,47,64,30,38,52,8,9,12,3.47,146.79,1.08,1,1,10780,8882,9652,36,33,36,7777,6652,6328,6192,5336,4899,1494,1231,1338,91,84,91,45,42,46,9.4,10.0,59.37,28.03,72774,1,179327,91,6,595,638,2339,1604,1842,25,75
"""51013101702""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4757.00,2871.00,94.51,36,43,59,28,34,47,8,9,12,3.64,125.08,1.07,1,1,11342,9403,10210,34,31,34,7786,6633,6362,6128,5250,4860,1572,1304,1415,86,80,87,43,40,44,9.5,10.0,52.41,30.38,73574,1,215730,91,5,467,593,2118,2433,1836,34,66
