tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""51001090101""","""""",2.00,1776.00,939.00,2937.98,62,77,46,35,44,25,27,33,22,7.83,4.33,1.78,2,2,19795,19673,21085,0,0,0,12537,12145,14031,10126,9749,11464,2411,2396,2567,0,0,0,2,2,2,,,,0.32,2160,60,1992,81,33,,,1345,1460,984,88,12
"""51001090102""","""""",2.00,1109.00,719.00,1643.98,67,83,50,42,53,30,25,30,20,5.66,3.43,1.65,2,2,16650,16548,17986,0,0,0,11393,10971,12935,9365,8956,10745,2028,2015,2190,0,0,0,2,2,2,,,,0.44,2225,67,1916,81,19,,,1634,1972,767,91,9
"""51001090201""","""""",2.00,2652.00,1133.00,16741.53,58,71,44,29,37,21,28,34,23,8.81,0.65,1.87,2,2,20634,20508,21812,0,0,0,13154,12731,14739,10641,10233,12083,2513,2498,2656,0,0,0,2,2,2,,,,0.07,2041,71,2197,81,110,,,1133,1101,1174,88,12
"""51001090202""","""""",3.00,2903.00,1256.00,29665.59,41,50,31,14,17,10,27,33,21,6.89,0.31,1.76,2,2,20060,19937,20740,0,0,0,12450,12056,13819,10007,9628,11293,2443,2428,2525,0,0,0,1,1,2,,,,0.04,1983,50,2459,82,191,,,533,797,206,51,49
"""51001090300""","""""",3.00,2312.00,962.00,31733.10,54,66,41,24,31,17,29,35,23,8.94,0.28,1.93,2,2,21181,21052,22167,0,0,0,13546,13108,15147,10966,10544,12448,2580,2564,2699,0,0,0,2,2,2,,,,0.03,1795,80,1678,82,173,,,941,987,811,79,21
"""51001090401""","""""",2.00,3162.00,1095.00,20817.30,54,66,40,25,31,18,29,35,23,9.70,0.51,1.89,2,2,22036,21901,22871,0,0,0,13410,13028,14828,10726,10361,12043,2684,2667,2785,0,0,0,2,1,2,,,,0.05,1959,60,1627,82,157,,,949,1202,661,64,36
"""51001090402""","""""",2.00,3886.00,1258.00,27050.36,55,68,42,28,35,20,28,34,22,8.73,0.42,1.84,2,2,19730,19609,20598,0,0,0,12819,12394,14340,10416,10006,11832,2403,2388,2508,0,0,0,1,1,1,,,,0.05,1931,73,2453,82,161,,,1067,1306,800,66,34
"""51001090500""","""""",3.00,2187.00,966.00,16297.47,53,65,40,24,30,17,29,35,23,8.98,0.91,1.91,2,2,21552,21421,22480,0,0,0,13492,13080,15019,10867,10471,12282,2625,2609,2737,0,0,0,1,1,1,,,,0.06,1835,86,2349,82,82,,,920,1028,675,70,30
"""51001090600""","""""",4.00,3569.00,1909.00,31560.02,59,73,45,32,40,23,27,33,22,7.33,1.86,1.84,2,2,18573,18460,19655,0,0,0,12693,12245,14315,10430,9997,11921,2262,2248,2393,0,0,0,2,2,2,,,,0.06,2035,83,2046,82,129,,,1230,1383,813,80,20
"""51001090700""","""""",5.00,5420.00,2192.00,38705.54,58,71,44,29,36,21,29,35,23,7.29,0.51,1.91,2,2,20732,20606,21628,0,0,0,13367,12940,14925,10841,10430,12292,2525,2510,2633,0,0,0,1,1,2,,,,0.06,2008,84,1944,82,148,,,1119,1340,760,69,31
"""51001090800""","""""",3.00,3557.00,1185.00,51691.52,59,73,45,30,37,21,30,36,24,9.47,0.27,1.95,2,2,21721,21588,22677,0,0,0,13721,13294,15311,11076,10664,12550,2645,2629,2761,0,0,0,1,1,1,,,,0.02,1758,85,1843,82,168,,,1146,1264,841,77,23
"""51001980100""","""""",1.00,27.00,27.00,7780.78,31,38,25,0,0,0,31,38,25,,,2.04,2,2,24300,24151,25401,0,0,0,14543,14123,16188,11584,11181,13096,2960,2941,3093,0,0,0,1,1,1,,,,0.00,1490,100,1655,81,122,,,0,,,100,0
"""51001980200""","""""",1.00,0.00,0.00,10937.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,
"""51003010100""","""Charlottesville, VA""",3.00,4710.00,1988.00,89654.61,53,65,60,32,39,37,21,25,24,9.07,0.36,2.15,2,2,21397,21086,21623,0,0,0,16108,15082,15485,13501,12514,12852,2606,2567,2633,1,1,1,4,3,3,,,,0.02,3086,93,3053,81,451,,,1979,2103,1361,85,15
"""51003010201""","""Charlottesville, VA""",3.00,5395.00,1895.00,17322.28,52,63,59,30,38,35,22,25,24,10.14,3.20,2.15,2,2,22558,22227,22844,0,0,0,16260,15283,15631,13511,12576,12849,2747,2706,2781,1,1,1,4,4,4,,,,0.11,3684,78,4093,80,207,,,1903,1978,757,90,10
"""51003010202""","""Charlottesville, VA""",2.00,3021.00,1165.00,14322.77,56,68,64,34,43,40,22,26,24,10.01,0.85,2.18,2,2,22244,21916,22506,1,0,1,16384,15384,15755,13674,12715,13014,2709,2668,2740,1,1,1,5,5,5,,,,0.08,4020,93,5764,80,491,,,2142,2249,1327,90,10
"""51003010301""","""Charlottesville, VA""",1.00,2025.00,637.00,1845.11,49,60,56,29,36,33,20,24,23,10.32,3.56,2.01,2,2,21820,21495,22071,1,1,1,15300,14412,14686,12640,11793,11998,2658,2617,2687,2,2,2,8,7,8,,,,0.35,5525,52,8375,78,46,,,1805,1839,1641,84,16
"""51003010302""","""Charlottesville, VA""",1.00,1342.00,413.00,1045.47,56,69,64,36,46,42,20,23,22,9.59,3.79,1.96,2,2,19780,19485,20028,1,1,1,14690,13782,14104,12279,11409,11664,2409,2372,2438,1,1,1,7,7,7,,,,0.40,6317,64,9605,78,105,,,2285,2332,2135,76,24
"""51003010303""","""Charlottesville, VA""",3.00,5400.00,2061.00,2981.29,48,58,54,28,35,32,20,23,22,8.99,10.55,1.99,2,2,20374,20070,20666,1,1,1,14985,14085,14390,12502,11640,11872,2482,2444,2516,1,1,1,7,7,7,,,,0.69,5909,66,8320,78,66,,,1729,1791,1560,79,21
"""51003010401""","""Charlottesville, VA""",3.00,4264.00,1903.00,58922.95,51,62,58,30,37,35,21,25,24,6.49,0.19,2.12,2,2,21854,21535,22012,0,0,0,15961,14965,15334,13299,12342,12653,2662,2622,2680,1,1,1,4,4,4,,,,0.03,3342,95,3909,81,329,,,1874,2157,904,79,21
"""51003010402""","""Charlottesville, VA""",3.00,3028.00,1385.00,12059.64,54,66,62,34,42,39,21,24,23,8.28,1.81,2.11,2,2,20032,19739,20362,0,0,0,15692,14674,15096,13251,12270,12616,2440,2403,2479,1,1,1,5,5,5,,,,0.11,3710,95,4872,81,140,,,2100,2250,295,88,12
"""51003010501""","""Charlottesville, VA""",2.00,2663.00,1054.00,5109.55,53,64,60,33,41,38,20,23,22,8.95,1.96,1.99,2,2,19942,19642,20213,1,1,1,14914,13994,14330,12483,11601,11867,2429,2391,2461,2,2,2,9,9,9,,,,0.21,6744,78,11612,77,123,,,2047,2091,812,84,16
"""51003010502""","""Charlottesville, VA""",3.00,3217.00,1899.00,1175.44,37,45,42,23,29,27,14,16,15,5.20,15.65,1.41,1,1,13373,13169,13496,2,2,2,10459,9777,9974,8826,8169,8326,1629,1603,1643,4,4,4,21,21,22,,,,1.62,9732,10,19324,76,21,,,1443,1553,1444,31,69
"""51003010602""","""Charlottesville, VA""",3.00,4469.00,2092.00,1297.99,44,54,50,27,34,31,17,20,19,6.91,12.63,1.72,2,2,16684,16432,16928,2,2,2,12822,12004,12281,10786,10000,10216,2032,2001,2061,3,3,4,17,17,17,,,,1.61,10788,32,19141,76,22,,,1696,1835,1519,67,33
"""51003010603""","""Charlottesville, VA""",2.00,2134.00,1206.00,362.79,35,42,39,22,27,25,13,15,14,3.44,12.88,1.31,1,1,9838,9687,10021,4,4,4,9427,8776,8983,8222,7589,7755,1198,1179,1220,7,7,7,35,36,36,,,,3.32,13755,4,35015,75,31,,,1377,1026,1373,45,55
"""51003010604""","""Charlottesville, VA""",3.00,4362.00,1630.00,1283.90,45,55,52,28,34,32,18,21,20,7.34,12.75,1.82,2,2,16297,16051,16554,2,2,2,13430,12583,12883,11442,10625,10864,1985,1954,2015,3,3,3,16,16,16,,,,1.27,10336,68,26050,77,29,,,1726,1437,404,65,35
"""51003010701""","""Charlottesville, VA""",2.00,2887.00,1370.00,268.76,36,43,40,22,27,25,14,16,15,5.03,26.17,1.42,1,1,12823,12626,12919,3,3,3,10493,9818,9989,8925,8274,8409,1562,1537,1573,6,6,7,31,32,32,,,,5.10,13831,12,35896,75,21,,,1351,2302,1175,28,72
"""51003010702""","""Charlottesville, VA""",3.00,3418.00,1497.00,519.80,38,47,43,22,28,26,16,19,18,6.05,21.88,1.61,2,2,15012,14782,15179,3,3,3,11958,11209,11425,10125,9405,9572,1828,1800,1848,5,5,5,23,24,24,,,,2.88,11902,30,33502,76,16,,,1401,1132,1522,47,53
"""51003010801""","""Charlottesville, VA""",3.00,3029.00,1510.00,523.02,36,44,41,21,26,24,15,18,17,5.43,28.72,1.55,2,2,13660,13450,13819,3,3,3,11426,10696,10909,9757,9053,9221,1664,1638,1682,5,5,6,26,27,27,,,,2.89,12933,26,27290,75,18,,,1326,1437,1254,42,58
"""51003010802""","""Charlottesville, VA""",2.00,2313.00,983.00,2873.41,41,51,47,25,32,29,16,19,18,6.38,16.18,1.63,2,2,15494,15257,15605,2,2,2,12120,11355,11582,10229,9493,9678,1887,1858,1900,4,4,4,20,21,21,,,,0.34,11212,36,24276,76,56,,,1586,2196,1306,43,57
"""51003010901""","""Charlottesville, VA""",2.00,1838.00,740.00,373.60,35,42,39,23,29,27,11,13,12,2.59,5.43,1.18,1,1,7245,7134,7380,4,4,4,8290,7671,7886,7400,6794,6980,882,869,899,8,8,8,39,40,40,,,,1.98,12100,3,23488,75,15,,,1471,2669,1199,31,69
"""51003010904""","""Charlottesville, VA""",3.00,7117.00,537.00,767.15,30,36,34,18,23,21,11,13,12,3.44,3.34,1.18,1,1,8764,8631,8816,4,4,4,8506,7914,8078,7430,6855,6996,1067,1051,1073,8,8,8,40,41,41,,,,0.70,12448,5,26048,75,37,,,1154,2374,1022,14,86
"""51003011000""","""Charlottesville, VA""",5.00,6674.00,2602.00,18752.91,55,67,62,33,42,39,21,25,24,9.59,1.45,2.14,2,2,21064,20753,21374,1,1,1,15972,14977,15364,13405,12449,12761,2566,2527,2602,1,1,1,5,5,5,,,,0.14,4435,95,6219,79,174,,,2087,2273,400,90,10
"""51003011101""","""Charlottesville, VA""",3.00,1993.00,806.00,4013.76,39,47,44,19,24,22,20,23,22,8.69,2.93,1.99,2,2,20634,20331,20968,1,1,1,14973,14041,14396,12459,11564,11842,2513,2475,2553,1,1,1,5,5,5,,,,0.20,3865,59,3351,80,76,,,1194,1454,,87,13
"""51003011102""","""Charlottesville, VA""",2.00,2504.00,1040.00,1413.26,54,65,61,33,42,39,20,24,22,8.77,6.90,2.03,2,2,20159,19863,20504,1,1,1,15210,14259,14618,12753,11840,12121,2455,2418,2496,1,1,1,5,5,5,,,,0.74,3966,66,3485,80,147,,,2088,2170,896,82,18
"""51003011103""","""Charlottesville, VA""",5.00,3651.00,1454.00,4967.90,56,68,64,37,47,43,19,22,21,6.74,6.26,1.85,2,2,18864,18586,19189,1,1,1,13912,13045,13364,11614,10781,11027,2298,2263,2336,1,1,1,5,5,5,,,,0.29,3919,57,3216,80,45,,,2343,2852,452,76,24
"""51003011201""","""Charlottesville, VA""",3.00,4388.00,1734.00,55409.20,50,61,57,28,35,32,22,26,24,9.94,0.32,2.19,2,2,23320,22982,23459,0,0,0,16558,15547,15908,13717,12749,13051,2840,2798,2856,1,1,1,3,3,3,,,,0.03,2731,90,2706,82,276,,,1752,2006,826,81,19
"""51003011202""","""Charlottesville, VA""",4.00,3555.00,1424.00,23416.61,56,68,64,34,43,40,21,25,24,9.13,2.05,2.15,2,2,21028,20718,21305,1,1,1,16055,15056,15438,13492,12532,12843,2561,2522,2594,1,1,1,7,7,7,,,,0.06,5081,95,7006,79,173,,,2159,2227,1327,89,11
"""51003011301""","""Charlottesville, VA""",5.00,5383.00,2152.00,64507.65,49,60,56,28,35,32,21,25,24,9.68,0.70,2.10,2,2,22700,22369,22840,0,0,0,15969,15004,15331,13203,12280,12550,2765,2723,2781,1,1,1,4,4,4,,,,0.03,3532,74,4383,81,405,,,1743,2058,754,79,21
"""51003011302""","""Charlottesville, VA""",4.00,4695.00,1666.00,736.90,35,43,40,19,24,22,16,19,18,5.69,16.79,1.64,2,2,17274,17011,17307,2,2,2,12402,11643,11813,10293,9567,9701,2104,2071,2107,4,5,5,22,22,23,,,,2.26,10779,9,15496,76,26,,,1185,,1442,27,73
"""51003011303""","""Charlottesville, VA""",2.00,4096.00,1613.00,1428.49,42,52,48,25,32,29,17,20,19,6.73,7.86,1.73,2,2,15837,15617,16001,2,2,3,12785,11945,12227,10851,10039,10274,1929,1901,1948,5,5,5,23,23,23,,,,1.13,10750,39,16127,76,73,,,1594,1754,1561,52,48
"""51003011400""","""Charlottesville, VA""",4.00,5248.00,1925.00,73745.56,42,51,48,20,25,23,22,26,25,10.21,0.34,2.19,2,2,23784,23441,23924,0,0,0,16664,15656,16010,13767,12801,13097,2897,2854,2913,1,1,1,3,3,3,,,,0.03,2245,91,2069,82,317,,,1258,1325,1108,82,18
"""51005070100""","""""",4.00,3715.00,1638.00,1683.99,43,51,33,19,23,14,24,27,19,6.55,10.45,1.60,2,2,15796,15727,16821,1,1,1,11534,10656,12432,9598,8728,10371,1923,1915,2048,13,12,13,15,15,15,,,,0.97,2765,67,2146,81,12,,,759,901,577,63,37
"""51005080100""","""""",3.00,3498.00,1466.00,55491.03,53,64,41,23,29,17,30,35,24,9.23,0.40,1.99,2,2,21752,21616,22964,0,0,0,14574,13535,15622,11920,10897,12820,2648,2633,2796,6,6,6,7,7,7,,,,0.03,1919,81,1636,83,218,,,935,1027,363,89,11
"""51005080201""","""""",2.00,2713.00,1201.00,39270.18,60,72,46,29,36,21,31,36,25,9.57,0.34,2.07,2,2,22469,22321,23653,0,0,0,15113,14053,16150,12372,11329,13265,2736,2719,2880,5,5,5,6,6,6,,,,0.03,1970,85,2101,83,419,,,1158,1268,326,88,12
"""51005080202""","""""",3.00,2075.00,937.00,54345.48,54,64,42,25,31,18,29,34,23,8.36,1.14,1.94,2,2,19939,19806,21135,0,0,0,14057,13006,15164,11622,10586,12584,2428,2412,2573,7,7,7,8,8,9,,,,0.02,2066,81,2240,83,448,,,997,1103,286,87,13
"""51005080301""","""""",1.00,1682.00,782.00,58584.91,58,70,45,26,33,20,32,37,25,9.60,0.13,2.11,2,2,23110,22957,24243,0,0,0,15458,14358,16549,12639,11557,13592,2814,2796,2952,5,5,5,6,6,6,,,,0.01,2035,86,1589,83,689,,,1069,1191,,91,9
"""51005080302""","""""",2.00,1347.00,505.00,76430.33,60,73,47,29,36,21,31,37,25,10.17,0.07,2.07,2,2,23598,23441,24719,0,0,0,15270,14217,16276,12392,11357,13261,2873,2855,3010,5,5,5,6,6,6,,,,0.01,1588,64,1491,83,584,,,1163,1187,1051,92,8
"""51007930101""","""Richmond, VA""",2.00,2125.00,856.00,53003.22,43,52,46,20,25,22,23,28,25,9.81,0.16,2.20,2,2,24044,23728,23996,0,0,0,16736,15697,15982,13808,12808,13060,2929,2889,2921,0,0,0,0,0,0,,,,0.02,2095,62,1966,83,676,,,1169,1321,,90,10
"""51007930102""","""Richmond, VA""",3.00,4807.00,1752.00,68549.80,45,55,49,22,28,24,23,27,24,10.14,0.38,2.16,2,2,24193,23873,24126,0,0,0,16524,15520,15784,13577,12613,12847,2947,2907,2937,0,0,0,0,0,0,,,,0.03,2621,71,2547,82,551,,,1314,1366,920,80,20
"""51007930200""","""Richmond, VA""",4.00,6038.00,2426.00,105877.47,44,53,47,20,25,22,24,28,25,9.91,0.25,2.22,2,2,24021,23704,23965,0,0,0,16881,15828,16118,13955,12942,13200,2926,2886,2918,0,0,0,0,0,0,,,,0.02,2558,81,2568,82,468,,,1178,1360,166,87,13
"""51009010100""","""Lynchburg, VA""",4.00,4705.00,1862.00,170735.79,51,61,45,23,28,20,28,32,25,8.69,0.16,2.17,2,2,23613,23403,24050,0,0,0,15846,14769,16240,12970,11918,13311,2875,2850,2928,0,0,0,1,1,1,,,,0.01,2074,80,1846,83,436,,,1081,1192,147,88,12
"""51009010201""","""Lynchburg, VA""",3.00,4929.00,1809.00,31086.75,51,61,45,25,31,22,26,30,23,8.74,1.26,2.01,2,2,21084,20895,21510,0,0,0,14572,13555,14951,12005,11010,12332,2567,2545,2619,1,1,1,1,1,1,,,,0.06,2426,81,3185,82,178,,,1185,1441,464,74,26
"""51009010202""","""Lynchburg, VA""",2.00,2184.00,733.00,40214.26,50,60,44,21,26,18,29,34,26,8.18,0.12,2.23,2,2,25326,25101,25777,0,0,0,16452,15389,16814,13368,12332,13675,3083,3057,3138,0,0,1,1,1,1,,,,0.02,2199,77,2433,83,328,,,997,1140,,91,9
"""51009010300""","""Lynchburg, VA""",3.00,3267.00,1284.00,25808.66,51,61,45,22,28,19,28,33,25,10.17,0.65,2.22,2,2,23695,23482,24196,0,0,0,16144,15071,16533,13259,12210,13586,2885,2860,2946,1,1,1,1,1,1,,,,0.05,2976,87,2876,82,346,,,1055,1128,,94,6
"""51009010401""","""Lynchburg, VA""",2.00,3792.00,1299.00,7823.10,47,56,41,20,25,17,27,31,24,10.15,1.81,2.09,2,2,23402,23191,23840,0,0,0,15327,14339,15651,12478,11514,12748,2849,2824,2903,1,1,1,1,1,1,,,,0.17,3288,66,2785,82,109,,,934,1008,763,77,23
"""51009010402""","""Lynchburg, VA""",2.00,3176.00,1248.00,3596.27,46,56,41,20,25,18,26,30,23,9.14,3.27,2.04,2,2,21556,21361,22028,1,0,1,14825,13804,15196,12199,11201,12513,2624,2602,2682,1,1,1,2,2,2,,,,0.35,3867,79,3739,81,90,,,966,1041,624,81,19
"""51009010504""","""Lynchburg, VA""",3.00,4020.00,1660.00,2705.60,45,55,40,20,25,18,25,29,23,8.34,5.71,1.98,2,2,19918,19736,20373,1,1,1,14275,13287,14635,11849,10882,12153,2425,2404,2480,1,1,1,2,2,2,,,,0.61,4884,84,5735,79,72,,,966,1033,779,75,25
"""51009010505""","""Lynchburg, VA""",1.00,1143.00,385.00,1431.50,39,46,34,15,19,13,23,27,21,8.40,2.26,1.85,2,2,19189,19012,19590,1,1,1,13382,12460,13713,11044,10142,11326,2336,2315,2385,2,2,2,3,3,3,,,,0.27,6258,74,13837,78,33,,,720,713,731,71,29
"""51009010506""","""Lynchburg, VA""",1.00,1756.00,744.00,3416.88,42,50,37,18,23,16,24,28,21,7.88,1.72,1.87,2,2,19317,19140,19682,1,1,1,13514,12570,13853,11161,10238,11456,2352,2331,2396,1,1,1,2,2,2,,,,0.22,5470,72,7855,79,114,,,859,994,681,62,38
"""51009010600""","""Lynchburg, VA""",2.00,2810.00,1137.00,16516.28,46,56,41,20,25,18,26,31,24,9.26,0.64,2.07,2,2,22181,21980,22608,0,0,0,15084,14030,15472,12382,11352,12718,2700,2677,2753,1,1,1,2,1,2,,,,0.07,3253,86,3518,81,213,,,949,1078,467,80,20
"""51011040101""","""Lynchburg, VA""",2.00,3752.00,1358.00,23544.08,52,63,46,24,30,21,28,33,25,10.64,0.62,2.20,2,2,24195,23979,24637,0,0,0,16088,15035,16449,13142,12114,13449,2946,2920,3000,0,0,0,0,0,0,,,,0.06,2391,80,2095,83,344,,,1148,1239,775,83,17
"""51011040102""","""Lynchburg, VA""",3.00,3307.00,1292.00,16329.57,48,58,43,23,28,20,25,30,23,9.07,2.97,1.98,2,2,21874,21678,22321,0,0,0,14529,13540,14889,11866,10899,12171,2663,2640,2718,0,0,0,0,0,0,,,,0.08,2238,73,2765,82,190,,,1076,1171,864,75,25
"""51011040200""","""Lynchburg, VA""",3.00,4677.00,1932.00,80081.97,52,63,46,25,31,22,27,32,25,9.80,0.27,2.13,2,2,23502,23293,23909,0,0,0,15577,14528,15947,12715,11691,13036,2861,2837,2911,0,0,0,0,0,0,,,,0.02,2448,76,1992,83,515,,,1165,1252,851,80,20
"""51011040300""","""Lynchburg, VA""",4.00,4078.00,1576.00,93947.27,47,56,42,20,26,18,27,31,24,9.45,0.17,2.08,2,2,22386,22186,22818,0,0,0,15174,14112,15574,12448,11410,12796,2725,2702,2778,0,0,0,0,0,0,,,,0.02,1934,72,1685,83,460,,,970,1051,690,83,17
"""51013100100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,5593.00,1845.00,542.93,55,68,87,42,52,69,13,16,19,5.34,18.50,1.83,2,2,12982,12804,12344,18,17,17,13559,13263,12146,11492,11221,10179,1581,1559,1503,486,482,465,260,258,249,,,,3.40,48438,95,73825,65,6,,,3711,3837,1031,94,6
"""51013100200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,6770.00,2334.00,792.70,51,64,81,39,48,63,12,15,18,5.27,16.45,1.82,2,2,11878,11570,11012,11,11,11,13153,12849,11743,11402,11129,10090,1447,1409,1341,305,311,312,163,166,167,,,,2.94,49608,97,78420,63,8,,,3435,3594,840,93,7
"""51013100300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,6683.00,2179.00,1093.58,56,70,90,43,54,71,13,16,19,5.61,12.10,1.89,2,2,12983,12605,11982,9,9,9,13718,13411,12291,11892,11626,10583,1581,1535,1459,244,249,249,131,133,133,,,,1.99,45718,98,73941,64,14,,,3839,3993,,96,4
"""51013100400""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4049.00,1292.00,942.84,56,70,90,44,54,71,13,15,18,4.69,6.57,1.85,2,2,10976,10687,10166,14,14,14,13361,13076,12003,11637,11389,10392,1337,1302,1238,387,386,373,207,206,200,,,,1.37,57519,99,107665,59,22,,,3866,3964,2737,90,10
"""51013100500""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,4468.00,1593.00,528.95,53,66,85,41,52,68,12,14,17,2.71,8.08,1.74,2,2,9607,9360,8895,16,16,16,12527,12256,11239,10911,10667,9713,1170,1140,1083,446,449,443,238,240,237,,,,3.01,61932,85,114735,57,7,,,3658,3811,2035,88,12
"""51013100600""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3598.00,1259.00,250.15,45,56,72,35,43,57,10,12,15,2.82,14.87,1.47,1,1,6825,6694,6387,26,26,25,10770,10526,9641,9231,9007,8183,831,815,778,708,704,680,379,377,364,,,,5.03,72673,54,141053,53,7,,,3083,3812,2015,64,36
"""51013100700""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,5602.00,2408.00,383.19,43,53,68,32,40,53,10,13,15,2.82,22.70,1.48,1,1,7613,7478,7167,25,25,24,10923,10675,9787,9313,9082,8251,927,911,873,683,682,664,365,365,355,,,,6.28,65277,50,120992,56,6,,,2866,3485,1760,60,40
"""51013100800""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,1619.00,540.00,108.38,45,56,72,34,42,56,11,14,17,4.27,21.89,1.68,2,2,9588,9369,8946,17,17,17,12197,11927,10937,10553,10305,9371,1168,1141,1089,476,482,477,255,258,255,,,,4.98,58592,74,103536,59,6,,,3010,3410,1662,78,22
"""51013100900""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,4298.00,1623.00,404.84,46,57,73,34,43,56,11,14,16,3.69,16.59,1.63,2,2,9139,8947,8568,17,17,17,11821,11562,10605,10231,9992,9087,1113,1090,1043,476,481,475,255,257,254,,,,4.01,61363,73,105929,59,5,,,3059,3821,1722,67,33
"""51013101000""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4.00,3398.00,1402.00,265.26,45,56,72,34,42,55,12,14,17,4.08,23.18,1.70,2,2,10563,10404,9994,19,19,19,12472,12185,11135,10650,10385,9401,1287,1267,1217,535,533,518,286,285,277,,,,5.29,56069,82,89842,62,7,,,2979,3236,2296,82,18
"""51013101100""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",5.00,6105.00,2345.00,534.88,47,58,74,35,44,58,11,14,16,4.20,21.21,1.58,2,1,10530,10381,10029,25,25,25,11928,11642,10636,9943,9680,8736,1283,1264,1221,702,698,679,376,374,363,,,,4.38,52444,65,79923,64,7,,,3138,3220,1939,69,31
"""51013101200""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,4202.00,1296.00,394.76,46,58,74,34,43,56,12,15,18,4.89,16.97,1.77,2,2,10744,10509,10066,15,15,15,12847,12566,11524,11137,10881,9897,1309,1280,1225,402,405,401,215,217,215,,,,3.28,59716,86,90130,61,9,,,3033,3376,1652,78,22
"""51013101300""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",6.00,6998.00,2424.00,616.22,47,59,76,36,45,59,12,14,17,3.62,15.84,1.68,2,2,8502,8351,7979,25,25,24,12294,12027,11028,10569,10324,9391,1036,1017,971,689,686,666,369,367,356,,,,3.93,71294,79,116398,56,9,,,3172,3455,752,84,16
"""51013101401""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1536.00,824.00,82.57,34,42,53,25,32,42,8,10,12,1.90,19.01,1.11,1,1,5298,5202,4999,38,38,37,8660,8447,7747,6962,6761,6107,645,634,609,1052,1052,1031,563,563,552,,,,9.98,71932,12,125238,55,6,,,2249,2886,2037,34,66
"""51013101402""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2443.00,1335.00,113.34,44,54,70,35,44,58,9,11,13,2.03,30.96,1.19,1,1,5955,5843,5571,36,36,36,9215,8992,8248,7489,7279,6588,725,712,678,1001,1001,981,536,536,525,,,,11.78,74683,13,135654,54,5,,,3117,3420,2691,63,37
"""51013101405""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,2083.00,1426.00,19.21,30,37,48,23,29,38,6,8,10,1.23,98.92,0.82,1,1,4191,4111,3913,45,45,44,6913,6758,6282,5171,5020,4581,510,501,476,1231,1237,1225,659,662,655,,,,74.22,78709,1,141532,53,3,,,2056,2302,1954,33,67
"""51013101406""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,2903.00,1772.00,58.80,35,44,56,28,35,46,7,8,10,1.42,84.79,0.89,1,1,4445,4357,4159,41,41,41,7250,7102,6609,5570,5428,4974,541,531,506,1139,1143,1129,609,612,604,,,,30.14,80261,2,149094,52,2,,,2502,2310,2492,25,75
"""51013101407""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",3.00,3705.00,2438.00,25.21,33,41,53,26,32,43,7,8,10,1.36,152.25,0.83,1,1,4265,4184,4001,51,51,50,7124,6962,6483,5206,5050,4609,519,510,487,1398,1402,1386,748,750,742,,,,96.69,76919,2,138146,54,4,,,2303,1495,2222,18,82
"""51013101408""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",2.00,451.00,252.00,26.17,33,41,52,26,33,43,6,8,9,1.38,38.79,0.82,1,1,3900,3827,3671,40,40,39,6712,6572,6117,5130,4998,4581,475,466,447,1107,1108,1089,592,593,583,,,,9.63,77486,0,136734,54,9,,,2328,,2328,14,86
