"geoid","measure","measure_type","region_name","region_type","value","year"
"51680001600","affordability index","index","Census Tract 16, Lynchburg city, Virginia","tract","49",2015
"51680001700","affordability index","index","Census Tract 17, Lynchburg city, Virginia","tract","50",2015
"51680001800","affordability index","index","Census Tract 18, Lynchburg city, Virginia","tract","50",2015
"51680001900","affordability index","index","Census Tract 19, Lynchburg city, Virginia","tract","40",2015
"51683910100","affordability index","index","Census Tract 9101, Manassas city, Virginia","tract","41",2015
"51683910201","affordability index","index","Census Tract 9102.01, Manassas city, Virginia","tract","36",2015
"51683910202","affordability index","index","Census Tract 9102.02, Manassas city, Virginia","tract","37",2015
"51683910301","affordability index","index","Census Tract 9103.01, Manassas city, Virginia","tract","34",2015
"51683910302","affordability index","index","Census Tract 9103.02, Manassas city, Virginia","tract","37",2015
"51683910401","affordability index","index","Census Tract 9104.01, Manassas city, Virginia","tract","34",2015
"51683910402","affordability index","index","Census Tract 9104.02, Manassas city, Virginia","tract","42",2015
"51685920100","affordability index","index","Census Tract 9201, Manassas Park city, Virginia","tract","38",2015
"51685920200","affordability index","index","Census Tract 9202, Manassas Park city, Virginia","tract","39",2015
"51690000100","affordability index","index","Census Tract 1, Martinsville city, Virginia","tract","57",2015
"51690000200","affordability index","index","Census Tract 2, Martinsville city, Virginia","tract","53",2015
"51690000300","affordability index","index","Census Tract 3, Martinsville city, Virginia","tract","51",2015
"51690000400","affordability index","index","Census Tract 4, Martinsville city, Virginia","tract","57",2015
"51690000500","affordability index","index","Census Tract 5, Martinsville city, Virginia","tract","76",2015
"51700030100","affordability index","index","Census Tract 301, Newport News city, Virginia","tract","28",2015
"51700030300","affordability index","index","Census Tract 303, Newport News city, Virginia","tract","38",2015
"51700030400","affordability index","index","Census Tract 304, Newport News city, Virginia","tract","35",2015
"51700030500","affordability index","index","Census Tract 305, Newport News city, Virginia","tract","41",2015
"51700030600","affordability index","index","Census Tract 306, Newport News city, Virginia","tract","37",2015
"51700030800","affordability index","index","Census Tract 308, Newport News city, Virginia","tract","38",2015
"51700030900","affordability index","index","Census Tract 309, Newport News city, Virginia","tract","37",2015
"51700031100","affordability index","index","Census Tract 311, Newport News city, Virginia","tract","43",2015
"51700031200","affordability index","index","Census Tract 312, Newport News city, Virginia","tract","35",2015
"51700031300","affordability index","index","Census Tract 313, Newport News city, Virginia","tract","42",2015
"51700031400","affordability index","index","Census Tract 314, Newport News city, Virginia","tract","45",2015
"51700031500","affordability index","index","Census Tract 315, Newport News city, Virginia","tract","47",2015
"51700031601","affordability index","index","Census Tract 316.01, Newport News city, Virginia","tract","46",2015
"51700031602","affordability index","index","Census Tract 316.02, Newport News city, Virginia","tract","47",2015
"51700031701","affordability index","index","Census Tract 317.01, Newport News city, Virginia","tract","48",2015
"51700031702","affordability index","index","Census Tract 317.02, Newport News city, Virginia","tract","46",2015
"51700031800","affordability index","index","Census Tract 318, Newport News city, Virginia","tract","62",2015
"51700031901","affordability index","index","Census Tract 319.01, Newport News city, Virginia","tract","58",2015
"51700031902","affordability index","index","Census Tract 319.02, Newport News city, Virginia","tract","49",2015
"51700032001","affordability index","index","Census Tract 320.01, Newport News city, Virginia","tract","62",2015
"51700032002","affordability index","index","Census Tract 320.02, Newport News city, Virginia","tract","55",2015
"51700032005","affordability index","index","Census Tract 320.05, Newport News city, Virginia","tract","53",2015
"51700032006","affordability index","index","Census Tract 320.06, Newport News city, Virginia","tract","36",2015
"51700032007","affordability index","index","Census Tract 320.07, Newport News city, Virginia","tract","49",2015
"51700032113","affordability index","index","Census Tract 321.13, Newport News city, Virginia","tract","37",2015
"51700032114","affordability index","index","Census Tract 321.14, Newport News city, Virginia","tract","50",2015
"51700032117","affordability index","index","Census Tract 321.17, Newport News city, Virginia","tract","41",2015
"51700032123","affordability index","index","Census Tract 321.23, Newport News city, Virginia","tract","43",2015
"51700032124","affordability index","index","Census Tract 321.24, Newport News city, Virginia","tract","46",2015
"51700032126","affordability index","index","Census Tract 321.26, Newport News city, Virginia","tract","40",2015
"51700032127","affordability index","index","Census Tract 321.27, Newport News city, Virginia","tract","39",2015
"51700032128","affordability index","index","Census Tract 321.28, Newport News city, Virginia","tract","40",2015
"51700032129","affordability index","index","Census Tract 321.29, Newport News city, Virginia","tract","42",2015
"51700032130","affordability index","index","Census Tract 321.30, Newport News city, Virginia","tract","53",2015
"51700032131","affordability index","index","Census Tract 321.31, Newport News city, Virginia","tract","54",2015
"51700032132","affordability index","index","Census Tract 321.32, Newport News city, Virginia","tract","44",2015
"51700032211","affordability index","index","Census Tract 322.11, Newport News city, Virginia","tract","55",2015
"51700032212","affordability index","index","Census Tract 322.12, Newport News city, Virginia","tract","39",2015
"51700032223","affordability index","index","Census Tract 322.23, Newport News city, Virginia","tract","44",2015
"51700032224","affordability index","index","Census Tract 322.24, Newport News city, Virginia","tract","45",2015
"51700032225","affordability index","index","Census Tract 322.25, Newport News city, Virginia","tract","40",2015
"51700032226","affordability index","index","Census Tract 322.26, Newport News city, Virginia","tract","41",2015
"51700032300","affordability index","index","Census Tract 323, Newport News city, Virginia","tract","48",2015
"51700032400","affordability index","index","Census Tract 324, Newport News city, Virginia","tract","46",2015
"51710000100","affordability index","index","Census Tract 1, Norfolk city, Virginia","tract","43",2015
"51710000201","affordability index","index","Census Tract 2.01, Norfolk city, Virginia","tract","40",2015
"51710000202","affordability index","index","Census Tract 2.02, Norfolk city, Virginia","tract","44",2015
"51710000300","affordability index","index","Census Tract 3, Norfolk city, Virginia","tract","42",2015
"51710000400","affordability index","index","Census Tract 4, Norfolk city, Virginia","tract","40",2015
"51710000500","affordability index","index","Census Tract 5, Norfolk city, Virginia","tract","45",2015
"51710000600","affordability index","index","Census Tract 6, Norfolk city, Virginia","tract","41",2015
"51710000700","affordability index","index","Census Tract 7, Norfolk city, Virginia","tract","50",2015
"51710000800","affordability index","index","Census Tract 8, Norfolk city, Virginia","tract","44",2015
"51710000901","affordability index","index","Census Tract 9.01, Norfolk city, Virginia","tract","47",2015
"51710000902","affordability index","index","Census Tract 9.02, Norfolk city, Virginia","tract","47",2015
"51710001100","affordability index","index","Census Tract 11, Norfolk city, Virginia","tract","37",2015
"51710001200","affordability index","index","Census Tract 12, Norfolk city, Virginia","tract","58",2015
"51710001300","affordability index","index","Census Tract 13, Norfolk city, Virginia","tract","37",2015
"51710001400","affordability index","index","Census Tract 14, Norfolk city, Virginia","tract","43",2015
"51710001500","affordability index","index","Census Tract 15, Norfolk city, Virginia","tract","46",2015
"51710001600","affordability index","index","Census Tract 16, Norfolk city, Virginia","tract","39",2015
"51710001700","affordability index","index","Census Tract 17, Norfolk city, Virginia","tract","40",2015
"51710002000","affordability index","index","Census Tract 20, Norfolk city, Virginia","tract","49",2015
"51710002100","affordability index","index","Census Tract 21, Norfolk city, Virginia","tract","59",2015
"51710002200","affordability index","index","Census Tract 22, Norfolk city, Virginia","tract","61",2015
"51710002300","affordability index","index","Census Tract 23, Norfolk city, Virginia","tract","58",2015
"51710002400","affordability index","index","Census Tract 24, Norfolk city, Virginia","tract","66",2015
"51710002500","affordability index","index","Census Tract 25, Norfolk city, Virginia","tract","42",2015
"51710002600","affordability index","index","Census Tract 26, Norfolk city, Virginia","tract","40",2015
"51710002700","affordability index","index","Census Tract 27, Norfolk city, Virginia","tract","42",2015
"51710002800","affordability index","index","Census Tract 28, Norfolk city, Virginia","tract","52",2015
"51710002900","affordability index","index","Census Tract 29, Norfolk city, Virginia","tract","39",2015
"51710003000","affordability index","index","Census Tract 30, Norfolk city, Virginia","tract","48",2015
"51710003100","affordability index","index","Census Tract 31, Norfolk city, Virginia","tract","43",2015
"51710003200","affordability index","index","Census Tract 32, Norfolk city, Virginia","tract","46",2015
"51710003300","affordability index","index","Census Tract 33, Norfolk city, Virginia","tract","44",2015
"51710003400","affordability index","index","Census Tract 34, Norfolk city, Virginia","tract","45",2015
"51710003501","affordability index","index","Census Tract 35.01, Norfolk city, Virginia","tract","33",2015
"51710003600","affordability index","index","Census Tract 36, Norfolk city, Virginia","tract","47",2015
"51710003700","affordability index","index","Census Tract 37, Norfolk city, Virginia","tract","41",2015
"51710003800","affordability index","index","Census Tract 38, Norfolk city, Virginia","tract","50",2015
"51710004001","affordability index","index","Census Tract 40.01, Norfolk city, Virginia","tract","52",2015
"51710004002","affordability index","index","Census Tract 40.02, Norfolk city, Virginia","tract","46",2015
"51710004100","affordability index","index","Census Tract 41, Norfolk city, Virginia","tract","18",2015
"51710004200","affordability index","index","Census Tract 42, Norfolk city, Virginia","tract","20",2015
"51710004300","affordability index","index","Census Tract 43, Norfolk city, Virginia","tract","33",2015
"51710004400","affordability index","index","Census Tract 44, Norfolk city, Virginia","tract","47",2015
"51710004500","affordability index","index","Census Tract 45, Norfolk city, Virginia","tract","53",2015
"51710004600","affordability index","index","Census Tract 46, Norfolk city, Virginia","tract","36",2015
"51710004700","affordability index","index","Census Tract 47, Norfolk city, Virginia","tract","46",2015
"51710004800","affordability index","index","Census Tract 48, Norfolk city, Virginia","tract","21",2015
"51710004900","affordability index","index","Census Tract 49, Norfolk city, Virginia","tract","48",2015
"51710005000","affordability index","index","Census Tract 50, Norfolk city, Virginia","tract","40",2015
"51710005100","affordability index","index","Census Tract 51, Norfolk city, Virginia","tract","37",2015
"51710005500","affordability index","index","Census Tract 55, Norfolk city, Virginia","tract","44",2015
"51710005601","affordability index","index","Census Tract 56.01, Norfolk city, Virginia","tract","52",2015
"51710005602","affordability index","index","Census Tract 56.02, Norfolk city, Virginia","tract","47",2015
"51710005701","affordability index","index","Census Tract 57.01, Norfolk city, Virginia","tract","38",2015
"51710005702","affordability index","index","Census Tract 57.02, Norfolk city, Virginia","tract","47",2015
"51710005800","affordability index","index","Census Tract 58, Norfolk city, Virginia","tract","38",2015
"51710005901","affordability index","index","Census Tract 59.01, Norfolk city, Virginia","tract","39",2015
"51710005902","affordability index","index","Census Tract 59.02, Norfolk city, Virginia","tract","44",2015
"51710005903","affordability index","index","Census Tract 59.03, Norfolk city, Virginia","tract","45",2015
"51710006000","affordability index","index","Census Tract 60, Norfolk city, Virginia","tract","47",2015
"51710006100","affordability index","index","Census Tract 61, Norfolk city, Virginia","tract","44",2015
"51710006200","affordability index","index","Census Tract 62, Norfolk city, Virginia","tract","46",2015
"51710006400","affordability index","index","Census Tract 64, Norfolk city, Virginia","tract","47",2015
"51710006501","affordability index","index","Census Tract 65.01, Norfolk city, Virginia","tract","40",2015
"51710006502","affordability index","index","Census Tract 65.02, Norfolk city, Virginia","tract","53",2015
"51710006601","affordability index","index","Census Tract 66.01, Norfolk city, Virginia","tract","55",2015
"51710006602","affordability index","index","Census Tract 66.02, Norfolk city, Virginia","tract","51",2015
"51710006603","affordability index","index","Census Tract 66.03, Norfolk city, Virginia","tract","51",2015
"51710006604","affordability index","index","Census Tract 66.04, Norfolk city, Virginia","tract","44",2015
"51710006605","affordability index","index","Census Tract 66.05, Norfolk city, Virginia","tract","51",2015
"51710006606","affordability index","index","Census Tract 66.06, Norfolk city, Virginia","tract","47",2015
"51710006607","affordability index","index","Census Tract 66.07, Norfolk city, Virginia","tract","52",2015
"51710006800","affordability index","index","Census Tract 68, Norfolk city, Virginia","tract","48",2015
"51710006901","affordability index","index","Census Tract 69.01, Norfolk city, Virginia","tract","42",2015
"51710006902","affordability index","index","Census Tract 69.02, Norfolk city, Virginia","tract","49",2015
"51710007001","affordability index","index","Census Tract 70.01, Norfolk city, Virginia","tract","43",2015
"51710007002","affordability index","index","Census Tract 70.02, Norfolk city, Virginia","tract","48",2015
"51710980100","affordability index","index","Census Tract 9801, Norfolk city, Virginia","tract",NA,2015
"51710980200","affordability index","index","Census Tract 9802, Norfolk city, Virginia","tract",NA,2015
"51710980300","affordability index","index","Census Tract 9803, Norfolk city, Virginia","tract",NA,2015
"51720960100","affordability index","index","Census Tract 9601, Norton city, Virginia","tract","52",2015
"51730810100","affordability index","index","Census Tract 8101, Petersburg city, Virginia","tract","34",2015
"51730810300","affordability index","index","Census Tract 8103, Petersburg city, Virginia","tract","37",2015
"51730810400","affordability index","index","Census Tract 8104, Petersburg city, Virginia","tract","36",2015
"51730810500","affordability index","index","Census Tract 8105, Petersburg city, Virginia","tract","38",2015
"51730810600","affordability index","index","Census Tract 8106, Petersburg city, Virginia","tract","33",2015
"51730810700","affordability index","index","Census Tract 8107, Petersburg city, Virginia","tract","32",2015
"51730810900","affordability index","index","Census Tract 8109, Petersburg city, Virginia","tract","43",2015
"51730811000","affordability index","index","Census Tract 8110, Petersburg city, Virginia","tract","41",2015
"51730811100","affordability index","index","Census Tract 8111, Petersburg city, Virginia","tract","44",2015
"51730811200","affordability index","index","Census Tract 8112, Petersburg city, Virginia","tract","40",2015
"51730811300","affordability index","index","Census Tract 8113, Petersburg city, Virginia","tract","35",2015
"51735340100","affordability index","index","Census Tract 3401, Poquoson city, Virginia","tract","67",2015
"51735340200","affordability index","index","Census Tract 3402, Poquoson city, Virginia","tract","60",2015
"51735340300","affordability index","index","Census Tract 3403, Poquoson city, Virginia","tract","59",2015
"51740210200","affordability index","index","Census Tract 2102, Portsmouth city, Virginia","tract","44",2015
"51740210300","affordability index","index","Census Tract 2103, Portsmouth city, Virginia","tract","50",2015
"51740210400","affordability index","index","Census Tract 2104, Portsmouth city, Virginia","tract","48",2015
"51740210500","affordability index","index","Census Tract 2105, Portsmouth city, Virginia","tract","32",2015
"51740210600","affordability index","index","Census Tract 2106, Portsmouth city, Virginia","tract","48",2015
"51740210900","affordability index","index","Census Tract 2109, Portsmouth city, Virginia","tract","44",2015
"51740211100","affordability index","index","Census Tract 2111, Portsmouth city, Virginia","tract","37",2015
"51740211400","affordability index","index","Census Tract 2114, Portsmouth city, Virginia","tract","41",2015
"51740211500","affordability index","index","Census Tract 2115, Portsmouth city, Virginia","tract","39",2015
"51740211600","affordability index","index","Census Tract 2116, Portsmouth city, Virginia","tract","45",2015
"51740211700","affordability index","index","Census Tract 2117, Portsmouth city, Virginia","tract","44",2015
"51740211800","affordability index","index","Census Tract 2118, Portsmouth city, Virginia","tract","30",2015
"51740211900","affordability index","index","Census Tract 2119, Portsmouth city, Virginia","tract","46",2015
"51740212000","affordability index","index","Census Tract 2120, Portsmouth city, Virginia","tract","42",2015
"51740212100","affordability index","index","Census Tract 2121, Portsmouth city, Virginia","tract","30",2015
"51740212300","affordability index","index","Census Tract 2123, Portsmouth city, Virginia","tract","44",2015
"51740212400","affordability index","index","Census Tract 2124, Portsmouth city, Virginia","tract","39",2015
"51740212500","affordability index","index","Census Tract 2125, Portsmouth city, Virginia","tract","50",2015
"51740212600","affordability index","index","Census Tract 2126, Portsmouth city, Virginia","tract","45",2015
"51740212701","affordability index","index","Census Tract 2127.01, Portsmouth city, Virginia","tract","52",2015
"51740212702","affordability index","index","Census Tract 2127.02, Portsmouth city, Virginia","tract","46",2015
"51740212801","affordability index","index","Census Tract 2128.01, Portsmouth city, Virginia","tract","41",2015
"51740212802","affordability index","index","Census Tract 2128.02, Portsmouth city, Virginia","tract","53",2015
"51740212900","affordability index","index","Census Tract 2129, Portsmouth city, Virginia","tract","49",2015
"51740213001","affordability index","index","Census Tract 2130.01, Portsmouth city, Virginia","tract","56",2015
"51740213002","affordability index","index","Census Tract 2130.02, Portsmouth city, Virginia","tract","54",2015
"51740213101","affordability index","index","Census Tract 2131.01, Portsmouth city, Virginia","tract","40",2015
"51740213103","affordability index","index","Census Tract 2131.03, Portsmouth city, Virginia","tract","50",2015
"51740213104","affordability index","index","Census Tract 2131.04, Portsmouth city, Virginia","tract","57",2015
"51740213200","affordability index","index","Census Tract 2132, Portsmouth city, Virginia","tract","45",2015
"51740980100","affordability index","index","Census Tract 9801, Portsmouth city, Virginia","tract",NA,2015
"51750010101","affordability index","index","Census Tract 101.01, Radford city, Virginia","tract","50",2015
"51750010102","affordability index","index","Census Tract 101.02, Radford city, Virginia","tract","48",2015
"51750010200","affordability index","index","Census Tract 102, Radford city, Virginia","tract","54",2015
"51760010200","affordability index","index","Census Tract 102, Richmond city, Virginia","tract","48",2015
"51760010300","affordability index","index","Census Tract 103, Richmond city, Virginia","tract","34",2015
"51760010401","affordability index","index","Census Tract 104.01, Richmond city, Virginia","tract","44",2015
"51760010402","affordability index","index","Census Tract 104.02, Richmond city, Virginia","tract","44",2015
"51760010500","affordability index","index","Census Tract 105, Richmond city, Virginia","tract","43",2015
"51760010600","affordability index","index","Census Tract 106, Richmond city, Virginia","tract","44",2015
"51760010700","affordability index","index","Census Tract 107, Richmond city, Virginia","tract","40",2015
"51760010800","affordability index","index","Census Tract 108, Richmond city, Virginia","tract","42",2015
"51760010900","affordability index","index","Census Tract 109, Richmond city, Virginia","tract","41",2015
"51760011000","affordability index","index","Census Tract 110, Richmond city, Virginia","tract","42",2015
"51760011100","affordability index","index","Census Tract 111, Richmond city, Virginia","tract","39",2015
"51760020100","affordability index","index","Census Tract 201, Richmond city, Virginia","tract","23",2015
"51760020200","affordability index","index","Census Tract 202, Richmond city, Virginia","tract","24",2015
"51760020300","affordability index","index","Census Tract 203, Richmond city, Virginia","tract","39",2015
"51760020400","affordability index","index","Census Tract 204, Richmond city, Virginia","tract","23",2015
"51760020500","affordability index","index","Census Tract 205, Richmond city, Virginia","tract","36",2015
"51760020600","affordability index","index","Census Tract 206, Richmond city, Virginia","tract","41",2015
"51760020700","affordability index","index","Census Tract 207, Richmond city, Virginia","tract","32",2015
"51760020800","affordability index","index","Census Tract 208, Richmond city, Virginia","tract","49",2015
"51760020900","affordability index","index","Census Tract 209, Richmond city, Virginia","tract","38",2015
"51760021000","affordability index","index","Census Tract 210, Richmond city, Virginia","tract","34",2015
"51760021100","affordability index","index","Census Tract 211, Richmond city, Virginia","tract","41",2015
"51760021200","affordability index","index","Census Tract 212, Richmond city, Virginia","tract","38",2015
"51760030100","affordability index","index","Census Tract 301, Richmond city, Virginia","tract","18",2015
"51760030200","affordability index","index","Census Tract 302, Richmond city, Virginia","tract","34",2015
"51760030500","affordability index","index","Census Tract 305, Richmond city, Virginia","tract","35",2015
"51760040200","affordability index","index","Census Tract 402, Richmond city, Virginia","tract","38",2015
"51760040300","affordability index","index","Census Tract 403, Richmond city, Virginia","tract","42",2015
"51760040400","affordability index","index","Census Tract 404, Richmond city, Virginia","tract","42",2015
"51760040500","affordability index","index","Census Tract 405, Richmond city, Virginia","tract","42",2015
"51760040600","affordability index","index","Census Tract 406, Richmond city, Virginia","tract","33",2015
"51760040700","affordability index","index","Census Tract 407, Richmond city, Virginia","tract","42",2015
"51760040800","affordability index","index","Census Tract 408, Richmond city, Virginia","tract","44",2015
"51760040900","affordability index","index","Census Tract 409, Richmond city, Virginia","tract","43",2015
"51760041000","affordability index","index","Census Tract 410, Richmond city, Virginia","tract","49",2015
"51760041100","affordability index","index","Census Tract 411, Richmond city, Virginia","tract","41",2015
"51760041200","affordability index","index","Census Tract 412, Richmond city, Virginia","tract","46",2015
"51760041300","affordability index","index","Census Tract 413, Richmond city, Virginia","tract","37",2015
"51760041400","affordability index","index","Census Tract 414, Richmond city, Virginia","tract","42",2015
"51760041600","affordability index","index","Census Tract 416, Richmond city, Virginia","tract","55",2015
"51760050100","affordability index","index","Census Tract 501, Richmond city, Virginia","tract","45",2015
"51760050200","affordability index","index","Census Tract 502, Richmond city, Virginia","tract","57",2015
"51760050300","affordability index","index","Census Tract 503, Richmond city, Virginia","tract","52",2015
"51760050400","affordability index","index","Census Tract 504, Richmond city, Virginia","tract","68",2015
"51760050500","affordability index","index","Census Tract 505, Richmond city, Virginia","tract","54",2015
"51760050600","affordability index","index","Census Tract 506, Richmond city, Virginia","tract","95",2015
"51760060200","affordability index","index","Census Tract 602, Richmond city, Virginia","tract","40",2015
"51760060400","affordability index","index","Census Tract 604, Richmond city, Virginia","tract","36",2015
"51760060500","affordability index","index","Census Tract 605, Richmond city, Virginia","tract","40",2015
"51760060600","affordability index","index","Census Tract 606, Richmond city, Virginia","tract","52",2015
"51760060700","affordability index","index","Census Tract 607, Richmond city, Virginia","tract","35",2015
"51760060800","affordability index","index","Census Tract 608, Richmond city, Virginia","tract","38",2015
"51760060900","affordability index","index","Census Tract 609, Richmond city, Virginia","tract","39",2015
"51760061000","affordability index","index","Census Tract 610, Richmond city, Virginia","tract","34",2015
"51760070100","affordability index","index","Census Tract 701, Richmond city, Virginia","tract","55",2015
"51760070300","affordability index","index","Census Tract 703, Richmond city, Virginia","tract","45",2015
"51760070400","affordability index","index","Census Tract 704, Richmond city, Virginia","tract","53",2015
"51760070601","affordability index","index","Census Tract 706.01, Richmond city, Virginia","tract","34",2015
"51760070602","affordability index","index","Census Tract 706.02, Richmond city, Virginia","tract","41",2015
"51760070700","affordability index","index","Census Tract 707, Richmond city, Virginia","tract","39",2015
"51760070801","affordability index","index","Census Tract 708.01, Richmond city, Virginia","tract","41",2015
"51760070802","affordability index","index","Census Tract 708.02, Richmond city, Virginia","tract","44",2015
"51760070900","affordability index","index","Census Tract 709, Richmond city, Virginia","tract","38",2015
"51760071001","affordability index","index","Census Tract 710.01, Richmond city, Virginia","tract","35",2015
"51760071002","affordability index","index","Census Tract 710.02, Richmond city, Virginia","tract","37",2015
"51760071100","affordability index","index","Census Tract 711, Richmond city, Virginia","tract","40",2015
"51770000100","affordability index","index","Census Tract 1, Roanoke city, Virginia","tract","42",2015
"51770000300","affordability index","index","Census Tract 3, Roanoke city, Virginia","tract","46",2015
"51770000400","affordability index","index","Census Tract 4, Roanoke city, Virginia","tract","47",2015
"51770000500","affordability index","index","Census Tract 5, Roanoke city, Virginia","tract","42",2015
"51770000601","affordability index","index","Census Tract 6.01, Roanoke city, Virginia","tract","46",2015
"51770000602","affordability index","index","Census Tract 6.02, Roanoke city, Virginia","tract","46",2015
"51770000900","affordability index","index","Census Tract 9, Roanoke city, Virginia","tract","34",2015
"51770001000","affordability index","index","Census Tract 10, Roanoke city, Virginia","tract","38",2015
"51770001100","affordability index","index","Census Tract 11, Roanoke city, Virginia","tract","44",2015
"51770001200","affordability index","index","Census Tract 12, Roanoke city, Virginia","tract","38",2015
"51770001800","affordability index","index","Census Tract 18, Roanoke city, Virginia","tract","46",2015
"51770001900","affordability index","index","Census Tract 19, Roanoke city, Virginia","tract","44",2015
"51770002100","affordability index","index","Census Tract 21, Roanoke city, Virginia","tract","49",2015
"51770002200","affordability index","index","Census Tract 22, Roanoke city, Virginia","tract","48",2015
"51770002300","affordability index","index","Census Tract 23, Roanoke city, Virginia","tract","48",2015
"51770002400","affordability index","index","Census Tract 24, Roanoke city, Virginia","tract","46",2015
"51770002500","affordability index","index","Census Tract 25, Roanoke city, Virginia","tract","37",2015
"51770002600","affordability index","index","Census Tract 26, Roanoke city, Virginia","tract","41",2015
"51770002700","affordability index","index","Census Tract 27, Roanoke city, Virginia","tract","41",2015
"51770002800","affordability index","index","Census Tract 28, Roanoke city, Virginia","tract","45",2015
"51770002900","affordability index","index","Census Tract 29, Roanoke city, Virginia","tract","66",2015
"51770003000","affordability index","index","Census Tract 30, Roanoke city, Virginia","tract","48",2015
"51770003100","affordability index","index","Census Tract 31, Roanoke city, Virginia","tract","51",2015
"51775010100","affordability index","index","Census Tract 101, Salem city, Virginia","tract","51",2015
"51775010200","affordability index","index","Census Tract 102, Salem city, Virginia","tract","52",2015
"51775010300","affordability index","index","Census Tract 103, Salem city, Virginia","tract","43",2015
"51775010501","affordability index","index","Census Tract 105.01, Salem city, Virginia","tract","51",2015
"51775010502","affordability index","index","Census Tract 105.02, Salem city, Virginia","tract","52",2015
"51790000100","affordability index","index","Census Tract 1, Staunton city, Virginia","tract","43",2015
"51790000200","affordability index","index","Census Tract 2, Staunton city, Virginia","tract","42",2015
"51790000300","affordability index","index","Census Tract 3, Staunton city, Virginia","tract","50",2015
"51790000400","affordability index","index","Census Tract 4, Staunton city, Virginia","tract","45",2015
"51790000500","affordability index","index","Census Tract 5, Staunton city, Virginia","tract","51",2015
"51790000600","affordability index","index","Census Tract 6, Staunton city, Virginia","tract","49",2015
"51800065100","affordability index","index","Census Tract 651, Suffolk city, Virginia","tract","42",2015
"51800065200","affordability index","index","Census Tract 652, Suffolk city, Virginia","tract","48",2015
"51800065300","affordability index","index","Census Tract 653, Suffolk city, Virginia","tract","47",2015
"51800065400","affordability index","index","Census Tract 654, Suffolk city, Virginia","tract","39",2015
"51800065500","affordability index","index","Census Tract 655, Suffolk city, Virginia","tract","42",2015
"51800075101","affordability index","index","Census Tract 751.01, Suffolk city, Virginia","tract","59",2015
"51800075102","affordability index","index","Census Tract 751.02, Suffolk city, Virginia","tract","73",2015
"51800075201","affordability index","index","Census Tract 752.01, Suffolk city, Virginia","tract","66",2015
"51800075202","affordability index","index","Census Tract 752.02, Suffolk city, Virginia","tract","74",2015
"51800075203","affordability index","index","Census Tract 752.03, Suffolk city, Virginia","tract","66",2015
"51800075204","affordability index","index","Census Tract 752.04, Suffolk city, Virginia","tract","52",2015
"51800075301","affordability index","index","Census Tract 753.01, Suffolk city, Virginia","tract","63",2015
"51800075302","affordability index","index","Census Tract 753.02, Suffolk city, Virginia","tract","55",2015
"51800075401","affordability index","index","Census Tract 754.01, Suffolk city, Virginia","tract","52",2015
"51800075402","affordability index","index","Census Tract 754.02, Suffolk city, Virginia","tract","60",2015
"51800075403","affordability index","index","Census Tract 754.03, Suffolk city, Virginia","tract","56",2015
"51800075404","affordability index","index","Census Tract 754.04, Suffolk city, Virginia","tract","56",2015
"51800075405","affordability index","index","Census Tract 754.05, Suffolk city, Virginia","tract","65",2015
"51800075501","affordability index","index","Census Tract 755.01, Suffolk city, Virginia","tract","53",2015
"51800075502","affordability index","index","Census Tract 755.02, Suffolk city, Virginia","tract","63",2015
"51800075601","affordability index","index","Census Tract 756.01, Suffolk city, Virginia","tract","46",2015
"51800075602","affordability index","index","Census Tract 756.02, Suffolk city, Virginia","tract","55",2015
"51800075701","affordability index","index","Census Tract 757.01, Suffolk city, Virginia","tract","43",2015
"51800075702","affordability index","index","Census Tract 757.02, Suffolk city, Virginia","tract","56",2015
"51800075703","affordability index","index","Census Tract 757.03, Suffolk city, Virginia","tract","56",2015
"51800075801","affordability index","index","Census Tract 758.01, Suffolk city, Virginia","tract","57",2015
"51800075802","affordability index","index","Census Tract 758.02, Suffolk city, Virginia","tract","62",2015
"51800075803","affordability index","index","Census Tract 758.03, Suffolk city, Virginia","tract","54",2015
"51810040000","affordability index","index","Census Tract 400, Virginia Beach city, Virginia","tract","47",2015
"51810040200","affordability index","index","Census Tract 402, Virginia Beach city, Virginia","tract","41",2015
"51810040402","affordability index","index","Census Tract 404.02, Virginia Beach city, Virginia","tract","41",2015
"51810040403","affordability index","index","Census Tract 404.03, Virginia Beach city, Virginia","tract","45",2015
"51810040404","affordability index","index","Census Tract 404.04, Virginia Beach city, Virginia","tract","57",2015
"51810040600","affordability index","index","Census Tract 406, Virginia Beach city, Virginia","tract","41",2015
"51810040801","affordability index","index","Census Tract 408.01, Virginia Beach city, Virginia","tract","46",2015
"51810040802","affordability index","index","Census Tract 408.02, Virginia Beach city, Virginia","tract","52",2015
"51810041002","affordability index","index","Census Tract 410.02, Virginia Beach city, Virginia","tract","41",2015
"51810041003","affordability index","index","Census Tract 410.03, Virginia Beach city, Virginia","tract","49",2015
"51810041004","affordability index","index","Census Tract 410.04, Virginia Beach city, Virginia","tract","50",2015
"51810041200","affordability index","index","Census Tract 412, Virginia Beach city, Virginia","tract","46",2015
"51810041400","affordability index","index","Census Tract 414, Virginia Beach city, Virginia","tract","68",2015
"51810041600","affordability index","index","Census Tract 416, Virginia Beach city, Virginia","tract","62",2015
"51810041801","affordability index","index","Census Tract 418.01, Virginia Beach city, Virginia","tract","49",2015
"51810041802","affordability index","index","Census Tract 418.02, Virginia Beach city, Virginia","tract","57",2015
