geoid,gini,scaled
51047930400,0.478,0.496865455714516
51700032002,0.301,0.781385629320045
51087200404,0.3583,0.689278251085035
51550020200,0.3465,0.708246262658737
51059482507,0.267,0.836039221990034
51760020200,0.4968,0.466645233885228
51760060900,0.4355,0.565182446552001
51059461801,0.2886,0.801318116058511
51171040202,0.3677,0.674168140170391
51760021200,0.4327,0.569683330654236
51153901419,0.4311,0.572255264426941
51059480501,0.3418,0.715801318116059
51059482203,0.4511,0.540106092268124
51087200134,0.4799,0.493811284359428
51700030900,0.4386,0.560199324867385
51550020100,0.4447,0.550393827358946
51059481202,0.4459,0.548464877029416
51059440600,0.3699,0.670631731232921
51059420202,0.2864,0.804854524995981
51013101701,0.3401,0.718533997749558
51041100935,0.3786,0.656646841343835
51107611701,0.3691,0.671917698119274
51710004400,0.4403,0.557466645233885
51057950600,0.4396,0.558591866259444
51169030400,0.4362,0.564057225526443
51710006400,0.4609,0.524352997910304
51153900803,0.3467,0.707924770937148
51740212100,0.4136,0.600385790065906
51760070902,0.3659,0.677061565664684
51013101704,0.3574,0.690724963832181
51185020700,0.3835,0.648770294164925
51685920201,0.2522,0.859829609387558
51760060600,0.4474,0.546053689117505
51179010211,0.3928,0.633820929111075
51710002200,0.4217,0.587365375341585
51680000400,0.4156,0.597170872850024
51059480505,0.3502,0.702298665809355
51790000300,0.4461,0.548143385307828
51760040500,0.5674,0.353158656164604
51680001603,0.4237,0.584150458125703
51710004300,0.4358,0.564700208969619
51710002100,0.5555,0.3722874135991
51810046219,0.2593,0.848416653271178
51550021303,0.3405,0.717891014306382
51017920101,0.4231,0.585114933290468
51710006902,0.3582,0.689438996945829
51700032227,0.3228,0.746343031666935
51550021401,0.4009,0.620800514386755
51013101405,0.3752,0.662112200610834
51059980100,,
51520020201,0.5746,0.34158495418743
51760020800,0.4288,0.575952419225205
51027010100,0.4741,0.503134544285485
51059452801,0.5546,0.373734126346247
51013101407,0.3701,0.670310239511333
51650010503,0.4379,0.561324545892943
51550020003,0.3934,0.632856453946311
51111930100,0.4046,0.614852917537373
51059481106,0.345,0.710657450570648
51059451200,0.3744,0.663398167497187
51810045430,0.3814,0.652145957241601
51770003100,0.3674,0.674650377752773
51760020501,0.3719,0.667416814017039
51810041803,0.2979,0.786368751004662
51760050300,0.4902,0.477254460697637
51013101601,0.463,0.520977334833628
51087200412,0.4681,0.51277929593313
51760041300,0.4251,0.581900016074586
51550020500,0.3605,0.685741842147565
51183870202,,
51810046211,0.3185,0.75325510368108
51770002600,0.469,0.511332583185983
51800075205,0.4231,0.585114933290468
51059480201,0.4249,0.582221507796174
51059420600,0.3846,0.64700208969619
51810045414,0.3816,0.651824465520013
51550020812,0.5715,0.346568075872046
51740212000,0.4037,0.61629963028452
51013102600,0.3959,0.628837807426459
51087200413,0.3603,0.686063333869153
51097950400,0.4313,0.571933772705353
51700032133,0.3467,0.707924770937148
51013102903,0.2828,0.810641375984569
51087200305,0.4086,0.60842308310561
51087200151,0.3881,0.641375984568397
51179010214,0.339,0.720302202218293
51685920100,0.3712,0.668542035042598
51810044201,0.3479,0.705995820607619
51155980200,,
51059481701,0.3698,0.670792477093715
51710005100,0.4972,0.466002250442051
51041100206,0.3318,0.731875904195467
51107611016,0.4523,0.538177141938595
51760060200,0.4017,0.619514547500402
51760050500,0.5061,0.451695868831378
51680000500,0.4307,0.572898247870117
51610500100,0.4266,0.579488828162675
51710007001,0.3261,0.74103841826073
51810043600,0.4534,0.53640893746986
51510202001,0.4136,0.600385790065906
51710005702,0.3267,0.740073943095965
51710004100,0.5292,0.414563574987944
51700030600,0.3919,0.635267641858222
51740212801,0.3411,0.716926539141617
51550021605,0.4064,0.61195949204308
51081880102,,
51059420100,0.349,0.704227616138885
51550020809,0.4103,0.605690403472111
51199050203,0.2987,0.785082784118309
51710003700,0.4407,0.556823661790709
51510200304,0.456,0.532229545089214
51810046223,0.3265,0.740395434817553
51570830200,0.4992,0.46278733322617
51013101602,0.3546,0.695225847934416
51085321003,0.337,0.723517119434175
51101950101,0.3902,0.638000321491722
51153901209,0.403,0.617424851310079
51059440201,0.369,0.672078443980068
51540000201,0.5093,0.446552001285967
51153901005,0.3267,0.740073943095965
51059452502,0.4065,0.611798746182286
51153900302,0.3557,0.693457643465681
51650010312,0.3689,0.672239189840862
51013101401,0.4106,0.605208165889728
51013101703,0.4068,0.611316508599904
51013101705,0.3671,0.675132615335155
51013102804,0.4281,0.577077640250764
51510201804,0.4185,0.592509242886996
51059452301,0.4529,0.537212666773831
51770002502,0.4369,0.562932004500884
51650010701,0.4773,0.497990676740074
51019030501,0.3216,0.748271981996464
51800065402,0.5025,0.457482719819965
51069050804,0.3231,0.745860794084552
51083930400,0.4097,0.606654878636875
51059491501,0.3533,0.697315544124739
51650010702,0.4954,0.468895675936345
51760010202,0.4672,0.514226008680276
51510200202,0.3626,0.682366179070889
51003010100,0.532,0.41006269088571
51041100406,0.3686,0.672721427423244
51700032223,0.4073,0.610512779295933
51041100210,0.3381,0.72174891496544
51760070901,0.4308,0.572737502009323
51107611804,0.389,0.639929271821251
51510200409,0.4129,0.601511011091465
51680001100,0.4606,0.524835235492686
51670820600,0.4049,0.614370679954991
51760011100,0.4788,0.495579488828163
51059461606,0.3326,0.730589937309114
51510200110,0.3353,0.726249799067674
51710006603,0.5195,0.43015592348497
51059452102,0.3968,0.627391094679312
51740213001,0.5017,0.458768686706317
51059430600,0.4041,0.615656646841344
51153900702,0.3939,0.632052724642341
51700032130,0.2971,0.787654717891014
51013101900,0.3837,0.648448802443337
51001990100,,
51041100806,0.4085,0.608583828966404
51059471000,0.3863,0.644269410062691
51059440701,0.3276,0.738627230348819
51059491405,0.3097,0.76740073943096
51700032007,0.4294,0.57498794406044
51740211700,0.3086,0.769168943899695
51059480204,0.396,0.628677061565665
51013101000,0.3749,0.662594438193217
51059471203,0.4556,0.53287252853239
51810044600,0.5427,0.392862883780743
51760030100,0.3524,0.698762256871886
51013100600,0.4481,0.544928468091947
51059422401,0.3089,0.768686706317312
