"geoid","measure","year","value"
"51013102001","employment_access",2015,"119078"
"51013102002","employment_access",2015,"130141"
"51013102003","employment_access",2015,"118776"
"51013102100","employment_access",2015,"87364"
"51013102200","employment_access",2015,"86266"
"51013102301","employment_access",2015,"107266"
"51013102302","employment_access",2015,"96908"
"51013102400","employment_access",2015,"125735"
"51013102500","employment_access",2015,"121688"
"51013102600","employment_access",2015,"95311"
"51013102701","employment_access",2015,"92286"
"51013102702","employment_access",2015,"90528"
"51013102801","employment_access",2015,"86999"
"51013102802","employment_access",2015,"88213"
"51013102901","employment_access",2015,"84515"
"51013102902","employment_access",2015,"83482"
"51013103000","employment_access",2015,"79104"
"51013103100","employment_access",2015,"94751"
"51013103200","employment_access",2015,"111319"
"51013103300","employment_access",2015,"121635"
"51013103401","employment_access",2015,"150729"
"51013103402","employment_access",2015,"120756"
"51013103501","employment_access",2015,"131889"
"51013103502","employment_access",2015,"132184"
"51013103503","employment_access",2015,"133029"
"51013103601","employment_access",2015,"117550"
"51013103602","employment_access",2015,"118848"
"51013103700","employment_access",2015,"113597"
"51013103800","employment_access",2015,"99957"
"51013980100","employment_access",2015,"194007"
"51013980200","employment_access",2015,"122378"
"51015070100","employment_access",2015,"1518"
"51015070200","employment_access",2015,"1936"
"51015070300","employment_access",2015,"2668"
"51015070400","employment_access",2015,"2259"
"51015070500","employment_access",2015,"2669"
"51015070600","employment_access",2015,"4806"
"51015070700","employment_access",2015,"4444"
"51015070800","employment_access",2015,"2089"
"51015070900","employment_access",2015,"3669"
"51015071000","employment_access",2015,"1843"
"51015071101","employment_access",2015,"4125"
"51015071102","employment_access",2015,"3498"
"51015071200","employment_access",2015,"3369"
"51017920100","employment_access",2015,"1399"
"51019030101","employment_access",2015,"3611"
"51019030103","employment_access",2015,"7645"
"51019030104","employment_access",2015,"5500"
"51019030201","employment_access",2015,"2779"
"51019030202","employment_access",2015,"2000"
"51019030300","employment_access",2015,"1852"
"51019030401","employment_access",2015,"2272"
"51019030402","employment_access",2015,"2417"
"51019030501","employment_access",2015,"1831"
"51019030503","employment_access",2015,"1718"
"51019030504","employment_access",2015,"2055"
"51019030601","employment_access",2015,"2128"
"51019030602","employment_access",2015,"3549"
"51019030603","employment_access",2015,"2991"
"51019030604","employment_access",2015,"2244"
"51019030605","employment_access",2015,"2111"
"51019050100","employment_access",2015,"6616"
"51021040100","employment_access",2015,"1287"
"51021040200","employment_access",2015,"1220"
"51023040100","employment_access",2015,"1528"
"51023040200","employment_access",2015,"1736"
"51023040301","employment_access",2015,"2420"
"51023040302","employment_access",2015,"3596"
"51023040401","employment_access",2015,"2414"
"51023040402","employment_access",2015,"7329"
"51023040501","employment_access",2015,"4346"
"51023040502","employment_access",2015,"3675"
"51025930100","employment_access",2015,"1468"
"51025930201","employment_access",2015,"1844"
"51025930202","employment_access",2015,NA
"51025930203","employment_access",2015,"1453"
"51025930300","employment_access",2015,"1341"
"51027010100","employment_access",2015,"1269"
"51027010200","employment_access",2015,"1058"
"51027010300","employment_access",2015,"1198"
"51027010400","employment_access",2015,"1952"
"51027010500","employment_access",2015,"1060"
"51027010600","employment_access",2015,"1311"
"51027010700","employment_access",2015,"1247"
"51029930101","employment_access",2015,"1688"
"51029930102","employment_access",2015,"1854"
"51029930201","employment_access",2015,"1723"
"51029930202","employment_access",2015,"1578"
"51031020101","employment_access",2015,"3103"
"51031020102","employment_access",2015,"1827"
"51031020200","employment_access",2015,"4829"
"51031020300","employment_access",2015,"8275"
"51031020401","employment_access",2015,"7455"
"51031020402","employment_access",2015,"5775"
"51031020403","employment_access",2015,"3126"
"51031020500","employment_access",2015,"2575"
"51031020600","employment_access",2015,"2018"
"51031020700","employment_access",2015,"4336"
"51031020800","employment_access",2015,"1660"
"51031020900","employment_access",2015,"1765"
"51033030100","employment_access",2015,"3295"
"51033030201","employment_access",2015,"2884"
"51033030202","employment_access",2015,"2550"
"51033030300","employment_access",2015,"3089"
"51033030400","employment_access",2015,"2884"
"51033030500","employment_access",2015,"3158"
"51033030600","employment_access",2015,"3348"
"51035080100","employment_access",2015,"1615"
"51035080200","employment_access",2015,"2195"
"51035080300","employment_access",2015,"1522"
"51035080400","employment_access",2015,"1706"
"51035080500","employment_access",2015,"1485"
"51035080601","employment_access",2015,"1498"
"51035080602","employment_access",2015,"1496"
"51036600100","employment_access",2015,"3129"
"51036600200","employment_access",2015,"2642"
"51036600300","employment_access",2015,"2373"
"51037930100","employment_access",2015,"1459"
"51037930200","employment_access",2015,"1402"
"51037930300","employment_access",2015,"1416"
"51041100106","employment_access",2015,"25301"
"51041100107","employment_access",2015,"29148"
"51041100205","employment_access",2015,"14304"
"51041100206","employment_access",2015,"13004"
"51041100208","employment_access",2015,"13073"
"51041100209","employment_access",2015,"18200"
"51041100210","employment_access",2015,"23393"
"51041100300","employment_access",2015,"15966"
"51041100403","employment_access",2015,"11835"
"51041100404","employment_access",2015,"11044"
"51041100405","employment_access",2015,"14399"
"51041100406","employment_access",2015,"11250"
"51041100407","employment_access",2015,"9895"
"51041100409","employment_access",2015,"10849"
"51041100410","employment_access",2015,"10256"
"51041100505","employment_access",2015,"10724"
"51041100506","employment_access",2015,"10114"
"51041100507","employment_access",2015,"7269"
"51041100508","employment_access",2015,"9390"
"51041100509","employment_access",2015,"12302"
"51041100510","employment_access",2015,"7175"
"51041100600","employment_access",2015,"11619"
"51041100701","employment_access",2015,"7889"
"51041100702","employment_access",2015,"5070"
"51041100703","employment_access",2015,"3835"
"51041100804","employment_access",2015,"14773"
"51041100805","employment_access",2015,"11801"
"51041100806","employment_access",2015,"12893"
"51041100807","employment_access",2015,"11484"
"51041100812","employment_access",2015,"10784"
"51041100814","employment_access",2015,"12575"
"51041100815","employment_access",2015,"10457"
"51041100816","employment_access",2015,"11839"
"51041100817","employment_access",2015,"22428"
"51041100818","employment_access",2015,"10250"
"51041100819","employment_access",2015,"11609"
"51041100820","employment_access",2015,"11564"
"51041100821","employment_access",2015,"5509"
"51041100822","employment_access",2015,"8318"
"51041100823","employment_access",2015,"16475"
"51041100902","employment_access",2015,"20531"
"51041100907","employment_access",2015,"25220"
"51041100910","employment_access",2015,"16041"
"51041100912","employment_access",2015,"12170"
"51041100915","employment_access",2015,"17668"
"51041100919","employment_access",2015,"13642"
"51041100920","employment_access",2015,"28242"
"51041100921","employment_access",2015,"24701"
"51041100922","employment_access",2015,"26084"
"51041100923","employment_access",2015,"20712"
"51041100924","employment_access",2015,"9325"
"51041100926","employment_access",2015,"13134"
"51041100927","employment_access",2015,"8662"
"51041100928","employment_access",2015,"10356"
"51041100929","employment_access",2015,"12639"
"51041100930","employment_access",2015,"14665"
"51041100931","employment_access",2015,"18462"
"51041100932","employment_access",2015,"13091"
"51041100933","employment_access",2015,"11612"
"51041100934","employment_access",2015,"11124"
"51041100935","employment_access",2015,"9915"
"51041100936","employment_access",2015,"13412"
"51041101003","employment_access",2015,"3458"
"51041101004","employment_access",2015,"2906"
"51041101007","employment_access",2015,"8891"
"51041101008","employment_access",2015,"6427"
"51041101009","employment_access",2015,"4832"
"51041101010","employment_access",2015,"5623"
"51041101011","employment_access",2015,"7901"
"51041101012","employment_access",2015,"10864"
"51041101013","employment_access",2015,"7170"
"51043010100","employment_access",2015,"5001"
"51043010200","employment_access",2015,"3887"
"51043010300","employment_access",2015,"3753"
"51045050100","employment_access",2015,"1596"
"51047930101","employment_access",2015,"4072"
"51047930102","employment_access",2015,"3266"
"51047930201","employment_access",2015,"5022"
"51047930202","employment_access",2015,"2757"
"51047930300","employment_access",2015,"8564"
"51047930400","employment_access",2015,"3704"
"51047930501","employment_access",2015,"2778"
"51047930502","employment_access",2015,"7123"
"51049930100","employment_access",2015,"1806"
"51049930200","employment_access",2015,"2100"
"51051040100","employment_access",2015,"1143"
"51051040200","employment_access",2015,"1647"
"51051040300","employment_access",2015,"1256"
"51051040400","employment_access",2015,"1086"
"51053840100","employment_access",2015,"1702"
"51053840200","employment_access",2015,"2947"
"51053840300","employment_access",2015,"4686"
"51053840400","employment_access",2015,"6028"
"51053840500","employment_access",2015,"3276"
"51053840600","employment_access",2015,"2165"
"51053980100","employment_access",2015,NA
"51057950600","employment_access",2015,"2407"
"51057950700","employment_access",2015,"3575"
"51057950800","employment_access",2015,"2289"
"51059415100","employment_access",2015,"46335"
"51059415200","employment_access",2015,"37970"
"51059415300","employment_access",2015,"36586"
"51059415401","employment_access",2015,"33540"
"51059415402","employment_access",2015,"30269"
"51059415500","employment_access",2015,"26529"
"51059415600","employment_access",2015,"26591"
"51059415700","employment_access",2015,"18306"
"51059415800","employment_access",2015,"21085"
"51059415900","employment_access",2015,"22064"
"51059416000","employment_access",2015,"23060"
"51059416100","employment_access",2015,"19189"
"51059416200","employment_access",2015,"18033"
"51059416300","employment_access",2015,"11622"
"51059420100","employment_access",2015,"68475"
"51059420201","employment_access",2015,"56545"
"51059420202","employment_access",2015,"57939"
"51059420203","employment_access",2015,"55344"
"51059420300","employment_access",2015,"55365"
"51059420400","employment_access",2015,"68227"
"51059420501","employment_access",2015,"57470"
"51059420502","employment_access",2015,"61723"
"51059420503","employment_access",2015,"58624"
"51059420600","employment_access",2015,"52581"
"51059420700","employment_access",2015,"44768"
"51059420800","employment_access",2015,"41523"
"51059421001","employment_access",2015,"49657"
"51059421002","employment_access",2015,"50225"
"51059421101","employment_access",2015,"39398"
"51059421102","employment_access",2015,"38792"
"51059421103","employment_access",2015,"33651"
"51059421200","employment_access",2015,"29904"
"51059421300","employment_access",2015,"33462"
"51059421400","employment_access",2015,"37458"
"51059421500","employment_access",2015,"30464"
"51059421600","employment_access",2015,"27651"
"51059421701","employment_access",2015,"24735"
"51059421702","employment_access",2015,"26049"
"51059421800","employment_access",2015,"22642"
"51059421900","employment_access",2015,"23914"
"51059422000","employment_access",2015,"31057"
"51059422101","employment_access",2015,"22069"
"51059422102","employment_access",2015,"19669"
"51059422201","employment_access",2015,"20288"
"51059422202","employment_access",2015,"19956"
"51059422301","employment_access",2015,"45796"
"51059422302","employment_access",2015,"46172"
"51059422401","employment_access",2015,"41311"
"51059422402","employment_access",2015,"38394"
"51059422403","employment_access",2015,"38237"
"51059430101","employment_access",2015,"30950"
"51059430102","employment_access",2015,"29117"
"51059430201","employment_access",2015,"30626"
"51059430202","employment_access",2015,"33273"
"51059430203","employment_access",2015,"37531"
"51059430400","employment_access",2015,"38882"
"51059430500","employment_access",2015,"59467"
"51059430600","employment_access",2015,"72821"
"51059430700","employment_access",2015,"50847"
"51059430801","employment_access",2015,"36107"
"51059430802","employment_access",2015,"37789"
"51059430901","employment_access",2015,"31257"
"51059430902","employment_access",2015,"30128"
"51059431001","employment_access",2015,"27392"
"51059431002","employment_access",2015,"28619"
"51059431300","employment_access",2015,"27076"
"51059431400","employment_access",2015,"30320"
"51059431500","employment_access",2015,"35172"
"51059431600","employment_access",2015,"43826"
"51059431801","employment_access",2015,"29780"
"51059431802","employment_access",2015,"31612"
"51059431900","employment_access",2015,"31744"
"51059432000","employment_access",2015,"24988"
"51059432100","employment_access",2015,"24932"
"51059432201","employment_access",2015,"26089"
"51059432202","employment_access",2015,"27123"
"51059432300","employment_access",2015,"24450"
"51059432401","employment_access",2015,"22940"
"51059432402","employment_access",2015,"23848"
"51059432500","employment_access",2015,"23712"
"51059432600","employment_access",2015,"26479"
"51059432701","employment_access",2015,"33829"
"51059432702","employment_access",2015,"31272"
"51059432800","employment_access",2015,"35424"
"51059440100","employment_access",2015,"52011"
"51059440201","employment_access",2015,"78895"
"51059440202","employment_access",2015,"68178"
"51059440300","employment_access",2015,"56036"
"51059440501","employment_access",2015,"39614"
"51059440502","employment_access",2015,"45408"
"51059440600","employment_access",2015,"50220"
"51059440701","employment_access",2015,"35258"
"51059440702","employment_access",2015,"39997"
"51059440800","employment_access",2015,"41769"
"51059450100","employment_access",2015,"72462"
"51059450200","employment_access",2015,"62291"
"51059450300","employment_access",2015,"65770"
"51059450400","employment_access",2015,"59943"
"51059450500","employment_access",2015,"58259"
"51059450601","employment_access",2015,"65250"
"51059450602","employment_access",2015,"63987"
"51059450701","employment_access",2015,"57623"
"51059450702","employment_access",2015,"55503"
"51059450800","employment_access",2015,"55897"
"51059450900","employment_access",2015,"54092"
"51059451000","employment_access",2015,"54346"
"51059451100","employment_access",2015,"55468"
"51059451200","employment_access",2015,"57411"
"51059451300","employment_access",2015,"64756"
"51059451400","employment_access",2015,"72420"
"51059451501","employment_access",2015,"72504"
"51059451502","employment_access",2015,"79979"
"51059451601","employment_access",2015,"69714"
"51059451602","employment_access",2015,"66617"
"51059451800","employment_access",2015,"63394"
"51059451900","employment_access",2015,"61293"
"51059452000","employment_access",2015,"59215"
"51059452101","employment_access",2015,"81183"
"51059452102","employment_access",2015,"65667"
"51059452200","employment_access",2015,"54714"
"51059452301","employment_access",2015,"51600"
"51059452302","employment_access",2015,"49665"
"51059452400","employment_access",2015,"76329"
"51059452501","employment_access",2015,"86124"
"51059452502","employment_access",2015,"67839"
"51059452600","employment_access",2015,"71024"
"51059452700","employment_access",2015,"71527"
"51059452801","employment_access",2015,"80524"
"51059452802","employment_access",2015,"83053"
"51059460100","employment_access",2015,"40216"
"51059460200","employment_access",2015,"38575"
"51059460300","employment_access",2015,"47917"
"51059460400","employment_access",2015,"91693"
"51059460501","employment_access",2015,"117846"
"51059460502","employment_access",2015,"91198"
"51059460600","employment_access",2015,"73179"
"51059460701","employment_access",2015,"61347"
"51059460702","employment_access",2015,"55467"
"51059460800","employment_access",2015,"70328"
"51059460900","employment_access",2015,"66915"
"51059461000","employment_access",2015,"49272"
"51059461100","employment_access",2015,"41746"
"51059461201","employment_access",2015,"39473"
"51059461202","employment_access",2015,"60775"
"51059461500","employment_access",2015,"49492"
"51059461601","employment_access",2015,"55596"
"51059461602","employment_access",2015,"76469"
"51059461700","employment_access",2015,"57844"
"51059461801","employment_access",2015,"50289"
"51059461802","employment_access",2015,"48862"
"51059461901","employment_access",2015,"51653"
"51059461902","employment_access",2015,"53152"
"51059470100","employment_access",2015,"48251"
"51059470300","employment_access",2015,"61468"
"51059470400","employment_access",2015,"55974"
"51059470500","employment_access",2015,"55119"
"51059470600","employment_access",2015,"65852"
"51059470700","employment_access",2015,"59687"
"51059470800","employment_access",2015,"69469"
"51059470900","employment_access",2015,"61154"
"51059471000","employment_access",2015,"64969"
"51059471100","employment_access",2015,"82862"
"51059471201","employment_access",2015,"119434"
"51059471202","employment_access",2015,"100979"
"51059471301","employment_access",2015,"88605"
"51059471303","employment_access",2015,"75357"
"51059471304","employment_access",2015,"70232"
"51059471401","employment_access",2015,"64779"
"51059471402","employment_access",2015,"70221"
"51059480100","employment_access",2015,"24624"
"51059480201","employment_access",2015,"75336"
"51059480202","employment_access",2015,"122528"
"51059480203","employment_access",2015,"116783"
"51059480300","employment_access",2015,"40098"
"51059480401","employment_access",2015,"28921"
"51059480402","employment_access",2015,"22898"
"51059480501","employment_access",2015,"30452"
"51059480502","employment_access",2015,"35653"
"51059480503","employment_access",2015,"46303"
"51059480504","employment_access",2015,"38358"
"51059480505","employment_access",2015,"63814"
"51059480801","employment_access",2015,"48960"
"51059480802","employment_access",2015,"66415"
"51059480901","employment_access",2015,"56349"
"51059480902","employment_access",2015,"73575"
"51059480903","employment_access",2015,"69010"
"51059481000","employment_access",2015,"61747"
"51059481101","employment_access",2015,"67998"
"51059481102","employment_access",2015,"64066"
"51059481103","employment_access",2015,"62932"
"51059481104","employment_access",2015,"60433"
"51059481105","employment_access",2015,"50639"
"51059481106","employment_access",2015,"41362"
"51059481201","employment_access",2015,"71114"
"51059481202","employment_access",2015,"67365"
"51059481400","employment_access",2015,"49306"
"51059481500","employment_access",2015,"35564"
"51059481600","employment_access",2015,"33953"
"51059481701","employment_access",2015,"38982"
"51059481702","employment_access",2015,"60056"
"51059481900","employment_access",2015,"47867"
"51059482001","employment_access",2015,"37107"
"51059482002","employment_access",2015,"42411"
"51059482100","employment_access",2015,"56760"
"51059482201","employment_access",2015,"77409"
"51059482202","employment_access",2015,"78514"
"51059482203","employment_access",2015,"85034"
"51059482301","employment_access",2015,"71366"
"51059482302","employment_access",2015,"62077"
"51059482303","employment_access",2015,"50996"
"51059482400","employment_access",2015,"44326"
"51059482501","employment_access",2015,"55991"
"51059482502","employment_access",2015,"42883"
"51059482503","employment_access",2015,"42415"
"51059482504","employment_access",2015,"35594"
"51059482601","employment_access",2015,"38539"
"51059482602","employment_access",2015,"43441"
"51059490101","employment_access",2015,"40644"
"51059490103","employment_access",2015,"41002"
"51059490501","employment_access",2015,"29218"
"51059490502","employment_access",2015,"36880"
"51059491000","employment_access",2015,"14425"
"51059491101","employment_access",2015,"21143"
"51059491102","employment_access",2015,"25396"
"51059491103","employment_access",2015,"24743"
"51059491201","employment_access",2015,"28494"
"51059491202","employment_access",2015,"29492"
"51059491301","employment_access",2015,"21190"
"51059491302","employment_access",2015,"25023"
"51059491303","employment_access",2015,"27284"
"51059491401","employment_access",2015,"28070"
"51059491402","employment_access",2015,"24400"
"51059491403","employment_access",2015,"23927"
"51059491404","employment_access",2015,"20546"
"51059491405","employment_access",2015,"20253"
"51059491501","employment_access",2015,"32382"
"51059491502","employment_access",2015,"37275"
"51059491601","employment_access",2015,"48173"
"51059491602","employment_access",2015,"42616"
"51059491701","employment_access",2015,"61435"
"51059491702","employment_access",2015,"61432"
"51059491703","employment_access",2015,"62842"
"51059491704","employment_access",2015,"61188"
"51059491705","employment_access",2015,"45250"
"51059491801","employment_access",2015,"42673"
"51059491802","employment_access",2015,"46778"
"51059491803","employment_access",2015,"43440"
"51059492000","employment_access",2015,"24999"
"51059492100","employment_access",2015,"18042"
"51059492201","employment_access",2015,"15215"
"51059492202","employment_access",2015,"19347"
"51059492203","employment_access",2015,"17631"
"51059492300","employment_access",2015,"21780"
"51059492400","employment_access",2015,"21746"
"51059492500","employment_access",2015,"18400"
"51059980100","employment_access",2015,NA
"51059980200","employment_access",2015,NA
"51059980300","employment_access",2015,NA
"51061930100","employment_access",2015,"4705"
"51061930203","employment_access",2015,"3327"
"51061930204","employment_access",2015,"3783"
"51061930205","employment_access",2015,"3952"
"51061930206","employment_access",2015,"4379"
"51061930207","employment_access",2015,"5442"
"51061930302","employment_access",2015,"10731"
"51061930303","employment_access",2015,"5919"
"51061930304","employment_access",2015,"5460"
"51061930401","employment_access",2015,"6622"
"51061930402","employment_access",2015,"6057"
"51061930403","employment_access",2015,"8654"
"51061930703","employment_access",2015,"3583"
"51061930704","employment_access",2015,"4533"
"51061930705","employment_access",2015,"4808"
"51061930706","employment_access",2015,"4042"
"51061930707","employment_access",2015,"3745"
"51063920101","employment_access",2015,"1737"
"51063920102","employment_access",2015,"1830"
"51063920200","employment_access",2015,"1535"
"51065020101","employment_access",2015,"3310"
"51065020102","employment_access",2015,"2882"
"51065020200","employment_access",2015,"2080"
"51065020300","employment_access",2015,"2061"
"51067020101","employment_access",2015,"1998"
"51067020102","employment_access",2015,"1813"
"51067020200","employment_access",2015,"2397"
"51067020300","employment_access",2015,"2506"
"51067020400","employment_access",2015,"3277"
"51067020500","employment_access",2015,"2477"
"51067020600","employment_access",2015,"1738"
"51067020700","employment_access",2015,"1975"
"51067020800","employment_access",2015,"5647"
"51067020900","employment_access",2015,"1843"
"51069050100","employment_access",2015,"4330"
"51069050200","employment_access",2015,"4259"
"51069050300","employment_access",2015,"2755"
"51069050400","employment_access",2015,"2655"
"51069050500","employment_access",2015,"5748"
"51069050600","employment_access",2015,"4070"
"51069050700","employment_access",2015,"3313"
"51069050801","employment_access",2015,"4187"
"51069050802","employment_access",2015,"5415"
"51069050803","employment_access",2015,"6124"
"51069050900","employment_access",2015,"9885"
"51069051000","employment_access",2015,"11998"
"51069051101","employment_access",2015,"5904"
"51069051102","employment_access",2015,"15126"
"51071930100","employment_access",2015,"1680"
"51071930200","employment_access",2015,"1491"
"51071930300","employment_access",2015,"2227"
"51071930400","employment_access",2015,"1748"
"51073100100","employment_access",2015,"2325"
"51073100201","employment_access",2015,"2418"
"51073100202","employment_access",2015,"3466"
"51073100203","employment_access",2015,"3568"
"51073100301","employment_access",2015,"3880"
"51073100302","employment_access",2015,"3137"
"51073100400","employment_access",2015,"2815"
"51073100500","employment_access",2015,"3016"
"51075400100","employment_access",2015,"7599"
"51075400200","employment_access",2015,"3651"
"51075400300","employment_access",2015,"3508"
"51075400400","employment_access",2015,"2495"
"51075400500","employment_access",2015,"2071"
"51077060101","employment_access",2015,"1589"
"51077060102","employment_access",2015,"1517"
"51077060201","employment_access",2015,"1346"
"51077060202","employment_access",2015,"1185"
"51077060300","employment_access",2015,"1155"
"51079030101","employment_access",2015,"2381"
"51079030102","employment_access",2015,"2408"
"51079030200","employment_access",2015,"3070"
"51081880101","employment_access",2015,"1756"
"51081880102","employment_access",2015,NA
"51081880200","employment_access",2015,"1612"
"51083930100","employment_access",2015,"1406"
"51083930201","employment_access",2015,"1485"
"51083930202","employment_access",2015,"1604"
"51083930301","employment_access",2015,"1700"
"51083930302","employment_access",2015,"2090"
"51083930400","employment_access",2015,"1565"
"51083930500","employment_access",2015,"1823"
"51083930600","employment_access",2015,"4212"
"51083930800","employment_access",2015,"4754"
"51085320100","employment_access",2015,"3067"
"51085320200","employment_access",2015,"3358"
"51085320300","employment_access",2015,"5026"
"51085320400","employment_access",2015,"12493"
"51085320500","employment_access",2015,"6213"
"51085320601","employment_access",2015,"11036"
"51085320602","employment_access",2015,"13948"
"51085320701","employment_access",2015,"6900"
"51085320702","employment_access",2015,"5669"
"51085320801","employment_access",2015,"11655"
"51085320803","employment_access",2015,"10183"
"51085320804","employment_access",2015,"12658"
"51085320805","employment_access",2015,"14815"
"51085320900","employment_access",2015,"11910"
"51085321001","employment_access",2015,"15694"
"51085321002","employment_access",2015,"9933"
"51085321100","employment_access",2015,"18097"
"51085321201","employment_access",2015,"12195"
"51085321202","employment_access",2015,"15375"
"51085321300","employment_access",2015,"9816"
"51085321401","employment_access",2015,"4072"
"51085321402","employment_access",2015,"4854"
"51085321403","employment_access",2015,"3439"
"51087200104","employment_access",2015,"37644"
"51087200105","employment_access",2015,"28519"
"51087200106","employment_access",2015,"23046"
"51087200107","employment_access",2015,"17394"
"51087200108","employment_access",2015,"16489"
"51087200109","employment_access",2015,"21774"
"51087200112","employment_access",2015,"15361"
"51087200116","employment_access",2015,"21111"
"51087200119","employment_access",2015,"42352"
"51087200120","employment_access",2015,"16961"
"51087200121","employment_access",2015,"23100"
"51087200122","employment_access",2015,"18198"
"51087200123","employment_access",2015,"14985"
"51087200124","employment_access",2015,"16294"
"51087200125","employment_access",2015,"33757"
"51087200126","employment_access",2015,"34913"
"51087200127","employment_access",2015,"25798"
"51087200128","employment_access",2015,"31018"
"51087200129","employment_access",2015,"23848"
"51087200130","employment_access",2015,"11729"
"51087200201","employment_access",2015,"30896"
"51087200202","employment_access",2015,"34280"
"51087200301","employment_access",2015,"56036"
"51087200302","employment_access",2015,"51924"
"51087200303","employment_access",2015,"48685"
"51087200305","employment_access",2015,"43250"
"51087200404","employment_access",2015,"46252"
"51087200406","employment_access",2015,"17970"
"51087200407","employment_access",2015,"33299"
"51087200409","employment_access",2015,"40944"
"51087200410","employment_access",2015,"45487"
"51087200411","employment_access",2015,"34695"
"51087200412","employment_access",2015,"34432"
"51087200413","employment_access",2015,"22181"
"51087200414","employment_access",2015,"34041"
"51087200501","employment_access",2015,"54848"
"51087200502","employment_access",2015,"40641"
"51087200503","employment_access",2015,"32866"
"51087200600","employment_access",2015,"33424"
"51087200700","employment_access",2015,"30752"
"51087200801","employment_access",2015,"28776"
"51087200802","employment_access",2015,"23686"
"51087200804","employment_access",2015,"20813"
"51087200805","employment_access",2015,"25600"
"51087200903","employment_access",2015,"18561"
"51087200904","employment_access",2015,"18914"
"51087200905","employment_access",2015,"23104"
"51087200906","employment_access",2015,"19010"
"51087201001","employment_access",2015,"18108"
"51087201002","employment_access",2015,"25199"
"51087201003","employment_access",2015,"32080"
"51087201101","employment_access",2015,"26962"
"51087201102","employment_access",2015,"24358"
"51087201201","employment_access",2015,"13328"
"51087201202","employment_access",2015,"17352"
"51087201401","employment_access",2015,"23644"
"51087201403","employment_access",2015,"9430"
"51087201404","employment_access",2015,"5528"
"51087201501","employment_access",2015,"18061"
"51087201502","employment_access",2015,"7950"
"51087201601","employment_access",2015,"5192"
"51087201602","employment_access",2015,"9957"
"51087201701","employment_access",2015,"11043"
"51087980100","employment_access",2015,NA
"51089010100","employment_access",2015,"5693"
"51089010200","employment_access",2015,"6628"
"51089010300","employment_access",2015,"3941"
"51089010400","employment_access",2015,"2116"
"51089010500","employment_access",2015,"2097"
"51089010601","employment_access",2015,"3863"
"51089010602","employment_access",2015,"2996"
