"","geoid","year","NAME","measure_type","value","measure","region_type"
"28",51013101401,2021,"Census Tract 1014.01, Arlington County, Virginia","index",0.729418543324511,"scaled_score","tract"
"29",51013101402,2021,"Census Tract 1014.02, Arlington County, Virginia","average",16.7613333333333,"average_years_schooling","tract"
"30",51013101402,2021,"Census Tract 1014.02, Arlington County, Virginia","index",0.77289727166823,"scaled_score","tract"
"31",51013101405,2021,"Census Tract 1014.05, Arlington County, Virginia","average",16.9438457175269,"average_years_schooling","tract"
"32",51013101405,2021,"Census Tract 1014.05, Arlington County, Virginia","index",0.791412337364197,"scaled_score","tract"
"33",51013101406,2021,"Census Tract 1014.06, Arlington County, Virginia","average",17.171605789111,"average_years_schooling","tract"
"34",51013101406,2021,"Census Tract 1014.06, Arlington County, Virginia","index",0.814517578725917,"scaled_score","tract"
"35",51013101407,2021,"Census Tract 1014.07, Arlington County, Virginia","average",16.6939704209329,"average_years_schooling","tract"
"36",51013101407,2021,"Census Tract 1014.07, Arlington County, Virginia","index",0.766063605262103,"scaled_score","tract"
"37",51013101408,2021,"Census Tract 1014.08, Arlington County, Virginia","average",16.3423799582464,"average_years_schooling","tract"
"38",51013101408,2021,"Census Tract 1014.08, Arlington County, Virginia","index",0.73039632414319,"scaled_score","tract"
"39",51013101409,2021,"Census Tract 1014.09, Arlington County, Virginia","average",16.493059125964,"average_years_schooling","tract"
"40",51013101409,2021,"Census Tract 1014.09, Arlington County, Virginia","index",0.745682052296008,"scaled_score","tract"
"41",51013101501,2021,"Census Tract 1015.01, Arlington County, Virginia","average",16.7161915204678,"average_years_schooling","tract"
"42",51013101501,2021,"Census Tract 1015.01, Arlington County, Virginia","index",0.768317836499858,"scaled_score","tract"
"43",51013101502,2021,"Census Tract 1015.02, Arlington County, Virginia","average",17.060841159657,"average_years_schooling","tract"
"44",51013101502,2021,"Census Tract 1015.02, Arlington County, Virginia","index",0.803281002094745,"scaled_score","tract"
"45",51013101503,2021,"Census Tract 1015.03, Arlington County, Virginia","average",17.2378089512358,"average_years_schooling","tract"
"46",51013101503,2021,"Census Tract 1015.03, Arlington County, Virginia","index",0.821233593649715,"scaled_score","tract"
"47",51013101601,2021,"Census Tract 1016.01, Arlington County, Virginia","average",17.4316816816817,"average_years_schooling","tract"
"48",51013101601,2021,"Census Tract 1016.01, Arlington County, Virginia","index",0.840901115701556,"scaled_score","tract"
"49",51013101602,2021,"Census Tract 1016.02, Arlington County, Virginia","average",16.6689907038513,"average_years_schooling","tract"
"50",51013101602,2021,"Census Tract 1016.02, Arlington County, Virginia","index",0.763529524602995,"scaled_score","tract"
"51",51013101603,2021,"Census Tract 1016.03, Arlington County, Virginia","average",16.3896879240163,"average_years_schooling","tract"
"52",51013101603,2021,"Census Tract 1016.03, Arlington County, Virginia","index",0.735195505842793,"scaled_score","tract"
"53",51013101701,2021,"Census Tract 1017.01, Arlington County, Virginia","average",16.2555090348171,"average_years_schooling","tract"
"54",51013101701,2021,"Census Tract 1017.01, Arlington County, Virginia","index",0.721583657202981,"scaled_score","tract"
"55",51013101703,2021,"Census Tract 1017.03, Arlington County, Virginia","average",16.803738317757,"average_years_schooling","tract"
"56",51013101703,2021,"Census Tract 1017.03, Arlington County, Virginia","index",0.777199067822556,"scaled_score","tract"
"57",51013101704,2021,"Census Tract 1017.04, Arlington County, Virginia","average",16.9293179317932,"average_years_schooling","tract"
"58",51013101704,2021,"Census Tract 1017.04, Arlington County, Virginia","index",0.789938558428779,"scaled_score","tract"
"59",51013101705,2021,"Census Tract 1017.05, Arlington County, Virginia","average",16.3264188516429,"average_years_schooling","tract"
"60",51013101705,2021,"Census Tract 1017.05, Arlington County, Virginia","index",0.728777141211307,"scaled_score","tract"
"61",51013101801,2021,"Census Tract 1018.01, Arlington County, Virginia","average",17.2262491203378,"average_years_schooling","tract"
"62",51013101801,2021,"Census Tract 1018.01, Arlington County, Virginia","index",0.820060900468063,"scaled_score","tract"
"63",51013101803,2021,"Census Tract 1018.03, Arlington County, Virginia","average",15.9170579029734,"average_years_schooling","tract"
"64",51013101803,2021,"Census Tract 1018.03, Arlington County, Virginia","index",0.687249302476053,"scaled_score","tract"
"65",51013101804,2021,"Census Tract 1018.04, Arlington County, Virginia","average",15.2729057591623,"average_years_schooling","tract"
"66",51013101804,2021,"Census Tract 1018.04, Arlington County, Virginia","index",0.621902946317511,"scaled_score","tract"
"67",51013101805,2021,"Census Tract 1018.05, Arlington County, Virginia","average",17.1539427423405,"average_years_schooling","tract"
"68",51013101805,2021,"Census Tract 1018.05, Arlington County, Virginia","index",0.812725741570371,"scaled_score","tract"
"69",51013101900,2021,"Census Tract 1019, Arlington County, Virginia","average",16.9884526558891,"average_years_schooling","tract"
"70",51013101900,2021,"Census Tract 1019, Arlington County, Virginia","index",0.79593751190466,"scaled_score","tract"
"71",51013102001,2021,"Census Tract 1020.01, Arlington County, Virginia","average",15.410298458511,"average_years_schooling","tract"
"72",51013102001,2021,"Census Tract 1020.01, Arlington County, Virginia","index",0.635840821633898,"scaled_score","tract"
"73",51013102002,2021,"Census Tract 1020.02, Arlington County, Virginia","average",15.5818353831599,"average_years_schooling","tract"
"74",51013102002,2021,"Census Tract 1020.02, Arlington County, Virginia","index",0.653242476010345,"scaled_score","tract"
"75",51013102003,2021,"Census Tract 1020.03, Arlington County, Virginia","average",14.9180587557604,"average_years_schooling","tract"
"76",51013102003,2021,"Census Tract 1020.03, Arlington County, Virginia","index",0.585905303697082,"scaled_score","tract"
"77",51013102100,2021,"Census Tract 1021, Arlington County, Virginia","average",15.4673799582463,"average_years_schooling","tract"
"78",51013102100,2021,"Census Tract 1021, Arlington County, Virginia","index",0.641631484674623,"scaled_score","tract"
"79",51013102200,2021,"Census Tract 1022, Arlington County, Virginia","average",12.7847540983607,"average_years_schooling","tract"
"80",51013102200,2021,"Census Tract 1022, Arlington County, Virginia","index",0.369491080323789,"scaled_score","tract"
"81",51013102301,2021,"Census Tract 1023.01, Arlington County, Virginia","average",15.5608465608466,"average_years_schooling","tract"
"82",51013102301,2021,"Census Tract 1023.01, Arlington County, Virginia","index",0.651113253789458,"scaled_score","tract"
"83",51013102302,2021,"Census Tract 1023.02, Arlington County, Virginia","average",15.3899782135076,"average_years_schooling","tract"
"84",51013102302,2021,"Census Tract 1023.02, Arlington County, Virginia","index",0.633779423593115,"scaled_score","tract"
"85",51013102400,2021,"Census Tract 1024, Arlington County, Virginia","average",15.428987618354,"average_years_schooling","tract"
"86",51013102400,2021,"Census Tract 1024, Arlington County, Virginia","index",0.637736753374772,"scaled_score","tract"
"87",51013102500,2021,"Census Tract 1025, Arlington County, Virginia","average",16.0357997823721,"average_years_schooling","tract"
"88",51013102500,2021,"Census Tract 1025, Arlington County, Virginia","index",0.699295135462369,"scaled_score","tract"
"89",51013102600,2021,"Census Tract 1026, Arlington County, Virginia","average",15.2189840442852,"average_years_schooling","tract"
"90",51013102600,2021,"Census Tract 1026, Arlington County, Virginia","index",0.616432829329017,"scaled_score","tract"
"91",51013102701,2021,"Census Tract 1027.01, Arlington County, Virginia","average",13.8424322289157,"average_years_schooling","tract"
"92",51013102701,2021,"Census Tract 1027.01, Arlington County, Virginia","index",0.476787799715937,"scaled_score","tract"
"93",51013102702,2021,"Census Tract 1027.02, Arlington County, Virginia","average",15.1549069916613,"average_years_schooling","tract"
"94",51013102702,2021,"Census Tract 1027.02, Arlington County, Virginia","index",0.609932498712124,"scaled_score","tract"
"95",51013102802,2021,"Census Tract 1028.02, Arlington County, Virginia","average",16.3465723612622,"average_years_schooling","tract"
"96",51013102802,2021,"Census Tract 1028.02, Arlington County, Virginia","index",0.730821624692554,"scaled_score","tract"
"97",51013102803,2021,"Census Tract 1028.03, Arlington County, Virginia","average",14.9320498301246,"average_years_schooling","tract"
"98",51013102803,2021,"Census Tract 1028.03, Arlington County, Virginia","index",0.587324635662719,"scaled_score","tract"
"99",51013102804,2021,"Census Tract 1028.04, Arlington County, Virginia","average",13.858029582673,"average_years_schooling","tract"
"100",51013102804,2021,"Census Tract 1028.04, Arlington County, Virginia","index",0.478370081547257,"scaled_score","tract"
"101",51013102901,2021,"Census Tract 1029.01, Arlington County, Virginia","average",17.0622803592347,"average_years_schooling","tract"
"102",51013102901,2021,"Census Tract 1029.01, Arlington County, Virginia","index",0.80342700245986,"scaled_score","tract"
"103",51013102903,2021,"Census Tract 1029.03, Arlington County, Virginia","average",16.4491114701131,"average_years_schooling","tract"
"104",51013102903,2021,"Census Tract 1029.03, Arlington County, Virginia","index",0.741223759019862,"scaled_score","tract"
"105",51013102904,2021,"Census Tract 1029.04, Arlington County, Virginia","average",15.4051490514905,"average_years_schooling","tract"
"106",51013102904,2021,"Census Tract 1029.04, Arlington County, Virginia","index",0.635318437305292,"scaled_score","tract"
"107",51013103000,2021,"Census Tract 1030, Arlington County, Virginia","average",17.2721568627451,"average_years_schooling","tract"
"108",51013103000,2021,"Census Tract 1030, Arlington County, Virginia","index",0.824718035765375,"scaled_score","tract"
"109",51013103100,2021,"Census Tract 1031, Arlington County, Virginia","average",15.3733528550512,"average_years_schooling","tract"
"110",51013103100,2021,"Census Tract 1031, Arlington County, Virginia","index",0.632092855279414,"scaled_score","tract"
"111",51013103200,2021,"Census Tract 1032, Arlington County, Virginia","average",15.8465587044534,"average_years_schooling","tract"
"112",51013103200,2021,"Census Tract 1032, Arlington County, Virginia","index",0.680097473859726,"scaled_score","tract"
"113",51013103300,2021,"Census Tract 1033, Arlington County, Virginia","average",16.2050458715596,"average_years_schooling","tract"
"114",51013103300,2021,"Census Tract 1033, Arlington County, Virginia","index",0.716464394819409,"scaled_score","tract"
"115",51013103401,2021,"Census Tract 1034.01, Arlington County, Virginia","average",12.8860598345003,"average_years_schooling","tract"
"116",51013103401,2021,"Census Tract 1034.01, Arlington County, Virginia","index",0.379768094501712,"scaled_score","tract"
"117",51013103403,2021,"Census Tract 1034.03, Arlington County, Virginia","average",16.0607082630691,"average_years_schooling","tract"
"118",51013103403,2021,"Census Tract 1034.03, Arlington County, Virginia","index",0.701821989508625,"scaled_score","tract"
"119",51013103404,2021,"Census Tract 1034.04, Arlington County, Virginia","average",16.6014492753623,"average_years_schooling","tract"
"120",51013103404,2021,"Census Tract 1034.04, Arlington County, Virginia","index",0.756677748537511,"scaled_score","tract"
"121",51013103405,2021,"Census Tract 1034.05, Arlington County, Virginia","average",16.9640992167102,"average_years_schooling","tract"
"122",51013103405,2021,"Census Tract 1034.05, Arlington County, Virginia","index",0.793466964339828,"scaled_score","tract"
"123",51013103501,2021,"Census Tract 1035.01, Arlington County, Virginia","average",16.7282475490196,"average_years_schooling","tract"
"124",51013103501,2021,"Census Tract 1035.01, Arlington County, Virginia","index",0.769540866715888,"scaled_score","tract"
"125",51013103503,2021,"Census Tract 1035.03, Arlington County, Virginia","average",16.8134774609016,"average_years_schooling","tract"
"126",51013103503,2021,"Census Tract 1035.03, Arlington County, Virginia","index",0.778187060368599,"scaled_score","tract"
"127",51013103504,2021,"Census Tract 1035.04, Arlington County, Virginia","average",16.6213069169274,"average_years_schooling","tract"
"128",51013103504,2021,"Census Tract 1035.04, Arlington County, Virginia","index",0.758692217526933,"scaled_score","tract"
"129",51013103505,2021,"Census Tract 1035.05, Arlington County, Virginia","average",16.5499095840868,"average_years_schooling","tract"
"130",51013103505,2021,"Census Tract 1035.05, Arlington County, Virginia","index",0.751449277197703,"scaled_score","tract"
"131",51013103601,2021,"Census Tract 1036.01, Arlington County, Virginia","average",16.5532805956259,"average_years_schooling","tract"
"132",51013103601,2021,"Census Tract 1036.01, Arlington County, Virginia","index",0.751791251252689,"scaled_score","tract"
"133",51013103602,2021,"Census Tract 1036.02, Arlington County, Virginia","average",16.7510390689942,"average_years_schooling","tract"
"134",51013103602,2021,"Census Tract 1036.02, Arlington County, Virginia","index",0.771852964557931,"scaled_score","tract"
"135",51013103700,2021,"Census Tract 1037, Arlington County, Virginia","average",16.9371101871102,"average_years_schooling","tract"
"136",51013103700,2021,"Census Tract 1037, Arlington County, Virginia","index",0.790729047905707,"scaled_score","tract"
"137",51013103800,2021,"Census Tract 1038, Arlington County, Virginia","average",16.1215395823215,"average_years_schooling","tract"
"138",51013103800,2021,"Census Tract 1038, Arlington County, Virginia","index",0.707993054980738,"scaled_score","tract"
"139",51013980100,2021,"Census Tract 9801, Arlington County, Virginia","average",NA,"average_years_schooling","tract"
"140",51013980100,2021,"Census Tract 9801, Arlington County, Virginia","index",NA,"scaled_score","tract"
"141",51013980200,2021,"Census Tract 9802, Arlington County, Virginia","average",NA,"average_years_schooling","tract"
"142",51013980200,2021,"Census Tract 9802, Arlington County, Virginia","index",NA,"scaled_score","tract"
"143",51059415100,2021,"Census Tract 4151, Fairfax County, Virginia","average",15.6113376835237,"average_years_schooling","tract"
"144",51059415100,2021,"Census Tract 4151, Fairfax County, Virginia","index",0.656235352531195,"scaled_score","tract"
"145",51059415200,2021,"Census Tract 4152, Fairfax County, Virginia","average",16.1438247011952,"average_years_schooling","tract"
"146",51059415200,2021,"Census Tract 4152, Fairfax County, Virginia","index",0.710253780694295,"scaled_score","tract"
"147",51059415300,2021,"Census Tract 4153, Fairfax County, Virginia","average",14.5731518713269,"average_years_schooling","tract"
"148",51059415300,2021,"Census Tract 4153, Fairfax County, Virginia","index",0.55091604172184,"scaled_score","tract"
"149",51059415401,2021,"Census Tract 4154.01, Fairfax County, Virginia","average",13.4142893530311,"average_years_schooling","tract"
"150",51059415401,2021,"Census Tract 4154.01, Fairfax County, Virginia","index",0.433354618404502,"scaled_score","tract"
"151",51059415402,2021,"Census Tract 4154.02, Fairfax County, Virginia","average",15.8285845588235,"average_years_schooling","tract"
"152",51059415402,2021,"Census Tract 4154.02, Fairfax County, Virginia","index",0.678274077115242,"scaled_score","tract"
"153",51059415500,2021,"Census Tract 4155, Fairfax County, Virginia","average",15.3100540540541,"average_years_schooling","tract"
"154",51059415500,2021,"Census Tract 4155, Fairfax County, Virginia","index",0.625671474811908,"scaled_score","tract"
"155",51059415600,2021,"Census Tract 4156, Fairfax County, Virginia","average",16.5701918577445,"average_years_schooling","tract"
"156",51059415600,2021,"Census Tract 4156, Fairfax County, Virginia","index",0.753506823215171,"scaled_score","tract"
"157",51059415700,2021,"Census Tract 4157, Fairfax County, Virginia","average",16.8544747081712,"average_years_schooling","tract"
"158",51059415700,2021,"Census Tract 4157, Fairfax County, Virginia","index",0.782346047880077,"scaled_score","tract"
"159",51059415800,2021,"Census Tract 4158, Fairfax County, Virginia","average",15.9262317271251,"average_years_schooling","tract"
"160",51059415800,2021,"Census Tract 4158, Fairfax County, Virginia","index",0.68817994593678,"scaled_score","tract"
"161",51059415900,2021,"Census Tract 4159, Fairfax County, Virginia","average",15.6894636015326,"average_years_schooling","tract"
"162",51059415900,2021,"Census Tract 4159, Fairfax County, Virginia","index",0.664160877754504,"scaled_score","tract"
"163",51059416000,2021,"Census Tract 4160, Fairfax County, Virginia","average",14.5980538922156,"average_years_schooling","tract"
"164",51059416000,2021,"Census Tract 4160, Fairfax County, Virginia","index",0.553442240449408,"scaled_score","tract"
"165",51059416100,2021,"Census Tract 4161, Fairfax County, Virginia","average",16.3649781952365,"average_years_schooling","tract"
"166",51059416100,2021,"Census Tract 4161, Fairfax County, Virginia","index",0.73268881429028,"scaled_score","tract"
"167",51059416200,2021,"Census Tract 4162, Fairfax County, Virginia","average",14.9920310584389,"average_years_schooling","tract"
"168",51059416200,2021,"Census Tract 4162, Fairfax County, Virginia","index",0.593409463208374,"scaled_score","tract"
"169",51059416300,2021,"Census Tract 4163, Fairfax County, Virginia","average",15.2419246298789,"average_years_schooling","tract"
"170",51059416300,2021,"Census Tract 4163, Fairfax County, Virginia","index",0.618760049211912,"scaled_score","tract"
"171",51059420100,2021,"Census Tract 4201, Fairfax County, Virginia","average",13.9193636116399,"average_years_schooling","tract"
"172",51059420100,2021,"Census Tract 4201, Fairfax County, Virginia","index",0.48459214467321,"scaled_score","tract"
"173",51059420201,2021,"Census Tract 4202.01, Fairfax County, Virginia","average",15.1321897073663,"average_years_schooling","tract"
"174",51059420201,2021,"Census Tract 4202.01, Fairfax County, Virginia","index",0.607627931747999,"scaled_score","tract"
"175",51059420202,2021,"Census Tract 4202.02, Fairfax County, Virginia","average",15.7815840621963,"average_years_schooling","tract"
"176",51059420202,2021,"Census Tract 4202.02, Fairfax County, Virginia","index",0.673506086786032,"scaled_score","tract"
"177",51059420203,2021,"Census Tract 4202.03, Fairfax County, Virginia","average",15.9238512035011,"average_years_schooling","tract"
"178",51059420203,2021,"Census Tract 4202.03, Fairfax County, Virginia","index",0.687938452454114,"scaled_score","tract"
"179",51059420300,2021,"Census Tract 4203, Fairfax County, Virginia","average",15.5219072164948,"average_years_schooling","tract"
"180",51059420300,2021,"Census Tract 4203, Fairfax County, Virginia","index",0.647163031331868,"scaled_score","tract"
"181",51059420400,2021,"Census Tract 4204, Fairfax County, Virginia","average",16.196516595465,"average_years_schooling","tract"
"182",51059420400,2021,"Census Tract 4204, Fairfax County, Virginia","index",0.715599137878468,"scaled_score","tract"
"183",51059420501,2021,"Census Tract 4205.01, Fairfax County, Virginia","average",16.3336842105263,"average_years_schooling","tract"
"184",51059420501,2021,"Census Tract 4205.01, Fairfax County, Virginia","index",0.729514179399844,"scaled_score","tract"
"185",51059420502,2021,"Census Tract 4205.02, Fairfax County, Virginia","average",15.5868977937866,"average_years_schooling","tract"
"186",51059420502,2021,"Census Tract 4205.02, Fairfax County, Virginia","index",0.653756034943605,"scaled_score","tract"
"187",51059420503,2021,"Census Tract 4205.03, Fairfax County, Virginia","average",15.2964495001724,"average_years_schooling","tract"
"188",51059420503,2021,"Census Tract 4205.03, Fairfax County, Virginia","index",0.624291353621793,"scaled_score","tract"
"189",51059420600,2021,"Census Tract 4206, Fairfax County, Virginia","average",14.7072238333773,"average_years_schooling","tract"
"190",51059420600,2021,"Census Tract 4206, Fairfax County, Virginia","index",0.564517043080279,"scaled_score","tract"
"191",51059420700,2021,"Census Tract 4207, Fairfax County, Virginia","average",14.8466367713004,"average_years_schooling","tract"
"192",51059420700,2021,"Census Tract 4207, Fairfax County, Virginia","index",0.578659862571241,"scaled_score","tract"
"193",51059420800,2021,"Census Tract 4208, Fairfax County, Virginia","average",14.7725510923185,"average_years_schooling","tract"
"194",51059420800,2021,"Census Tract 4208, Fairfax County, Virginia","index",0.57114420154067,"scaled_score","tract"
"195",51059421001,2021,"Census Tract 4210.01, Fairfax County, Virginia","average",14.8890144665461,"average_years_schooling","tract"
"196",51059421001,2021,"Census Tract 4210.01, Fairfax County, Virginia","index",0.582958890360417,"scaled_score","tract"
"197",51059421002,2021,"Census Tract 4210.02, Fairfax County, Virginia","average",14.451816570669,"average_years_schooling","tract"
"198",51059421002,2021,"Census Tract 4210.02, Fairfax County, Virginia","index",0.538607117739246,"scaled_score","tract"
"199",51059421101,2021,"Census Tract 4211.01, Fairfax County, Virginia","average",15.3978437233134,"average_years_schooling","tract"
"200",51059421101,2021,"Census Tract 4211.01, Fairfax County, Virginia","index",0.634577344410542,"scaled_score","tract"
"201",51059421102,2021,"Census Tract 4211.02, Fairfax County, Virginia","average",15.6112314915132,"average_years_schooling","tract"
"202",51059421102,2021,"Census Tract 4211.02, Fairfax County, Virginia","index",0.656224579826323,"scaled_score","tract"
"203",51059421103,2021,"Census Tract 4211.03, Fairfax County, Virginia","average",15.0903907074974,"average_years_schooling","tract"
"204",51059421103,2021,"Census Tract 4211.03, Fairfax County, Virginia","index",0.603387610018498,"scaled_score","tract"
"205",51059421200,2021,"Census Tract 4212, Fairfax County, Virginia","average",15.7790697674419,"average_years_schooling","tract"
"206",51059421200,2021,"Census Tract 4212, Fairfax County, Virginia","index",0.673251022820026,"scaled_score","tract"
"207",51059421300,2021,"Census Tract 4213, Fairfax County, Virginia","average",15.7221865982687,"average_years_schooling","tract"
"208",51059421300,2021,"Census Tract 4213, Fairfax County, Virginia","index",0.667480479528459,"scaled_score","tract"
"209",51059421400,2021,"Census Tract 4214, Fairfax County, Virginia","average",13.4366623432771,"average_years_schooling","tract"
"210",51059421400,2021,"Census Tract 4214, Fairfax County, Virginia","index",0.43562425827607,"scaled_score","tract"
"211",51059421500,2021,"Census Tract 4215, Fairfax County, Virginia","average",12.929203539823,"average_years_schooling","tract"
"212",51059421500,2021,"Census Tract 4215, Fairfax County, Virginia","index",0.384144830589766,"scaled_score","tract"
"213",51059421600,2021,"Census Tract 4216, Fairfax County, Virginia","average",13.0180802103879,"average_years_schooling","tract"
"214",51059421600,2021,"Census Tract 4216, Fairfax County, Virginia","index",0.393160971612845,"scaled_score","tract"
"215",51059421701,2021,"Census Tract 4217.01, Fairfax County, Virginia","average",12.9305984827199,"average_years_schooling","tract"
"216",51059421701,2021,"Census Tract 4217.01, Fairfax County, Virginia","index",0.384286341312403,"scaled_score","tract"
"217",51059421702,2021,"Census Tract 4217.02, Fairfax County, Virginia","average",13.6102629346904,"average_years_schooling","tract"
"218",51059421702,2021,"Census Tract 4217.02, Fairfax County, Virginia","index",0.453235262422869,"scaled_score","tract"
"219",51059421800,2021,"Census Tract 4218, Fairfax County, Virginia","average",13.4980842911877,"average_years_schooling","tract"
"220",51059421800,2021,"Census Tract 4218, Fairfax County, Virginia","index",0.441855240385935,"scaled_score","tract"
"221",51059421900,2021,"Census Tract 4219, Fairfax County, Virginia","average",14.3637724550898,"average_years_schooling","tract"
"222",51059421900,2021,"Census Tract 4219, Fairfax County, Virginia","index",0.529675435698629,"scaled_score","tract"
"223",51059422000,2021,"Census Tract 4220, Fairfax County, Virginia","average",14.2986288265306,"average_years_schooling","tract"
"224",51059422000,2021,"Census Tract 4220, Fairfax County, Virginia","index",0.52306690571982,"scaled_score","tract"
"225",51059422101,2021,"Census Tract 4221.01, Fairfax County, Virginia","average",14.8321704695455,"average_years_schooling","tract"
"226",51059422101,2021,"Census Tract 4221.01, Fairfax County, Virginia","index",0.577192320910694,"scaled_score","tract"
"227",51059422102,2021,"Census Tract 4221.02, Fairfax County, Virginia","average",14.4449197860963,"average_years_schooling","tract"
"228",51059422102,2021,"Census Tract 4221.02, Fairfax County, Virginia","index",0.537907469767302,"scaled_score","tract"
"229",51059422201,2021,"Census Tract 4222.01, Fairfax County, Virginia","average",15.6940489229646,"average_years_schooling","tract"
"230",51059422201,2021,"Census Tract 4222.01, Fairfax County, Virginia","index",0.664626038121161,"scaled_score","tract"
"231",51059422202,2021,"Census Tract 4222.02, Fairfax County, Virginia","average",14.7069134351743,"average_years_schooling","tract"
"232",51059422202,2021,"Census Tract 4222.02, Fairfax County, Virginia","index",0.564485554569813,"scaled_score","tract"
"233",51059422301,2021,"Census Tract 4223.01, Fairfax County, Virginia","average",15.4682372738746,"average_years_schooling","tract"
"234",51059422301,2021,"Census Tract 4223.01, Fairfax County, Virginia","index",0.641718455513616,"scaled_score","tract"
"235",51059422302,2021,"Census Tract 4223.02, Fairfax County, Virginia","average",15.2037366548043,"average_years_schooling","tract"
"236",51059422302,2021,"Census Tract 4223.02, Fairfax County, Virginia","index",0.614886049809482,"scaled_score","tract"
"237",51059422401,2021,"Census Tract 4224.01, Fairfax County, Virginia","average",15.4911792014856,"average_years_schooling","tract"
"238",51059422401,2021,"Census Tract 4224.01, Fairfax County, Virginia","index",0.644045811538173,"scaled_score","tract"
"239",51059422402,2021,"Census Tract 4224.02, Fairfax County, Virginia","average",15.0111323916687,"average_years_schooling","tract"
"240",51059422402,2021,"Census Tract 4224.02, Fairfax County, Virginia","index",0.59534720809726,"scaled_score","tract"
"241",51059422403,2021,"Census Tract 4224.03, Fairfax County, Virginia","average",15.0327537403963,"average_years_schooling","tract"
"242",51059422403,2021,"Census Tract 4224.03, Fairfax County, Virginia","index",0.597540597296004,"scaled_score","tract"
"243",51059430101,2021,"Census Tract 4301.01, Fairfax County, Virginia","average",15.9239716312057,"average_years_schooling","tract"
"244",51059430101,2021,"Census Tract 4301.01, Fairfax County, Virginia","index",0.687950669306531,"scaled_score","tract"
"245",51059430102,2021,"Census Tract 4301.02, Fairfax County, Virginia","average",15.1629974597798,"average_years_schooling","tract"
"246",51059430102,2021,"Census Tract 4301.02, Fairfax County, Virginia","index",0.610753240545,"scaled_score","tract"
"247",51059430201,2021,"Census Tract 4302.01, Fairfax County, Virginia","average",15.1365874855156,"average_years_schooling","tract"
"248",51059430201,2021,"Census Tract 4302.01, Fairfax County, Virginia","index",0.608074066686793,"scaled_score","tract"
"249",51059430202,2021,"Census Tract 4302.02, Fairfax County, Virginia","average",15.0863444912436,"average_years_schooling","tract"
"250",51059430202,2021,"Census Tract 4302.02, Fairfax County, Virginia","index",0.602977139462821,"scaled_score","tract"
"251",51059430203,2021,"Census Tract 4302.03, Fairfax County, Virginia","average",15.599910793934,"average_years_schooling","tract"
