"geoid","measure","year","value"
"51036600200","affordability_index",2015,"49"
"51036600300","affordability_index",2015,"55"
"51037930100","affordability_index",2015,"68"
"51037930200","affordability_index",2015,"73"
"51037930300","affordability_index",2015,"69"
"51041100106","affordability_index",2015,"54"
"51041100107","affordability_index",2015,"37"
"51041100205","affordability_index",2015,"40"
"51041100206","affordability_index",2015,"49"
"51041100208","affordability_index",2015,"57"
"51041100209","affordability_index",2015,"49"
"51041100210","affordability_index",2015,"43"
"51041100300","affordability_index",2015,"39"
"51041100403","affordability_index",2015,"53"
"51041100404","affordability_index",2015,"34"
"51041100405","affordability_index",2015,"40"
"51041100406","affordability_index",2015,"35"
"51041100407","affordability_index",2015,"40"
"51041100409","affordability_index",2015,"50"
"51041100410","affordability_index",2015,"44"
"51041100505","affordability_index",2015,"47"
"51041100506","affordability_index",2015,"45"
"51041100507","affordability_index",2015,"55"
"51041100508","affordability_index",2015,"48"
"51041100509","affordability_index",2015,"61"
"51041100510","affordability_index",2015,"48"
"51041100600","affordability_index",2015,"44"
"51041100701","affordability_index",2015,"46"
"51041100702","affordability_index",2015,"50"
"51041100703","affordability_index",2015,"54"
"51041100804","affordability_index",2015,"50"
"51041100805","affordability_index",2015,"50"
"51041100806","affordability_index",2015,"44"
"51041100807","affordability_index",2015,"49"
"51041100812","affordability_index",2015,"56"
"51041100814","affordability_index",2015,"45"
"51041100815","affordability_index",2015,"49"
"51041100816","affordability_index",2015,"49"
"51041100817","affordability_index",2015,"43"
"51041100818","affordability_index",2015,"57"
"51041100819","affordability_index",2015,"48"
"51041100820","affordability_index",2015,"52"
"51041100821","affordability_index",2015,"66"
"51041100822","affordability_index",2015,"62"
"51041100823","affordability_index",2015,"53"
"51041100902","affordability_index",2015,"53"
"51041100907","affordability_index",2015,"50"
"51041100910","affordability_index",2015,"49"
"51041100912","affordability_index",2015,"54"
"51041100915","affordability_index",2015,"49"
"51041100919","affordability_index",2015,"49"
"51041100920","affordability_index",2015,"42"
"51041100921","affordability_index",2015,"48"
"51041100922","affordability_index",2015,"47"
"51041100923","affordability_index",2015,"51"
"51041100924","affordability_index",2015,"69"
"51041100926","affordability_index",2015,"74"
"51041100927","affordability_index",2015,"56"
"51041100928","affordability_index",2015,"57"
"51041100929","affordability_index",2015,"50"
"51041100930","affordability_index",2015,"54"
"51041100931","affordability_index",2015,"57"
"51041100932","affordability_index",2015,"56"
"51041100933","affordability_index",2015,"45"
"51041100934","affordability_index",2015,"47"
"51041100935","affordability_index",2015,"70"
"51041100936","affordability_index",2015,"70"
"51041101003","affordability_index",2015,"68"
"51041101004","affordability_index",2015,"62"
"51041101007","affordability_index",2015,"56"
"51041101008","affordability_index",2015,"61"
"51041101009","affordability_index",2015,"60"
"51041101010","affordability_index",2015,"62"
"51041101011","affordability_index",2015,"55"
"51041101012","affordability_index",2015,"47"
"51041101013","affordability_index",2015,"64"
"51043010100","affordability_index",2015,"34"
"51043010200","affordability_index",2015,"44"
"51043010300","affordability_index",2015,"41"
"51045050100","affordability_index",2015,"57"
"51047930101","affordability_index",2015,"41"
"51047930102","affordability_index",2015,"44"
"51047930201","affordability_index",2015,"37"
"51047930202","affordability_index",2015,"41"
"51047930300","affordability_index",2015,"32"
"51047930400","affordability_index",2015,"36"
"51047930501","affordability_index",2015,"43"
"51047930502","affordability_index",2015,"31"
"51049930100","affordability_index",2015,"69"
"51049930200","affordability_index",2015,"68"
"51051040100","affordability_index",2015,"61"
"51051040200","affordability_index",2015,"63"
"51051040300","affordability_index",2015,"54"
"51051040400","affordability_index",2015,"60"
"51053840100","affordability_index",2015,"50"
"51053840200","affordability_index",2015,"51"
"51053840300","affordability_index",2015,"48"
"51053840400","affordability_index",2015,"44"
"51053840500","affordability_index",2015,"48"
"51053840600","affordability_index",2015,"45"
"51053980100","affordability_index",2015,NA
"51057950600","affordability_index",2015,"67"
"51057950700","affordability_index",2015,"63"
"51057950800","affordability_index",2015,"60"
"51059415100","affordability_index",2015,"55"
"51059415200","affordability_index",2015,"38"
"51059415300","affordability_index",2015,"43"
"51059415401","affordability_index",2015,"33"
"51059415402","affordability_index",2015,"48"
"51059415500","affordability_index",2015,"44"
"51059415600","affordability_index",2015,"62"
"51059415700","affordability_index",2015,"57"
"51059415800","affordability_index",2015,"57"
"51059415900","affordability_index",2015,"50"
"51059416000","affordability_index",2015,"39"
"51059416100","affordability_index",2015,"55"
"51059416200","affordability_index",2015,"47"
"51059416300","affordability_index",2015,"57"
"51059420100","affordability_index",2015,"46"
"51059420201","affordability_index",2015,"46"
"51059420202","affordability_index",2015,"38"
"51059420203","affordability_index",2015,"50"
"51059420300","affordability_index",2015,"47"
"51059420400","affordability_index",2015,"33"
"51059420501","affordability_index",2015,"38"
"51059420502","affordability_index",2015,"33"
"51059420503","affordability_index",2015,"34"
"51059420600","affordability_index",2015,"38"
"51059420700","affordability_index",2015,"47"
"51059420800","affordability_index",2015,"47"
"51059421001","affordability_index",2015,"42"
"51059421002","affordability_index",2015,"40"
"51059421101","affordability_index",2015,"45"
"51059421102","affordability_index",2015,"43"
"51059421103","affordability_index",2015,"50"
"51059421200","affordability_index",2015,"50"
"51059421300","affordability_index",2015,"44"
"51059421400","affordability_index",2015,"33"
"51059421500","affordability_index",2015,"31"
"51059421600","affordability_index",2015,"30"
"51059421701","affordability_index",2015,"33"
"51059421702","affordability_index",2015,"43"
"51059421800","affordability_index",2015,"33"
"51059421900","affordability_index",2015,"40"
"51059422000","affordability_index",2015,"48"
"51059422101","affordability_index",2015,"39"
"51059422102","affordability_index",2015,"40"
"51059422201","affordability_index",2015,"58"
"51059422202","affordability_index",2015,"46"
"51059422301","affordability_index",2015,"40"
"51059422302","affordability_index",2015,"40"
"51059422401","affordability_index",2015,"40"
"51059422402","affordability_index",2015,"42"
"51059422403","affordability_index",2015,"49"
"51059430101","affordability_index",2015,"52"
"51059430102","affordability_index",2015,"44"
"51059430201","affordability_index",2015,"46"
"51059430202","affordability_index",2015,"47"
"51059430203","affordability_index",2015,"46"
"51059430400","affordability_index",2015,"45"
"51059430500","affordability_index",2015,"49"
"51059430600","affordability_index",2015,"40"
"51059430700","affordability_index",2015,"44"
"51059430801","affordability_index",2015,"47"
"51059430802","affordability_index",2015,"38"
"51059430901","affordability_index",2015,"42"
"51059430902","affordability_index",2015,"44"
"51059431001","affordability_index",2015,"43"
"51059431002","affordability_index",2015,"38"
"51059431300","affordability_index",2015,"48"
"51059431400","affordability_index",2015,"46"
"51059431500","affordability_index",2015,"47"
"51059431600","affordability_index",2015,"44"
"51059431801","affordability_index",2015,"40"
"51059431802","affordability_index",2015,"49"
"51059431900","affordability_index",2015,"54"
"51059432000","affordability_index",2015,"44"
"51059432100","affordability_index",2015,"39"
"51059432201","affordability_index",2015,"37"
"51059432202","affordability_index",2015,"45"
"51059432300","affordability_index",2015,"50"
"51059432401","affordability_index",2015,"51"
"51059432402","affordability_index",2015,"49"
"51059432500","affordability_index",2015,"51"
"51059432600","affordability_index",2015,"49"
"51059432701","affordability_index",2015,"47"
"51059432702","affordability_index",2015,"40"
"51059432800","affordability_index",2015,"42"
"51059440100","affordability_index",2015,"48"
"51059440201","affordability_index",2015,"39"
"51059440202","affordability_index",2015,"33"
"51059440300","affordability_index",2015,"52"
"51059440501","affordability_index",2015,"49"
"51059440502","affordability_index",2015,"52"
"51059440600","affordability_index",2015,"45"
"51059440701","affordability_index",2015,"52"
"51059440702","affordability_index",2015,"49"
"51059440800","affordability_index",2015,"50"
"51059450100","affordability_index",2015,"37"
"51059450200","affordability_index",2015,"41"
"51059450300","affordability_index",2015,"43"
"51059450400","affordability_index",2015,"48"
"51059450500","affordability_index",2015,"45"
"51059450601","affordability_index",2015,"48"
"51059450602","affordability_index",2015,"35"
"51059450701","affordability_index",2015,"45"
"51059450702","affordability_index",2015,"35"
"51059450800","affordability_index",2015,"39"
"51059450900","affordability_index",2015,"49"
"51059451000","affordability_index",2015,"48"
"51059451100","affordability_index",2015,"50"
"51059451200","affordability_index",2015,"60"
"51059451300","affordability_index",2015,"52"
"51059451400","affordability_index",2015,"28"
"51059451501","affordability_index",2015,"32"
"51059451502","affordability_index",2015,"35"
"51059451601","affordability_index",2015,"32"
"51059451602","affordability_index",2015,"35"
"51059451800","affordability_index",2015,"49"
"51059451900","affordability_index",2015,"41"
"51059452000","affordability_index",2015,"36"
"51059452101","affordability_index",2015,"42"
"51059452102","affordability_index",2015,"44"
"51059452200","affordability_index",2015,"40"
"51059452301","affordability_index",2015,"31"
"51059452302","affordability_index",2015,"36"
"51059452400","affordability_index",2015,"42"
"51059452501","affordability_index",2015,"45"
"51059452502","affordability_index",2015,"34"
"51059452600","affordability_index",2015,"39"
"51059452700","affordability_index",2015,"34"
"51059452801","affordability_index",2015,"35"
"51059452802","affordability_index",2015,"32"
"51059460100","affordability_index",2015,"63"
"51059460200","affordability_index",2015,"65"
"51059460300","affordability_index",2015,"56"
"51059460400","affordability_index",2015,"52"
"51059460501","affordability_index",2015,"55"
"51059460502","affordability_index",2015,"49"
"51059460600","affordability_index",2015,"53"
"51059460701","affordability_index",2015,"47"
"51059460702","affordability_index",2015,"52"
"51059460800","affordability_index",2015,"55"
"51059460900","affordability_index",2015,"60"
"51059461000","affordability_index",2015,"53"
"51059461100","affordability_index",2015,"51"
"51059461201","affordability_index",2015,"63"
"51059461202","affordability_index",2015,"42"
"51059461500","affordability_index",2015,"48"
"51059461601","affordability_index",2015,"42"
"51059461602","affordability_index",2015,"38"
"51059461700","affordability_index",2015,"40"
"51059461801","affordability_index",2015,"38"
"51059461802","affordability_index",2015,"40"
"51059461901","affordability_index",2015,"34"
"51059461902","affordability_index",2015,"31"
"51059470100","affordability_index",2015,"68"
"51059470300","affordability_index",2015,"67"
"51059470400","affordability_index",2015,"64"
"51059470500","affordability_index",2015,"56"
"51059470600","affordability_index",2015,"56"
"51059470700","affordability_index",2015,"57"
"51059470800","affordability_index",2015,"58"
"51059470900","affordability_index",2015,"56"
"51059471000","affordability_index",2015,"47"
"51059471100","affordability_index",2015,"45"
"51059471201","affordability_index",2015,"35"
"51059471202","affordability_index",2015,"36"
"51059471301","affordability_index",2015,"34"
"51059471303","affordability_index",2015,"40"
"51059471304","affordability_index",2015,"52"
"51059471401","affordability_index",2015,"41"
"51059471402","affordability_index",2015,"37"
"51059480100","affordability_index",2015,"70"
"51059480201","affordability_index",2015,"67"
"51059480202","affordability_index",2015,"38"
"51059480203","affordability_index",2015,"39"
"51059480300","affordability_index",2015,"69"
"51059480401","affordability_index",2015,"68"
"51059480402","affordability_index",2015,"68"
"51059480501","affordability_index",2015,"61"
"51059480502","affordability_index",2015,"49"
"51059480503","affordability_index",2015,"48"
"51059480504","affordability_index",2015,"45"
"51059480505","affordability_index",2015,"39"
"51059480801","affordability_index",2015,"42"
"51059480802","affordability_index",2015,"42"
"51059480901","affordability_index",2015,"43"
"51059480902","affordability_index",2015,"41"
"51059480903","affordability_index",2015,"36"
"51059481000","affordability_index",2015,"36"
"51059481101","affordability_index",2015,"36"
"51059481102","affordability_index",2015,"39"
"51059481103","affordability_index",2015,"37"
"51059481104","affordability_index",2015,"38"
"51059481105","affordability_index",2015,"52"
"51059481106","affordability_index",2015,"54"
"51059481201","affordability_index",2015,"51"
"51059481202","affordability_index",2015,"37"
"51059481400","affordability_index",2015,"44"
"51059481500","affordability_index",2015,"58"
"51059481600","affordability_index",2015,"64"
"51059481701","affordability_index",2015,"39"
"51059481702","affordability_index",2015,"41"
"51059481900","affordability_index",2015,"45"
"51059482001","affordability_index",2015,"58"
"51059482002","affordability_index",2015,"47"
"51059482100","affordability_index",2015,"35"
"51059482201","affordability_index",2015,"35"
"51059482202","affordability_index",2015,"34"
"51059482203","affordability_index",2015,"45"
"51059482301","affordability_index",2015,"41"
"51059482302","affordability_index",2015,"33"
"51059482303","affordability_index",2015,"38"
"51059482400","affordability_index",2015,"55"
"51059482501","affordability_index",2015,"40"
"51059482502","affordability_index",2015,"47"
"51059482503","affordability_index",2015,"54"
"51059482504","affordability_index",2015,"57"
"51059482601","affordability_index",2015,"49"
"51059482602","affordability_index",2015,"38"
"51059490101","affordability_index",2015,"43"
"51059490103","affordability_index",2015,"42"
"51059490501","affordability_index",2015,"37"
"51059490502","affordability_index",2015,"56"
"51059491000","affordability_index",2015,"62"
"51059491101","affordability_index",2015,"58"
"51059491102","affordability_index",2015,"50"
"51059491103","affordability_index",2015,"39"
"51059491201","affordability_index",2015,"38"
"51059491202","affordability_index",2015,"34"
"51059491301","affordability_index",2015,"45"
"51059491302","affordability_index",2015,"39"
"51059491303","affordability_index",2015,"39"
"51059491401","affordability_index",2015,"38"
"51059491402","affordability_index",2015,"38"
"51059491403","affordability_index",2015,"52"
"51059491404","affordability_index",2015,"46"
"51059491405","affordability_index",2015,"57"
"51059491501","affordability_index",2015,"45"
"51059491502","affordability_index",2015,"56"
"51059491601","affordability_index",2015,"39"
"51059491602","affordability_index",2015,"44"
"51059491701","affordability_index",2015,"39"
"51059491702","affordability_index",2015,"37"
"51059491703","affordability_index",2015,"35"
"51059491704","affordability_index",2015,"39"
"51059491705","affordability_index",2015,"62"
"51059491801","affordability_index",2015,"37"
"51059491802","affordability_index",2015,"46"
"51059491803","affordability_index",2015,"40"
"51059492000","affordability_index",2015,"58"
"51059492100","affordability_index",2015,"60"
"51059492201","affordability_index",2015,"69"
"51059492202","affordability_index",2015,"58"
"51059492203","affordability_index",2015,"63"
"51059492300","affordability_index",2015,"43"
"51059492400","affordability_index",2015,"38"
"51059492500","affordability_index",2015,"67"
"51059980100","affordability_index",2015,NA
"51059980200","affordability_index",2015,NA
"51059980300","affordability_index",2015,NA
"51061930100","affordability_index",2015,"37"
"51061930203","affordability_index",2015,"46"
"51061930204","affordability_index",2015,"50"
"51061930205","affordability_index",2015,"48"
"51061930206","affordability_index",2015,"43"
"51061930207","affordability_index",2015,"45"
"51061930302","affordability_index",2015,"37"
"51061930303","affordability_index",2015,"39"
"51061930304","affordability_index",2015,"51"
"51061930401","affordability_index",2015,"50"
"51061930402","affordability_index",2015,"46"
"51061930403","affordability_index",2015,"40"
"51061930703","affordability_index",2015,"41"
"51061930704","affordability_index",2015,"46"
"51061930705","affordability_index",2015,"40"
"51061930706","affordability_index",2015,"37"
"51061930707","affordability_index",2015,"40"
"51063920101","affordability_index",2015,"54"
"51063920102","affordability_index",2015,"57"
"51063920200","affordability_index",2015,"56"
"51065020101","affordability_index",2015,"57"
"51065020102","affordability_index",2015,"55"
"51065020200","affordability_index",2015,"52"
"51065020300","affordability_index",2015,"50"
"51067020101","affordability_index",2015,"66"
"51067020102","affordability_index",2015,"62"
"51067020200","affordability_index",2015,"49"
"51067020300","affordability_index",2015,"60"
"51067020400","affordability_index",2015,"55"
"51067020500","affordability_index",2015,"55"
"51067020600","affordability_index",2015,"51"
"51067020700","affordability_index",2015,"48"
"51067020800","affordability_index",2015,"43"
"51067020900","affordability_index",2015,"50"
"51069050100","affordability_index",2015,"57"
"51069050200","affordability_index",2015,"68"
"51069050300","affordability_index",2015,"62"
"51069050400","affordability_index",2015,"64"
"51069050500","affordability_index",2015,"61"
"51069050600","affordability_index",2015,"64"
"51069050700","affordability_index",2015,"56"
"51069050801","affordability_index",2015,"57"
"51069050802","affordability_index",2015,"60"
"51069050803","affordability_index",2015,"54"
"51069050900","affordability_index",2015,"59"
"51069051000","affordability_index",2015,"57"
"51069051101","affordability_index",2015,"66"
"51069051102","affordability_index",2015,"48"
"51071930100","affordability_index",2015,"65"
"51071930200","affordability_index",2015,"53"
"51071930300","affordability_index",2015,"53"
"51071930400","affordability_index",2015,"50"
"51073100100","affordability_index",2015,"55"
"51073100201","affordability_index",2015,"55"
"51073100202","affordability_index",2015,"51"
"51073100203","affordability_index",2015,"53"
"51073100301","affordability_index",2015,"45"
"51073100302","affordability_index",2015,"53"
"51073100400","affordability_index",2015,"60"
"51073100500","affordability_index",2015,"65"
"51075400100","affordability_index",2015,"78"
"51075400200","affordability_index",2015,"59"
"51075400300","affordability_index",2015,NA
"51075400400","affordability_index",2015,"56"
"51075400500","affordability_index",2015,"51"
"51077060101","affordability_index",2015,"75"
"51077060102","affordability_index",2015,"71"
"51077060201","affordability_index",2015,"68"
"51077060202","affordability_index",2015,"62"
"51077060300","affordability_index",2015,"80"
"51079030101","affordability_index",2015,"51"
"51079030102","affordability_index",2015,"51"
"51079030200","affordability_index",2015,"56"
"51081880101","affordability_index",2015,"64"
"51081880102","affordability_index",2015,NA
"51081880200","affordability_index",2015,"60"
"51083930100","affordability_index",2015,"66"
"51083930201","affordability_index",2015,"69"
"51083930202","affordability_index",2015,"71"
"51083930301","affordability_index",2015,"70"
"51083930302","affordability_index",2015,"72"
"51083930400","affordability_index",2015,"67"
"51083930500","affordability_index",2015,"72"
"51083930600","affordability_index",2015,"64"
"51083930800","affordability_index",2015,"61"
"51085320100","affordability_index",2015,"63"
"51085320200","affordability_index",2015,"64"
"51085320300","affordability_index",2015,"63"
"51085320400","affordability_index",2015,"59"
"51085320500","affordability_index",2015,"54"
"51085320601","affordability_index",2015,"43"
"51085320602","affordability_index",2015,"47"
"51085320701","affordability_index",2015,"58"
"51085320702","affordability_index",2015,"57"
"51085320801","affordability_index",2015,"58"
"51085320803","affordability_index",2015,"64"
"51085320804","affordability_index",2015,"59"
"51085320805","affordability_index",2015,"58"
"51085320900","affordability_index",2015,"56"
"51085321001","affordability_index",2015,"52"
"51085321002","affordability_index",2015,"54"
"51085321100","affordability_index",2015,"52"
"51085321201","affordability_index",2015,"52"
"51085321202","affordability_index",2015,"43"
"51085321300","affordability_index",2015,"56"
"51085321401","affordability_index",2015,"60"
"51085321402","affordability_index",2015,"56"
"51085321403","affordability_index",2015,"66"
"51087200104","affordability_index",2015,"43"
"51087200105","affordability_index",2015,"42"
"51087200106","affordability_index",2015,"43"
"51087200107","affordability_index",2015,"53"
"51087200108","affordability_index",2015,"93"
"51087200109","affordability_index",2015,"70"
"51087200112","affordability_index",2015,"49"
"51087200116","affordability_index",2015,"48"
"51087200119","affordability_index",2015,"52"
"51087200120","affordability_index",2015,"55"
"51087200121","affordability_index",2015,"56"
"51087200122","affordability_index",2015,"59"
"51087200123","affordability_index",2015,"41"
"51087200124","affordability_index",2015,"50"
"51087200125","affordability_index",2015,"39"
"51087200126","affordability_index",2015,"35"
"51087200127","affordability_index",2015,"50"
"51087200128","affordability_index",2015,"53"
"51087200129","affordability_index",2015,"67"
"51087200130","affordability_index",2015,"65"
"51087200201","affordability_index",2015,"53"
"51087200202","affordability_index",2015,"63"
"51087200301","affordability_index",2015,"50"
"51087200302","affordability_index",2015,"47"
"51087200303","affordability_index",2015,"44"
"51087200305","affordability_index",2015,"44"
"51087200404","affordability_index",2015,"39"
"51087200406","affordability_index",2015,"54"
"51087200407","affordability_index",2015,"44"
"51087200409","affordability_index",2015,"44"
"51087200410","affordability_index",2015,"35"
"51087200411","affordability_index",2015,"41"
"51087200412","affordability_index",2015,"34"
"51087200413","affordability_index",2015,"54"
"51087200414","affordability_index",2015,"53"
"51087200501","affordability_index",2015,"44"
"51087200502","affordability_index",2015,"47"
"51087200503","affordability_index",2015,"48"
"51087200600","affordability_index",2015,"44"
"51087200700","affordability_index",2015,"46"
"51087200801","affordability_index",2015,"45"
"51087200802","affordability_index",2015,"48"
"51087200804","affordability_index",2015,"36"
"51087200805","affordability_index",2015,"34"
"51087200903","affordability_index",2015,"52"
"51087200904","affordability_index",2015,"56"
"51087200905","affordability_index",2015,"47"
"51087200906","affordability_index",2015,"51"
"51087201001","affordability_index",2015,"50"
"51087201002","affordability_index",2015,"39"
"51087201003","affordability_index",2015,"44"
"51087201101","affordability_index",2015,"41"
"51087201102","affordability_index",2015,"42"
"51087201201","affordability_index",2015,"44"
"51087201202","affordability_index",2015,"40"
"51087201401","affordability_index",2015,"43"
"51087201403","affordability_index",2015,"46"
"51087201404","affordability_index",2015,"50"
"51087201501","affordability_index",2015,"45"
"51087201502","affordability_index",2015,"56"
"51087201601","affordability_index",2015,"56"
"51087201602","affordability_index",2015,"55"
"51087201701","affordability_index",2015,"45"
"51087980100","affordability_index",2015,NA
"51089010100","affordability_index",2015,"61"
"51089010200","affordability_index",2015,"68"
"51089010300","affordability_index",2015,"68"
"51089010400","affordability_index",2015,"68"
"51089010500","affordability_index",2015,"64"
"51089010601","affordability_index",2015,"69"
"51089010602","affordability_index",2015,"67"
